period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],future costs [$],total future costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],present value future costs [$],total present value future costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-0.8900000000000001,0.0,0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,0.0,0.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,0.0,0.0,9.82,9.82
1,1.0,1.0,11500.0,11500,,,-7500,-7500,506.0,506.0,1884.0,1884.0,702.0,702.0,-4409.0,67591.0,-4409.0,-4409.0,,,-7143.0,-7143.0,482.0,482.0,1794.0,1794.0,668.0,668.0,-4199.0,67801.0,-4199.0,-4199.0,0.48,10.3
2,2.0,2.0,11500.0,23000,,,,,506.0,1012.0,1884.0,3768.0,702.0,1403.0,3091.0,70683.0,3091.0,-1317.0,,,,,459.0,941.0,1709.0,3503.0,636.0,1304.0,2804.0,70605.0,2804.0,-1395.0,0.48,10.79
3,3.0,3.0,11500.0,34500,,,,,506.0,1518.0,1884.0,5652.0,702.0,2104.0,3091.0,73774.0,3091.0,1774.0,,,,,437.0,1378.0,1627.0,5131.0,606.0,1910.0,2670.0,73276.0,2670.0,1276.0,0.48,11.27
4,4.0,4.0,11500.0,46000,,,,,506.0,2023.0,1884.0,7536.0,702.0,2806.0,3091.0,76865.0,3091.0,4865.0,,,,,416.0,1794.0,1550.0,6681.0,577.0,2487.0,2543.0,75819.0,2543.0,3819.0,0.48,11.75
5,5.0,5.0,11500.0,57500,,,,,506.0,2529.0,1884.0,9420.0,702.0,3508.0,3091.0,79957.0,3091.0,7957.0,,,,,396.0,2190.0,1476.0,8157.0,550.0,3037.0,2422.0,78241.0,2422.0,6241.0,0.48,12.24
6,6.0,6.0,11500.0,69000,,,,,506.0,3035.0,1884.0,11304.0,702.0,4209.0,3091.0,83048.0,3091.0,11048.0,,,,,377.0,2568.0,1406.0,9563.0,523.0,3561.0,2307.0,80548.0,2307.0,8548.0,0.48,12.72
7,7.0,7.0,11500.0,80500,,,,,506.0,3541.0,1884.0,13188.0,702.0,4910.0,3091.0,86140.0,3091.0,14140.0,,,,,360.0,2927.0,1339.0,10902.0,499.0,4059.0,2197.0,82745.0,2197.0,10745.0,0.48,13.2
8,8.0,8.0,11500.0,92000,,,,,506.0,4047.0,1884.0,15072.0,702.0,5612.0,3091.0,89231.0,3091.0,17231.0,,,,,342.0,3269.0,1275.0,12177.0,475.0,4534.0,2092.0,84837.0,2092.0,12837.0,0.48,13.68
8.9,8.9,8.9,10350.000000000004,102350,,,,,455.0,4502.0,1696.0,16768.0,631.0,6243.0,2782.0,92013.0,2782.0,20013.0,,,,,295.0,3564.0,1098.0,13275.0,409.0,4943.0,1802.0,86639.0,1802.0,14639.0,0.43,14.12
post-use,8.9,9.790000000000001,0.0,102350,0,72000,0,-7500,0.0,4502.0,0.0,16768.0,0.0,6243.0,0.0,92013.0,0.0,20013.0,0,72000,0.0,-7143.0,0.0,3564.0,0.0,13275.0,0.0,4943.0,0.0,86639.0,0.0,14639.0,0.0,14.12
