period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],future costs [$],total future costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],present value future costs [$],total present value future costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-0.8900000000000001,0.0,0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0,61448,61448,,,0.0,0.0,0.0,0.0,0.0,0.0,61448.0,61448.0,0.0,0.0,61448,61448,,,0.0,0.0,0.0,0.0,0.0,0.0,61448.0,61448.0,0.0,0.0,9.82,9.82
1,1.0,1.0,11500.0,11500,,,-7500,-7500,455.0,455.0,1884.0,1884.0,702.0,702.0,-4459.0,56989.0,-4459.0,-4459.0,,,-7143.0,-7143.0,434.0,434.0,1794.0,1794.0,668.0,668.0,-4247.0,57201.0,-4247.0,-4247.0,1.48,11.3
2,2.0,2.0,11500.0,23000,,,,,455.0,910.0,1884.0,3768.0,702.0,1403.0,3041.0,60029.0,3041.0,-1419.0,,,,,413.0,846.0,1709.0,3503.0,636.0,1304.0,2758.0,59959.0,2758.0,-1489.0,1.48,12.78
3,3.0,3.0,11500.0,34500,,,,,455.0,1366.0,1884.0,5652.0,702.0,2104.0,3041.0,63070.0,3041.0,1622.0,,,,,393.0,1240.0,1627.0,5131.0,606.0,1910.0,2627.0,62586.0,2627.0,1138.0,1.48,14.26
4,4.0,4.0,11500.0,46000,,,,,455.0,1821.0,1884.0,7536.0,702.0,2806.0,3041.0,66111.0,3041.0,4663.0,,,,,374.0,1614.0,1550.0,6681.0,577.0,2487.0,2502.0,65087.0,2502.0,3639.0,1.48,15.74
5,5.0,5.0,11500.0,57500,,,,,455.0,2276.0,1884.0,9420.0,702.0,3508.0,3041.0,69151.0,3041.0,7703.0,,,,,357.0,1971.0,1476.0,8157.0,550.0,3037.0,2382.0,67470.0,2382.0,6022.0,1.48,17.21
6,6.0,6.0,11500.0,69000,,,,,455.0,2731.0,1884.0,11304.0,702.0,4209.0,3041.0,72192.0,3041.0,10744.0,,,,,340.0,2310.0,1406.0,9563.0,523.0,3561.0,2269.0,69739.0,2269.0,8291.0,1.48,18.69
7,7.0,7.0,11500.0,80500,,,,,455.0,3186.0,1884.0,13188.0,702.0,4910.0,3041.0,75233.0,3041.0,13785.0,,,,,323.0,2634.0,1339.0,10902.0,499.0,4059.0,2161.0,71900.0,2161.0,10452.0,1.48,20.17
8,8.0,8.0,11500.0,92000,,,,,455.0,3642.0,1884.0,15072.0,702.0,5612.0,3041.0,78274.0,3041.0,16826.0,,,,,308.0,2942.0,1275.0,12177.0,475.0,4534.0,2058.0,73958.0,2058.0,12510.0,1.48,21.65
8.9,8.9,8.9,10350.000000000004,102350,,,,,410.0,4051.0,1696.0,16768.0,631.0,6243.0,2737.0,81010.0,2737.0,19562.0,,,,,265.0,3207.0,1098.0,13275.0,409.0,4943.0,1773.0,75730.0,1773.0,14282.0,1.33,22.98
post-use,8.9,9.790000000000001,0.0,102350,0,61448,0,-7500,0.0,4051.0,0.0,16768.0,0.0,6243.0,0.0,81010.0,0.0,19562.0,0,61448,0.0,-7143.0,0.0,3207.0,0.0,13275.0,0.0,4943.0,0.0,75730.0,0.0,14282.0,0.0,22.98
