period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],future costs [$],total future costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],present value future costs [$],total present value future costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.07,0.0,0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0,76000,76000,,,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,76000.0,0.0,0.0,76000,76000,,,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,76000.0,0.0,0.0,9.82,9.82
1,1.0,1.0,13000.0,13000,,,-7500,-7500,410.0,410.0,1884.0,1884.0,793.0,793.0,-4413.0,71587.0,-4413.0,-4413.0,,,-7143.0,-7143.0,391.0,391.0,1794.0,1794.0,755.0,755.0,-4203.0,71797.0,-4203.0,-4203.0,0.38,10.2
2,2.0,2.0,13000.0,26000,,,,,410.0,821.0,1884.0,3768.0,793.0,1586.0,3087.0,74675.0,3087.0,-1325.0,,,,,372.0,763.0,1709.0,3503.0,719.0,1475.0,2800.0,74598.0,2800.0,-1402.0,0.38,10.58
3,3.0,3.0,13000.0,39000,,,,,410.0,1231.0,1884.0,5652.0,793.0,2379.0,3087.0,77762.0,3087.0,1762.0,,,,,354.0,1117.0,1627.0,5131.0,685.0,2160.0,2667.0,77265.0,2667.0,1265.0,0.38,10.96
4,4.0,4.0,13000.0,52000,,,,,410.0,1641.0,1884.0,7536.0,793.0,3172.0,3087.0,80849.0,3087.0,4849.0,,,,,338.0,1455.0,1550.0,6681.0,652.0,2812.0,2540.0,79805.0,2540.0,3805.0,0.38,11.34
5,5.0,5.0,13000.0,65000,,,,,410.0,2052.0,1884.0,9420.0,793.0,3965.0,3087.0,83937.0,3087.0,7937.0,,,,,322.0,1777.0,1476.0,8157.0,621.0,3433.0,2419.0,82224.0,2419.0,6224.0,0.38,11.72
6,6.0,6.0,13000.0,78000,,,,,410.0,2462.0,1884.0,11304.0,793.0,4758.0,3087.0,87024.0,3087.0,11024.0,,,,,306.0,2083.0,1406.0,9563.0,592.0,4025.0,2304.0,84528.0,2304.0,8528.0,0.38,12.09
7,7.0,7.0,13000.0,91000,,,,,410.0,2872.0,1884.0,13188.0,793.0,5551.0,3087.0,90111.0,3087.0,14111.0,,,,,292.0,2374.0,1339.0,10902.0,564.0,4589.0,2194.0,86722.0,2194.0,10722.0,0.38,12.47
8,8.0,8.0,13000.0,104000,,,,,410.0,3283.0,1884.0,15072.0,793.0,6344.0,3087.0,93199.0,3087.0,17199.0,,,,,278.0,2652.0,1275.0,12177.0,537.0,5125.0,2090.0,88811.0,2090.0,12811.0,0.38,12.85
9,9.0,9.0,13000.0,117000,,,,,410.0,3693.0,1884.0,16956.0,793.0,7137.0,3087.0,96286.0,3087.0,20286.0,,,,,265.0,2917.0,1214.0,13391.0,511.0,5637.0,1990.0,90801.0,1990.0,14801.0,0.38,13.23
10,10.0,10.0,13000.0,130000,,,,,410.0,4104.0,1884.0,18840.0,793.0,7930.0,3087.0,99374.0,3087.0,23374.0,,,,,252.0,3169.0,1157.0,14548.0,487.0,6123.0,1895.0,92697.0,1895.0,16697.0,0.38,13.61
10.7,10.7,10.7,9099.99999999999,139100,,,,,287.0,4391.0,1319.0,20159.0,555.0,8485.0,2161.0,101535.0,2161.0,25535.0,,,,,170.0,3339.0,782.0,15330.0,329.0,6453.0,1282.0,93979.0,1282.0,17979.0,0.27,13.87
post-use,10.7,11.77,0.0,139100,0,76000,0,-7500,0.0,4391.0,0.0,20159.0,0.0,8485.0,0.0,101535.0,0.0,25535.0,0,76000,0.0,-7143.0,0.0,3339.0,0.0,15330.0,0.0,6453.0,0.0,93979.0,0.0,17979.0,0.0,13.87
