quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0
total operations costs [$],-16062.0,-12927.0,-13180.0,-12965.0,-17616.0,-16829.0,-13362.0,-21085.0,-12434.0
total insurance costs [$],1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0
total maintenance costs [$],-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0
total costs [$],-12398.0,-8278.0,10761.0,-14506.0,-20834.0,-28353.0,-13071.0,-22895.0,-14738.0
total future costs [$],-25666.0,-22531.0,-22784.0,-22570.0,-27219.0,-26433.0,-22965.0,-30688.0,-22038.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0
total present value operations costs [$],-12000.0,-9657.0,-9847.0,-9686.0,-13161.0,-12573.0,-9982.0,-15752.0,-9289.0
total present value insurance costs [$],825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0
total present value maintenance costs [$],-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0
total present value costs [$],-6760.0,-3432.0,15671.0,-9651.0,-14803.0,-22521.0,-8116.0,-15987.0,-10017.0
total present value future costs [$],-20028.0,-17685.0,-17875.0,-17714.0,-21188.0,-20601.0,-18010.0,-23780.0,-17317.0
total emissions [tCO$_2$-eq.],-46.32,-35.790000000000006,-35.91,-36.12,-52.599999999999994,-49.33,-42.480000000000004,-62.95,-34.44
