quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0
total operations costs [$],-19899.0,-15986.0,-16504.0,-15873.0,-21619.0,-20784.0,-15469.0,-26173.0,-15455.0
total insurance costs [$],1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0
total maintenance costs [$],-5916.0,-5916.0,-5916.0,-5916.0,-5916.0,-5916.0,-5916.0,-5916.0,-5916.0
total costs [$],-19019.0,-14122.0,4654.0,-20197.0,-27622.0,-35092.0,-17963.0,-30768.0,-20543.0
total future costs [$],-32287.0,-28375.0,-28892.0,-28261.0,-34007.0,-33172.0,-27857.0,-38561.0,-27843.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0,-7143.0
total present value operations costs [$],-15133.0,-12157.0,-12550.0,-12071.0,-16441.0,-15806.0,-11764.0,-19904.0,-11753.0
total present value insurance costs [$],781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0
total present value maintenance costs [$],-4499.0,-4499.0,-4499.0,-4499.0,-4499.0,-4499.0,-4499.0,-4499.0,-4499.0
total present value costs [$],-12724.0,-8764.0,10134.0,-14867.0,-20915.0,-28585.0,-12730.0,-22971.0,-15312.0
total present value future costs [$],-25992.0,-23017.0,-23411.0,-22931.0,-27301.0,-26665.0,-22624.0,-30764.0,-22612.0
total emissions [tCO$_2$-eq.],-33.9,-25.799999999999997,-26.400000000000002,-25.5,-38.2,-36.0,-28.300000000000004,-46.800000000000004,-24.999999999999996
