quantity,Typical,Typical Car,Sedan,Car SUV,Typical Truck,Truck SUV,Minivan/Van,Pickup,affordable sedan
total mileage [mi],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total incentives costs [$],-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0,-4153.0
total operations costs [$],-22051.0,-17714.0,-18288.0,-17588.0,-23957.0,-23030.0,-17141.0,-29002.0,-17125.0
total insurance costs [$],1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0,1104.0
total maintenance costs [$],-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0,-6555.0
total costs [$],-18386.0,-13065.0,5653.0,-19129.0,-27175.0,-34555.0,-16852.0,-30814.0,-19429.0
total future costs [$],-31654.0,-27318.0,-27892.0,-27193.0,-33560.0,-32635.0,-26746.0,-38607.0,-26729.0
total present value purchase costs [$],13268.0,14252.0,33546.0,8064.0,6386.0,-1920.0,9894.0,7793.0,7300.0
total present value incentives costs [$],-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0,-3955.0
total present value operations costs [$],-16474.0,-13235.0,-13663.0,-13141.0,-17898.0,-17206.0,-12806.0,-21668.0,-12795.0
total present value insurance costs [$],825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0,825.0
total present value maintenance costs [$],-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0,-4898.0
total present value costs [$],-11234.0,-7010.0,11854.0,-13105.0,-19540.0,-27154.0,-10940.0,-21902.0,-13522.0
total present value future costs [$],-24502.0,-21262.0,-21691.0,-21168.0,-25926.0,-25234.0,-20834.0,-29695.0,-20822.0
total emissions [tCO$_2$-eq.],-38.05,-29.040000000000003,-29.73,-28.779999999999998,-42.81999999999999,-40.43,-31.810000000000002,-52.28,-28.22
