period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,76000,76000,,,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,76000.0,76000,76000,,,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,76000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,1124.0,1124.0,1884.0,1884.0,706.0,706.0,-3786.0,72214.0,,,-7317.0,-7317.0,1097.0,1097.0,1838.0,1838.0,689.0,689.0,-3693.0,72307.0,1.4,11.2
2,2.0,2.0,11576.0,23152.0,,,,,1124.0,2249.0,1884.0,3768.0,706.0,1412.0,3714.0,75929.0,,,,,1070.0,2167.0,1793.0,3631.0,672.0,1361.0,3535.0,75842.0,1.4,12.5
3,3.0,3.0,11576.0,34728.0,,,,,1124.0,3373.0,1884.0,5652.0,706.0,2118.0,3714.0,79643.0,,,,,1044.0,3211.0,1749.0,5381.0,656.0,2017.0,3449.0,79291.0,1.4,13.9
4,4.0,4.0,11576.0,46304.0,,,,,1124.0,4497.0,1884.0,7536.0,706.0,2825.0,3714.0,83358.0,,,,,1019.0,4230.0,1707.0,7088.0,640.0,2656.0,3365.0,82657.0,1.4,15.3
5,5.0,5.0,11576.0,57880.0,,,,,1124.0,5622.0,1884.0,9420.0,706.0,3531.0,3714.0,87072.0,,,,,994.0,5223.0,1665.0,8753.0,624.0,3281.0,3283.0,85940.0,1.4,16.6
6,6.0,6.0,11576.0,69456.0,,,,,1124.0,6746.0,1884.0,11304.0,706.0,4237.0,3714.0,90787.0,,,,,969.0,6193.0,1625.0,10377.0,609.0,3889.0,3203.0,89143.0,1.4,18.0
7,7.0,7.0,11576.0,81032.0,,,,,1124.0,7870.0,1884.0,13188.0,706.0,4943.0,3714.0,94501.0,,,,,946.0,7139.0,1585.0,11962.0,594.0,4484.0,3125.0,92267.0,1.4,19.3
8,8.0,8.0,11576.0,92608.0,,,,,1124.0,8995.0,1884.0,15072.0,706.0,5649.0,3714.0,98216.0,,,,,923.0,8062.0,1546.0,13509.0,580.0,5063.0,3049.0,95316.0,1.4,20.7
9,9.0,9.0,11576.0,104184.0,,,,,1124.0,10119.0,1884.0,16956.0,706.0,6355.0,3714.0,101930.0,,,,,900.0,8962.0,1509.0,15017.0,565.0,5629.0,2974.0,98290.0,1.4,22.1
10,10.0,10.0,11576.0,115760.0,,,,,1124.0,11243.0,1884.0,18840.0,706.0,7061.0,3714.0,105645.0,,,,,878.0,9840.0,1472.0,16489.0,552.0,6180.0,2902.0,101192.0,1.4,23.4
11,11.0,11.0,11576.0,127336.0,,,,,1124.0,12368.0,1884.0,20724.0,706.0,7767.0,3714.0,109359.0,,,,,857.0,10697.0,1436.0,17925.0,538.0,6718.0,2831.0,104023.0,1.4,24.8
12,12.0,12.0,11576.0,138912.0,,,,,1124.0,13492.0,1884.0,22608.0,706.0,8474.0,3714.0,113073.0,,,,,836.0,11533.0,1401.0,19326.0,525.0,7243.0,2762.0,106785.0,1.4,26.1
13,13.0,13.0,11576.0,150488.0,,,,,1124.0,14616.0,1884.0,24492.0,706.0,9180.0,3714.0,116788.0,,,,,816.0,12349.0,1367.0,20692.0,512.0,7756.0,2695.0,109479.0,1.4,27.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,157.0,14774.0,264.0,24756.0,99.0,9279.0,520.0,117308.0,,,,,114.0,12462.0,191.0,20883.0,71.0,7827.0,376.0,109855.0,0.2,27.7
post-use,13.14,14.454000000000002,0.0,152108.64,0,76000,0,-7500,0.0,14774.0,0.0,24756.0,0.0,9279.0,0.0,117308.0,0,76000,0.0,-7317.0,0.0,12462.0,0.0,20883.0,0.0,7827.0,0.0,109855.0,0.0,27.7
