period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,617.0,617.0,1884.0,1884.0,713.0,713.0,-4286.0,67714.0,,,-7317.0,-7317.0,602.0,602.0,1838.0,1838.0,696.0,696.0,-4182.0,67818.0,0.6,10.4
2,2.0,2.0,11687.0,23374.0,,,,,617.0,1234.0,1884.0,3768.0,713.0,1426.0,3214.0,70928.0,,,,,587.0,1189.0,1793.0,3631.0,679.0,1374.0,3059.0,70877.0,0.6,11.0
3,3.0,3.0,11687.0,35061.0,,,,,617.0,1851.0,1884.0,5652.0,713.0,2139.0,3214.0,74141.0,,,,,573.0,1762.0,1749.0,5381.0,662.0,2036.0,2984.0,73862.0,0.6,11.6
4,4.0,4.0,11687.0,46748.0,,,,,617.0,2468.0,1884.0,7536.0,713.0,2852.0,3214.0,77355.0,,,,,559.0,2321.0,1707.0,7088.0,646.0,2682.0,2912.0,76773.0,0.6,12.2
5,5.0,5.0,11687.0,58435.0,,,,,617.0,3085.0,1884.0,9420.0,713.0,3565.0,3214.0,80569.0,,,,,545.0,2866.0,1665.0,8753.0,630.0,3312.0,2841.0,79614.0,0.6,12.8
6,6.0,6.0,11687.0,70122.0,,,,,617.0,3701.0,1884.0,11304.0,713.0,4277.0,3214.0,83783.0,,,,,532.0,3398.0,1625.0,10377.0,615.0,3927.0,2771.0,82385.0,0.6,13.4
7,7.0,7.0,11687.0,81809.0,,,,,617.0,4318.0,1884.0,13188.0,713.0,4990.0,3214.0,86997.0,,,,,519.0,3917.0,1585.0,11962.0,600.0,4527.0,2704.0,85089.0,0.6,13.9
8,8.0,8.0,11687.0,93496.0,,,,,617.0,4935.0,1884.0,15072.0,713.0,5703.0,3214.0,90210.0,,,,,506.0,4423.0,1546.0,13509.0,585.0,5112.0,2638.0,87726.0,0.6,14.5
9,9.0,9.0,11687.0,105183.0,,,,,617.0,5552.0,1884.0,16956.0,713.0,6416.0,3214.0,93424.0,,,,,494.0,4917.0,1509.0,15017.0,571.0,5682.0,2573.0,90300.0,0.6,15.1
10,10.0,10.0,11687.0,116870.0,,,,,617.0,6169.0,1884.0,18840.0,713.0,7129.0,3214.0,96638.0,,,,,482.0,5399.0,1472.0,16489.0,557.0,6239.0,2511.0,92810.0,0.6,15.7
11,11.0,11.0,11687.0,128557.0,,,,,617.0,6786.0,1884.0,20724.0,713.0,7842.0,3214.0,99852.0,,,,,470.0,5869.0,1436.0,17925.0,543.0,6783.0,2449.0,95260.0,0.6,16.3
12,12.0,12.0,11687.0,140244.0,,,,,617.0,7403.0,1884.0,22608.0,713.0,8555.0,3214.0,103066.0,,,,,459.0,6328.0,1401.0,19326.0,530.0,7313.0,2390.0,97649.0,0.6,16.9
13,13.0,13.0,11687.0,151931.0,,,,,617.0,8020.0,1884.0,24492.0,713.0,9268.0,3214.0,106280.0,,,,,448.0,6776.0,1367.0,20692.0,517.0,7830.0,2331.0,99981.0,0.6,17.5
14,14.0,14.0,11687.0,163618.0,,,,,617.0,8637.0,1884.0,26376.0,713.0,9981.0,3214.0,109493.0,,,,,437.0,7212.0,1333.0,22026.0,505.0,8335.0,2275.0,102255.0,0.6,18.1
15,15.0,15.0,11687.0,175305.0,,,,,617.0,9254.0,1884.0,28260.0,713.0,10694.0,3214.0,112707.0,,,,,426.0,7638.0,1301.0,23327.0,492.0,8827.0,2219.0,104474.0,0.6,18.7
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,247.0,9500.0,754.0,29014.0,285.0,10979.0,1286.0,113993.0,,,,,169.0,7807.0,515.0,23842.0,195.0,9022.0,879.0,105353.0,0.2,18.9
post-use,15.4,16.94,0.0,179979.80000000002,0,72000,0,-7500,0.0,9500.0,0.0,29014.0,0.0,10979.0,0.0,113993.0,0,72000,0.0,-7317.0,0.0,7807.0,0.0,23842.0,0.0,9022.0,0.0,105353.0,0.0,18.9
