period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1999.0,1999.0,1788.0,1788.0,1180.0,1180.0,4968.0,78888.0,,,,,1950.0,1950.0,1744.0,1744.0,1152.0,1152.0,4846.0,78766.0,4.3,9.8
2,2.0,2.0,11687.0,23374.0,,,,,1999.0,3998.0,1788.0,3576.0,1180.0,2361.0,4968.0,83855.0,,,,,1903.0,3853.0,1702.0,3446.0,1124.0,2275.0,4728.0,83495.0,4.3,14.1
3,3.0,3.0,11687.0,35061.0,,,,,1999.0,5998.0,1788.0,5364.0,1180.0,3541.0,4968.0,88823.0,,,,,1856.0,5710.0,1660.0,5107.0,1096.0,3371.0,4613.0,88108.0,4.3,18.4
4,4.0,4.0,11687.0,46748.0,,,,,1999.0,7997.0,1788.0,7152.0,1180.0,4722.0,4968.0,93790.0,,,,,1811.0,7521.0,1620.0,6726.0,1069.0,4441.0,4500.0,92608.0,4.3,22.7
5,5.0,5.0,11687.0,58435.0,,,,,1999.0,9996.0,1788.0,8940.0,1180.0,5902.0,4968.0,98758.0,,,,,1767.0,9288.0,1580.0,8307.0,1043.0,5484.0,4391.0,96999.0,4.3,27.1
6,6.0,6.0,11687.0,70122.0,,,,,1999.0,11995.0,1788.0,10728.0,1180.0,7082.0,4968.0,103726.0,,,,,1724.0,11012.0,1542.0,9849.0,1018.0,6502.0,4284.0,101282.0,4.3,31.4
7,7.0,7.0,11687.0,81809.0,,,,,1999.0,13994.0,1788.0,12516.0,1180.0,8263.0,4968.0,108693.0,,,,,1682.0,12694.0,1504.0,11353.0,993.0,7495.0,4179.0,105461.0,4.3,35.7
8,8.0,8.0,11687.0,93496.0,,,,,1999.0,15994.0,1788.0,14304.0,1180.0,9443.0,4968.0,113661.0,,,,,1641.0,14335.0,1467.0,12820.0,969.0,8464.0,4077.0,109538.0,4.3,40.0
9,9.0,9.0,11687.0,105183.0,,,,,1999.0,17993.0,1788.0,16092.0,1180.0,10623.0,4968.0,118628.0,,,,,1601.0,15935.0,1432.0,14252.0,945.0,9409.0,3978.0,113516.0,4.3,44.3
10,10.0,10.0,11687.0,116870.0,,,,,1999.0,19992.0,1788.0,17880.0,1180.0,11804.0,4968.0,123596.0,,,,,1562.0,17497.0,1397.0,15649.0,922.0,10331.0,3881.0,117397.0,4.3,48.7
11,11.0,11.0,11687.0,128557.0,,,,,1999.0,21991.0,1788.0,19668.0,1180.0,12984.0,4968.0,128564.0,,,,,1524.0,19021.0,1363.0,17011.0,900.0,11230.0,3786.0,121183.0,4.3,53.0
12,12.0,12.0,11687.0,140244.0,,,,,1999.0,23991.0,1788.0,21456.0,1180.0,14165.0,4968.0,133531.0,,,,,1487.0,20507.0,1329.0,18341.0,878.0,12108.0,3694.0,124876.0,4.3,57.3
13,13.0,13.0,11687.0,151931.0,,,,,1999.0,25990.0,1788.0,23244.0,1180.0,15345.0,4968.0,138499.0,,,,,1450.0,21958.0,1297.0,19638.0,856.0,12964.0,3604.0,128480.0,4.3,61.6
14,14.0,14.0,11687.0,163618.0,,,,,1999.0,27989.0,1788.0,25032.0,1180.0,16525.0,4968.0,143466.0,,,,,1415.0,23373.0,1265.0,20903.0,835.0,13800.0,3516.0,131996.0,4.3,65.9
15,15.0,15.0,11687.0,175305.0,,,,,1999.0,29988.0,1788.0,26820.0,1180.0,17706.0,4968.0,148434.0,,,,,1380.0,24753.0,1235.0,22138.0,815.0,14615.0,3430.0,135426.0,4.3,70.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,800.0,30788.0,715.0,27535.0,472.0,18178.0,1987.0,150421.0,,,,,547.0,25300.0,489.0,22627.0,323.0,14938.0,1358.0,136784.0,1.7,72.0
post-use,15.4,16.94,0.0,179979.80000000002,0,73920,0,0,0.0,30788.0,0.0,27535.0,0.0,18178.0,0.0,150421.0,0,73920,0,0,0.0,25300.0,0.0,22627.0,0.0,14938.0,0.0,136784.0,0.0,72.0
