period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2078.0,2078.0,1788.0,1788.0,1180.0,1180.0,5046.0,55152.0,,,,,2027.0,2027.0,1744.0,1744.0,1152.0,1152.0,4923.0,55029.0,3.9,9.4
2,2.0,2.0,11687.0,23374.0,,,,,2078.0,4155.0,1788.0,3576.0,1180.0,2361.0,5046.0,60198.0,,,,,1978.0,4005.0,1702.0,3446.0,1124.0,2275.0,4803.0,59832.0,3.9,13.3
3,3.0,3.0,11687.0,35061.0,,,,,2078.0,6233.0,1788.0,5364.0,1180.0,3541.0,5046.0,65244.0,,,,,1929.0,5934.0,1660.0,5107.0,1096.0,3371.0,4686.0,64518.0,3.9,17.3
4,4.0,4.0,11687.0,46748.0,,,,,2078.0,8311.0,1788.0,7152.0,1180.0,4722.0,5046.0,70291.0,,,,,1882.0,7816.0,1620.0,6726.0,1069.0,4441.0,4572.0,69089.0,3.9,21.2
5,5.0,5.0,11687.0,58435.0,,,,,2078.0,10389.0,1788.0,8940.0,1180.0,5902.0,5046.0,75337.0,,,,,1836.0,9653.0,1580.0,8307.0,1043.0,5484.0,4460.0,73549.0,3.9,25.1
6,6.0,6.0,11687.0,70122.0,,,,,2078.0,12466.0,1788.0,10728.0,1180.0,7082.0,5046.0,80383.0,,,,,1792.0,11444.0,1542.0,9849.0,1018.0,6502.0,4351.0,77901.0,3.9,29.0
7,7.0,7.0,11687.0,81809.0,,,,,2078.0,14544.0,1788.0,12516.0,1180.0,8263.0,5046.0,85429.0,,,,,1748.0,13192.0,1504.0,11353.0,993.0,7495.0,4245.0,82146.0,3.9,33.0
8,8.0,8.0,11687.0,93496.0,,,,,2078.0,16622.0,1788.0,14304.0,1180.0,9443.0,5046.0,90475.0,,,,,1705.0,14898.0,1467.0,12820.0,969.0,8464.0,4142.0,86287.0,3.9,36.9
9,9.0,9.0,11687.0,105183.0,,,,,2078.0,18700.0,1788.0,16092.0,1180.0,10623.0,5046.0,95521.0,,,,,1664.0,16561.0,1432.0,14252.0,945.0,9409.0,4041.0,90328.0,3.9,40.8
10,10.0,10.0,11687.0,116870.0,,,,,2078.0,20777.0,1788.0,17880.0,1180.0,11804.0,5046.0,100567.0,,,,,1623.0,18185.0,1397.0,15649.0,922.0,10331.0,3942.0,94270.0,3.9,44.8
11,11.0,11.0,11687.0,128557.0,,,,,2078.0,22855.0,1788.0,19668.0,1180.0,12984.0,5046.0,105613.0,,,,,1584.0,19768.0,1363.0,17011.0,900.0,11230.0,3846.0,98116.0,3.9,48.7
12,12.0,12.0,11687.0,140244.0,,,,,2078.0,24933.0,1788.0,21456.0,1180.0,14165.0,5046.0,110660.0,,,,,1545.0,21313.0,1329.0,18341.0,878.0,12108.0,3752.0,101868.0,3.9,52.6
13,13.0,13.0,11687.0,151931.0,,,,,2078.0,27011.0,1788.0,23244.0,1180.0,15345.0,5046.0,115706.0,,,,,1507.0,22820.0,1297.0,19638.0,856.0,12964.0,3661.0,105529.0,3.9,56.5
14,14.0,14.0,11687.0,163618.0,,,,,2078.0,29088.0,1788.0,25032.0,1180.0,16525.0,5046.0,120752.0,,,,,1470.0,24291.0,1265.0,20903.0,835.0,13800.0,3571.0,109100.0,3.9,60.5
15,15.0,15.0,11687.0,175305.0,,,,,2078.0,31166.0,1788.0,26820.0,1180.0,17706.0,5046.0,125798.0,,,,,1435.0,25725.0,1235.0,22138.0,815.0,14615.0,3484.0,112584.0,3.9,64.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,831.0,31997.0,715.0,27535.0,472.0,18178.0,2018.0,127816.0,,,,,568.0,26294.0,489.0,22627.0,323.0,14938.0,1380.0,113964.0,1.6,66.0
post-use,15.4,16.94,0.0,179979.80000000002,0,50106,0,0,0.0,31997.0,0.0,27535.0,0.0,18178.0,0.0,127816.0,0,50106,0,0,0.0,26294.0,0.0,22627.0,0.0,14938.0,0.0,113964.0,0.0,66.0
