period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,809.0,809.0,1884.0,1884.0,706.0,706.0,-4101.0,55899.0,,,-7317.0,-7317.0,790.0,790.0,1838.0,1838.0,689.0,689.0,-4001.0,55999.0,0.9,10.7
2,2.0,2.0,11576.0,23152.0,,,,,809.0,1619.0,1884.0,3768.0,706.0,1412.0,3399.0,59299.0,,,,,770.0,1560.0,1793.0,3631.0,672.0,1361.0,3236.0,59235.0,0.9,11.7
3,3.0,3.0,11576.0,34728.0,,,,,809.0,2428.0,1884.0,5652.0,706.0,2118.0,3399.0,62698.0,,,,,752.0,2311.0,1749.0,5381.0,656.0,2017.0,3157.0,62392.0,0.9,12.6
4,4.0,4.0,11576.0,46304.0,,,,,809.0,3237.0,1884.0,7536.0,706.0,2825.0,3399.0,66098.0,,,,,733.0,3045.0,1707.0,7088.0,640.0,2656.0,3080.0,65471.0,0.9,13.5
5,5.0,5.0,11576.0,57880.0,,,,,809.0,4046.0,1884.0,9420.0,706.0,3531.0,3399.0,69497.0,,,,,715.0,3760.0,1665.0,8753.0,624.0,3281.0,3005.0,68476.0,0.9,14.4
6,6.0,6.0,11576.0,69456.0,,,,,809.0,4856.0,1884.0,11304.0,706.0,4237.0,3399.0,72897.0,,,,,698.0,4458.0,1625.0,10377.0,609.0,3889.0,2931.0,71407.0,0.9,15.3
7,7.0,7.0,11576.0,81032.0,,,,,809.0,5665.0,1884.0,13188.0,706.0,4943.0,3399.0,76296.0,,,,,681.0,5138.0,1585.0,11962.0,594.0,4484.0,2860.0,74267.0,0.9,16.3
8,8.0,8.0,11576.0,92608.0,,,,,809.0,6474.0,1884.0,15072.0,706.0,5649.0,3399.0,79695.0,,,,,664.0,5803.0,1546.0,13509.0,580.0,5063.0,2790.0,77057.0,0.9,17.2
9,9.0,9.0,11576.0,104184.0,,,,,809.0,7284.0,1884.0,16956.0,706.0,6355.0,3399.0,83095.0,,,,,648.0,6451.0,1509.0,15017.0,565.0,5629.0,2722.0,79779.0,0.9,18.1
10,10.0,10.0,11576.0,115760.0,,,,,809.0,8093.0,1884.0,18840.0,706.0,7061.0,3399.0,86494.0,,,,,632.0,7083.0,1472.0,16489.0,552.0,6180.0,2656.0,82435.0,0.9,19.0
11,11.0,11.0,11576.0,127336.0,,,,,809.0,8902.0,1884.0,20724.0,706.0,7767.0,3399.0,89894.0,,,,,617.0,7700.0,1436.0,17925.0,538.0,6718.0,2591.0,85026.0,0.9,19.9
12,12.0,12.0,11576.0,138912.0,,,,,809.0,9711.0,1884.0,22608.0,706.0,8474.0,3399.0,93293.0,,,,,602.0,8301.0,1401.0,19326.0,525.0,7243.0,2528.0,87553.0,0.9,20.9
13,13.0,13.0,11576.0,150488.0,,,,,809.0,10521.0,1884.0,24492.0,706.0,9180.0,3399.0,96692.0,,,,,587.0,8889.0,1367.0,20692.0,512.0,7756.0,2466.0,90019.0,0.9,21.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,113.0,10634.0,264.0,24756.0,99.0,9279.0,476.0,97168.0,,,,,82.0,8970.0,191.0,20883.0,71.0,7827.0,344.0,90363.0,0.1,21.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,60000,0,-7500,0.0,10634.0,0.0,24756.0,0.0,9279.0,0.0,97168.0,0,60000,0.0,-7317.0,0.0,8970.0,0.0,20883.0,0.0,7827.0,0.0,90363.0,0.0,21.9
