period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,590.0,590.0,1884.0,1884.0,713.0,713.0,-4313.0,64817.0,,,-7317.0,-7317.0,576.0,576.0,1838.0,1838.0,696.0,696.0,-4207.0,64923.0,4.8,14.6
2,2.0,2.0,11687.0,23374.0,,,,,590.0,1181.0,1884.0,3768.0,713.0,1426.0,3187.0,68005.0,,,,,562.0,1138.0,1793.0,3631.0,679.0,1374.0,3034.0,67956.0,4.8,19.3
3,3.0,3.0,11687.0,35061.0,,,,,590.0,1771.0,1884.0,5652.0,713.0,2139.0,3187.0,71192.0,,,,,548.0,1686.0,1749.0,5381.0,662.0,2036.0,2960.0,70916.0,4.8,24.1
4,4.0,4.0,11687.0,46748.0,,,,,590.0,2362.0,1884.0,7536.0,713.0,2852.0,3187.0,74380.0,,,,,535.0,2221.0,1707.0,7088.0,646.0,2682.0,2888.0,73804.0,4.8,28.8
5,5.0,5.0,11687.0,58435.0,,,,,590.0,2952.0,1884.0,9420.0,713.0,3565.0,3187.0,77567.0,,,,,522.0,2743.0,1665.0,8753.0,630.0,3312.0,2817.0,76621.0,4.8,33.6
6,6.0,6.0,11687.0,70122.0,,,,,590.0,3543.0,1884.0,11304.0,713.0,4277.0,3187.0,80754.0,,,,,509.0,3252.0,1625.0,10377.0,615.0,3927.0,2748.0,79369.0,4.8,38.4
7,7.0,7.0,11687.0,81809.0,,,,,590.0,4133.0,1884.0,13188.0,713.0,4990.0,3187.0,83942.0,,,,,497.0,3749.0,1585.0,11962.0,600.0,4527.0,2681.0,82051.0,4.8,43.1
8,8.0,8.0,11687.0,93496.0,,,,,590.0,4724.0,1884.0,15072.0,713.0,5703.0,3187.0,87129.0,,,,,485.0,4234.0,1546.0,13509.0,585.0,5112.0,2616.0,84667.0,4.8,47.9
9,9.0,9.0,11687.0,105183.0,,,,,590.0,5314.0,1884.0,16956.0,713.0,6416.0,3187.0,90317.0,,,,,473.0,4707.0,1509.0,15017.0,571.0,5682.0,2552.0,87219.0,4.8,52.6
10,10.0,10.0,11687.0,116870.0,,,,,590.0,5905.0,1884.0,18840.0,713.0,7129.0,3187.0,93504.0,,,,,461.0,5168.0,1472.0,16489.0,557.0,6239.0,2490.0,89709.0,4.8,57.4
11,11.0,11.0,11687.0,128557.0,,,,,590.0,6495.0,1884.0,20724.0,713.0,7842.0,3187.0,96691.0,,,,,450.0,5618.0,1436.0,17925.0,543.0,6783.0,2429.0,92138.0,4.8,62.1
12,12.0,12.0,11687.0,140244.0,,,,,590.0,7086.0,1884.0,22608.0,713.0,8555.0,3187.0,99879.0,,,,,439.0,6057.0,1401.0,19326.0,530.0,7313.0,2370.0,94508.0,4.8,66.9
13,13.0,13.0,11687.0,151931.0,,,,,590.0,7676.0,1884.0,24492.0,713.0,9268.0,3187.0,103066.0,,,,,428.0,6485.0,1367.0,20692.0,517.0,7830.0,2312.0,96821.0,4.8,71.6
14,14.0,14.0,11687.0,163618.0,,,,,590.0,8267.0,1884.0,26376.0,713.0,9981.0,3187.0,106254.0,,,,,418.0,6903.0,1333.0,22026.0,505.0,8335.0,2256.0,99076.0,4.8,76.4
15,15.0,15.0,11687.0,175305.0,,,,,590.0,8857.0,1884.0,28260.0,713.0,10694.0,3187.0,109441.0,,,,,408.0,7311.0,1301.0,23327.0,492.0,8827.0,2201.0,101277.0,4.8,81.2
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,236.0,9094.0,754.0,29014.0,285.0,10979.0,1275.0,110716.0,,,,,161.0,7473.0,515.0,23842.0,195.0,9022.0,872.0,102149.0,1.9,83.1
post-use,15.4,16.94,0.0,179979.80000000002,0,69130,0,-7500,0.0,9094.0,0.0,29014.0,0.0,10979.0,0.0,110716.0,0,69130,0.0,-7317.0,0.0,7473.0,0.0,23842.0,0.0,9022.0,0.0,102149.0,0.0,83.1
