period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,514.0,514.0,1884.0,1884.0,713.0,713.0,-4389.0,55611.0,,,-7317.0,-7317.0,502.0,502.0,1838.0,1838.0,696.0,696.0,-4282.0,55718.0,0.5,10.3
2,2.0,2.0,11687.0,23374.0,,,,,514.0,1028.0,1884.0,3768.0,713.0,1426.0,3111.0,58722.0,,,,,489.0,991.0,1793.0,3631.0,679.0,1374.0,2961.0,58679.0,0.5,10.8
3,3.0,3.0,11687.0,35061.0,,,,,514.0,1542.0,1884.0,5652.0,713.0,2139.0,3111.0,61833.0,,,,,477.0,1468.0,1749.0,5381.0,662.0,2036.0,2889.0,61568.0,0.5,11.3
4,4.0,4.0,11687.0,46748.0,,,,,514.0,2056.0,1884.0,7536.0,713.0,2852.0,3111.0,64944.0,,,,,466.0,1934.0,1707.0,7088.0,646.0,2682.0,2818.0,64386.0,0.5,11.8
5,5.0,5.0,11687.0,58435.0,,,,,514.0,2570.0,1884.0,9420.0,713.0,3565.0,3111.0,68055.0,,,,,454.0,2388.0,1665.0,8753.0,630.0,3312.0,2750.0,67136.0,0.5,12.3
6,6.0,6.0,11687.0,70122.0,,,,,514.0,3085.0,1884.0,11304.0,713.0,4277.0,3111.0,71166.0,,,,,443.0,2832.0,1625.0,10377.0,615.0,3927.0,2683.0,69819.0,0.5,12.8
7,7.0,7.0,11687.0,81809.0,,,,,514.0,3599.0,1884.0,13188.0,713.0,4990.0,3111.0,74277.0,,,,,432.0,3264.0,1585.0,11962.0,600.0,4527.0,2617.0,72436.0,0.5,13.3
8,8.0,8.0,11687.0,93496.0,,,,,514.0,4113.0,1884.0,15072.0,713.0,5703.0,3111.0,77388.0,,,,,422.0,3686.0,1546.0,13509.0,585.0,5112.0,2553.0,74989.0,0.5,13.7
9,9.0,9.0,11687.0,105183.0,,,,,514.0,4627.0,1884.0,16956.0,713.0,6416.0,3111.0,80499.0,,,,,412.0,4098.0,1509.0,15017.0,571.0,5682.0,2491.0,77480.0,0.5,14.2
10,10.0,10.0,11687.0,116870.0,,,,,514.0,5141.0,1884.0,18840.0,713.0,7129.0,3111.0,83610.0,,,,,402.0,4499.0,1472.0,16489.0,557.0,6239.0,2430.0,79911.0,0.5,14.7
11,11.0,11.0,11687.0,128557.0,,,,,514.0,5655.0,1884.0,20724.0,713.0,7842.0,3111.0,86721.0,,,,,392.0,4891.0,1436.0,17925.0,543.0,6783.0,2371.0,82282.0,0.5,15.2
12,12.0,12.0,11687.0,140244.0,,,,,514.0,6169.0,1884.0,22608.0,713.0,8555.0,3111.0,89832.0,,,,,382.0,5273.0,1401.0,19326.0,530.0,7313.0,2313.0,84595.0,0.5,15.7
13,13.0,13.0,11687.0,151931.0,,,,,514.0,6683.0,1884.0,24492.0,713.0,9268.0,3111.0,92943.0,,,,,373.0,5646.0,1367.0,20692.0,517.0,7830.0,2257.0,86852.0,0.5,16.2
14,14.0,14.0,11687.0,163618.0,,,,,514.0,7197.0,1884.0,26376.0,713.0,9981.0,3111.0,96054.0,,,,,364.0,6010.0,1333.0,22026.0,505.0,8335.0,2202.0,89053.0,0.5,16.7
15,15.0,15.0,11687.0,175305.0,,,,,514.0,7711.0,1884.0,28260.0,713.0,10694.0,3111.0,99165.0,,,,,355.0,6365.0,1301.0,23327.0,492.0,8827.0,2148.0,91201.0,0.5,17.2
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,206.0,7917.0,754.0,29014.0,285.0,10979.0,1244.0,100409.0,,,,,141.0,6506.0,515.0,23842.0,195.0,9022.0,851.0,92052.0,0.2,17.4
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,7917.0,0.0,29014.0,0.0,10979.0,0.0,100409.0,0,60000,0.0,-7317.0,0.0,6506.0,0.0,23842.0,0.0,9022.0,0.0,92052.0,0.0,17.4
