period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1700.0,1700.0,1788.0,1788.0,1169.0,1169.0,4657.0,47112.0,,,,,1658.0,1658.0,1744.0,1744.0,1141.0,1141.0,4543.0,46998.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1700.0,3400.0,1788.0,3576.0,1169.0,2338.0,4657.0,51769.0,,,,,1618.0,3276.0,1702.0,3446.0,1113.0,2253.0,4433.0,51431.0,3.2,11.8
3,3.0,3.0,11576.0,34728.0,,,,,1700.0,5100.0,1788.0,5364.0,1169.0,3508.0,4657.0,56426.0,,,,,1578.0,4855.0,1660.0,5107.0,1086.0,3339.0,4325.0,55755.0,3.2,15.0
4,4.0,4.0,11576.0,46304.0,,,,,1700.0,6799.0,1788.0,7152.0,1169.0,4677.0,4657.0,61083.0,,,,,1540.0,6395.0,1620.0,6726.0,1059.0,4398.0,4219.0,59974.0,3.2,18.2
5,5.0,5.0,11576.0,57880.0,,,,,1700.0,8499.0,1788.0,8940.0,1169.0,5846.0,4657.0,65740.0,,,,,1502.0,7897.0,1580.0,8307.0,1033.0,5432.0,4116.0,64090.0,3.2,21.4
6,6.0,6.0,11576.0,69456.0,,,,,1700.0,10199.0,1788.0,10728.0,1169.0,7015.0,4657.0,70397.0,,,,,1466.0,9363.0,1542.0,9849.0,1008.0,6440.0,4016.0,68106.0,3.2,24.6
7,7.0,7.0,11576.0,81032.0,,,,,1700.0,11899.0,1788.0,12516.0,1169.0,8184.0,4657.0,75054.0,,,,,1430.0,10793.0,1504.0,11353.0,984.0,7424.0,3918.0,72024.0,3.2,27.7
8,8.0,8.0,11576.0,92608.0,,,,,1700.0,13599.0,1788.0,14304.0,1169.0,9353.0,4657.0,79711.0,,,,,1395.0,12188.0,1467.0,12820.0,960.0,8383.0,3822.0,75846.0,3.2,30.9
9,9.0,9.0,11576.0,104184.0,,,,,1700.0,15299.0,1788.0,16092.0,1169.0,10523.0,4657.0,84368.0,,,,,1361.0,13549.0,1432.0,14252.0,936.0,9319.0,3729.0,79575.0,3.2,34.1
10,10.0,10.0,11576.0,115760.0,,,,,1700.0,16998.0,1788.0,17880.0,1169.0,11692.0,4657.0,89025.0,,,,,1328.0,14877.0,1397.0,15649.0,913.0,10233.0,3638.0,83213.0,3.2,37.3
11,11.0,11.0,11576.0,127336.0,,,,,1700.0,18698.0,1788.0,19668.0,1169.0,12861.0,4657.0,93682.0,,,,,1296.0,16173.0,1363.0,17011.0,891.0,11124.0,3549.0,86762.0,3.2,40.5
12,12.0,12.0,11576.0,138912.0,,,,,1700.0,20398.0,1788.0,21456.0,1169.0,14030.0,4657.0,98339.0,,,,,1264.0,17437.0,1329.0,18341.0,869.0,11993.0,3463.0,90225.0,3.2,43.6
13,13.0,13.0,11576.0,150488.0,,,,,1700.0,22098.0,1788.0,23244.0,1169.0,15199.0,4657.0,102996.0,,,,,1233.0,18670.0,1297.0,19638.0,848.0,12841.0,3378.0,93603.0,3.2,46.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,238.0,22336.0,250.0,23494.0,164.0,15363.0,652.0,103648.0,,,,,172.0,18842.0,181.0,19819.0,118.0,12960.0,471.0,94075.0,0.4,47.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,42454.0,0,0,0.0,22336.0,0.0,23494.0,0.0,15363.0,0.0,103648.0,0.0,42454.0,0,0,0.0,18842.0,0.0,19819.0,0.0,12960.0,0.0,94075.0,0.0,47.3
