period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2798.0,2798.0,1788.0,1788.0,1180.0,1180.0,5766.0,68511.0,,,,,2730.0,2730.0,1744.0,1744.0,1152.0,1152.0,5626.0,68370.0,4.6,10.1
2,2.0,2.0,11687.0,23374.0,,,,,2798.0,5596.0,1788.0,3576.0,1180.0,2361.0,5766.0,74277.0,,,,,2663.0,5393.0,1702.0,3446.0,1124.0,2275.0,5488.0,73858.0,4.6,14.7
3,3.0,3.0,11687.0,35061.0,,,,,2798.0,8394.0,1788.0,5364.0,1180.0,3541.0,5766.0,80043.0,,,,,2598.0,7991.0,1660.0,5107.0,1096.0,3371.0,5355.0,79213.0,4.6,19.3
4,4.0,4.0,11687.0,46748.0,,,,,2798.0,11192.0,1788.0,7152.0,1180.0,4722.0,5766.0,85809.0,,,,,2535.0,10526.0,1620.0,6726.0,1069.0,4441.0,5224.0,84437.0,4.6,23.9
5,5.0,5.0,11687.0,58435.0,,,,,2798.0,13989.0,1788.0,8940.0,1180.0,5902.0,5766.0,91576.0,,,,,2473.0,12999.0,1580.0,8307.0,1043.0,5484.0,5097.0,89533.0,4.6,28.5
6,6.0,6.0,11687.0,70122.0,,,,,2798.0,16787.0,1788.0,10728.0,1180.0,7082.0,5766.0,97342.0,,,,,2413.0,15411.0,1542.0,9849.0,1018.0,6502.0,4972.0,94506.0,4.6,33.1
7,7.0,7.0,11687.0,81809.0,,,,,2798.0,19585.0,1788.0,12516.0,1180.0,8263.0,5766.0,103108.0,,,,,2354.0,17765.0,1504.0,11353.0,993.0,7495.0,4851.0,99357.0,4.6,37.7
8,8.0,8.0,11687.0,93496.0,,,,,2798.0,22383.0,1788.0,14304.0,1180.0,9443.0,5766.0,108875.0,,,,,2296.0,20061.0,1467.0,12820.0,969.0,8464.0,4733.0,104089.0,4.6,42.3
9,9.0,9.0,11687.0,105183.0,,,,,2798.0,25181.0,1788.0,16092.0,1180.0,10623.0,5766.0,114641.0,,,,,2240.0,22302.0,1432.0,14252.0,945.0,9409.0,4617.0,108707.0,4.6,46.9
10,10.0,10.0,11687.0,116870.0,,,,,2798.0,27979.0,1788.0,17880.0,1180.0,11804.0,5766.0,120407.0,,,,,2186.0,24487.0,1397.0,15649.0,922.0,10331.0,4505.0,113211.0,4.6,51.5
11,11.0,11.0,11687.0,128557.0,,,,,2798.0,30777.0,1788.0,19668.0,1180.0,12984.0,5766.0,126173.0,,,,,2132.0,26620.0,1363.0,17011.0,900.0,11230.0,4395.0,117606.0,4.6,56.1
12,12.0,12.0,11687.0,140244.0,,,,,2798.0,33575.0,1788.0,21456.0,1180.0,14165.0,5766.0,131940.0,,,,,2080.0,28700.0,1329.0,18341.0,878.0,12108.0,4288.0,121893.0,4.6,60.7
13,13.0,13.0,11687.0,151931.0,,,,,2798.0,36373.0,1788.0,23244.0,1180.0,15345.0,5766.0,137706.0,,,,,2030.0,30730.0,1297.0,19638.0,856.0,12964.0,4183.0,126076.0,4.6,65.3
14,14.0,14.0,11687.0,163618.0,,,,,2798.0,39170.0,1788.0,25032.0,1180.0,16525.0,5766.0,143472.0,,,,,1980.0,32710.0,1265.0,20903.0,835.0,13800.0,4081.0,130157.0,4.6,69.9
15,15.0,15.0,11687.0,175305.0,,,,,2798.0,41968.0,1788.0,26820.0,1180.0,17706.0,5766.0,149238.0,,,,,1932.0,34642.0,1235.0,22138.0,815.0,14615.0,3981.0,134139.0,4.6,74.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,1119.0,43087.0,715.0,27535.0,472.0,18178.0,2307.0,151545.0,,,,,765.0,35407.0,489.0,22627.0,323.0,14938.0,1577.0,135716.0,1.8,76.3
post-use,15.4,16.94,0.0,179979.80000000002,0.0,62744.0,0,0,0.0,43087.0,0.0,27535.0,0.0,18178.0,0.0,151545.0,0.0,62744.0,0,0,0.0,35407.0,0.0,22627.0,0.0,14938.0,0.0,135716.0,0.0,76.3
