period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1336.0,1336.0,1788.0,1788.0,1169.0,1169.0,4293.0,56230.0,,,,,1303.0,1303.0,1744.0,1744.0,1141.0,1141.0,4188.0,56125.0,3.3,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1336.0,2672.0,1788.0,3576.0,1169.0,2338.0,4293.0,60523.0,,,,,1272.0,2575.0,1702.0,3446.0,1113.0,2253.0,4086.0,60211.0,3.3,12.0
3,3.0,3.0,11576.0,34728.0,,,,,1336.0,4008.0,1788.0,5364.0,1169.0,3508.0,4293.0,64816.0,,,,,1241.0,3815.0,1660.0,5107.0,1086.0,3339.0,3987.0,64198.0,3.3,15.3
4,4.0,4.0,11576.0,46304.0,,,,,1336.0,5344.0,1788.0,7152.0,1169.0,4677.0,4293.0,69109.0,,,,,1210.0,5026.0,1620.0,6726.0,1059.0,4398.0,3889.0,68087.0,3.3,18.5
5,5.0,5.0,11576.0,57880.0,,,,,1336.0,6680.0,1788.0,8940.0,1169.0,5846.0,4293.0,73402.0,,,,,1181.0,6207.0,1580.0,8307.0,1033.0,5432.0,3794.0,71882.0,3.3,21.8
6,6.0,6.0,11576.0,69456.0,,,,,1336.0,8016.0,1788.0,10728.0,1169.0,7015.0,4293.0,77695.0,,,,,1152.0,7359.0,1542.0,9849.0,1008.0,6440.0,3702.0,75584.0,3.3,25.0
7,7.0,7.0,11576.0,81032.0,,,,,1336.0,9352.0,1788.0,12516.0,1169.0,8184.0,4293.0,81988.0,,,,,1124.0,8482.0,1504.0,11353.0,984.0,7424.0,3612.0,79195.0,3.3,28.3
8,8.0,8.0,11576.0,92608.0,,,,,1336.0,10688.0,1788.0,14304.0,1169.0,9353.0,4293.0,86281.0,,,,,1096.0,9579.0,1467.0,12820.0,960.0,8383.0,3524.0,82719.0,3.3,31.6
9,9.0,9.0,11576.0,104184.0,,,,,1336.0,12023.0,1788.0,16092.0,1169.0,10523.0,4293.0,90575.0,,,,,1070.0,10649.0,1432.0,14252.0,936.0,9319.0,3438.0,86156.0,3.3,34.8
10,10.0,10.0,11576.0,115760.0,,,,,1336.0,13359.0,1788.0,17880.0,1169.0,11692.0,4293.0,94868.0,,,,,1044.0,11692.0,1397.0,15649.0,913.0,10233.0,3354.0,89510.0,3.3,38.1
11,11.0,11.0,11576.0,127336.0,,,,,1336.0,14695.0,1788.0,19668.0,1169.0,12861.0,4293.0,99161.0,,,,,1018.0,12710.0,1363.0,17011.0,891.0,11124.0,3272.0,92782.0,3.3,41.3
12,12.0,12.0,11576.0,138912.0,,,,,1336.0,16031.0,1788.0,21456.0,1169.0,14030.0,4293.0,103454.0,,,,,993.0,13704.0,1329.0,18341.0,869.0,11993.0,3192.0,95974.0,3.3,44.6
13,13.0,13.0,11576.0,150488.0,,,,,1336.0,17367.0,1788.0,23244.0,1169.0,15199.0,4293.0,107747.0,,,,,969.0,14673.0,1297.0,19638.0,848.0,12841.0,3114.0,99089.0,3.3,47.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,187.0,17554.0,250.0,23494.0,164.0,15363.0,601.0,108348.0,,,,,135.0,14808.0,181.0,19819.0,118.0,12960.0,434.0,99523.0,0.5,48.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,51936.0,0,0,0.0,17554.0,0.0,23494.0,0.0,15363.0,0.0,108348.0,0.0,51936.0,0,0,0.0,14808.0,0.0,19819.0,0.0,12960.0,0.0,99523.0,0.0,48.3
