period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,380.0,380.0,1884.0,1884.0,706.0,706.0,-4530.0,24470.0,,,-7317.0,-7317.0,371.0,371.0,1838.0,1838.0,689.0,689.0,-4419.0,24581.0,1.5,11.3
2,2.0,2.0,11576.0,23152.0,,,,,380.0,760.0,1884.0,3768.0,706.0,1412.0,2970.0,27440.0,,,,,362.0,733.0,1793.0,3631.0,672.0,1361.0,2827.0,27408.0,1.5,12.7
3,3.0,3.0,11576.0,34728.0,,,,,380.0,1140.0,1884.0,5652.0,706.0,2118.0,2970.0,30411.0,,,,,353.0,1085.0,1749.0,5381.0,656.0,2017.0,2758.0,30166.0,1.5,14.2
4,4.0,4.0,11576.0,46304.0,,,,,380.0,1520.0,1884.0,7536.0,706.0,2825.0,2970.0,33381.0,,,,,344.0,1430.0,1707.0,7088.0,640.0,2656.0,2691.0,32857.0,1.5,15.7
5,5.0,5.0,11576.0,57880.0,,,,,380.0,1900.0,1884.0,9420.0,706.0,3531.0,2970.0,36351.0,,,,,336.0,1766.0,1665.0,8753.0,624.0,3281.0,2625.0,35482.0,1.5,17.1
6,6.0,6.0,11576.0,69456.0,,,,,380.0,2280.0,1884.0,11304.0,706.0,4237.0,2970.0,39321.0,,,,,328.0,2093.0,1625.0,10377.0,609.0,3889.0,2561.0,38043.0,1.5,18.6
7,7.0,7.0,11576.0,81032.0,,,,,380.0,2661.0,1884.0,13188.0,706.0,4943.0,2970.0,42291.0,,,,,320.0,2413.0,1585.0,11962.0,594.0,4484.0,2499.0,40542.0,1.5,20.0
8,8.0,8.0,11576.0,92608.0,,,,,380.0,3041.0,1884.0,15072.0,706.0,5649.0,2970.0,45262.0,,,,,312.0,2725.0,1546.0,13509.0,580.0,5063.0,2438.0,42980.0,1.5,21.5
9,9.0,9.0,11576.0,104184.0,,,,,380.0,3421.0,1884.0,16956.0,706.0,6355.0,2970.0,48232.0,,,,,304.0,3030.0,1509.0,15017.0,565.0,5629.0,2378.0,45358.0,1.5,23.0
10,10.0,10.0,11576.0,115760.0,,,,,380.0,3801.0,1884.0,18840.0,706.0,7061.0,2970.0,51202.0,,,,,297.0,3326.0,1472.0,16489.0,552.0,6180.0,2320.0,47678.0,1.5,24.4
11,11.0,11.0,11576.0,127336.0,,,,,380.0,4181.0,1884.0,20724.0,706.0,7767.0,2970.0,54172.0,,,,,290.0,3616.0,1436.0,17925.0,538.0,6718.0,2264.0,49942.0,1.5,25.9
12,12.0,12.0,11576.0,138912.0,,,,,380.0,4561.0,1884.0,22608.0,706.0,8474.0,2970.0,57143.0,,,,,283.0,3899.0,1401.0,19326.0,525.0,7243.0,2209.0,52151.0,1.5,27.3
13,13.0,13.0,11576.0,150488.0,,,,,380.0,4941.0,1884.0,24492.0,706.0,9180.0,2970.0,60113.0,,,,,276.0,4174.0,1367.0,20692.0,512.0,7756.0,2155.0,54305.0,1.5,28.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,53.0,4994.0,264.0,24756.0,99.0,9279.0,416.0,60529.0,,,,,38.0,4213.0,191.0,20883.0,71.0,7827.0,301.0,54606.0,0.2,29.0
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,4994.0,0.0,24756.0,0.0,9279.0,0.0,60529.0,0,29000,0.0,-7317.0,0.0,4213.0,0.0,20883.0,0.0,7827.0,0.0,54606.0,0.0,29.0
