period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1300.0,1300.0,1788.0,1788.0,1169.0,1169.0,4257.0,51452.0,,,,,1268.0,1268.0,1744.0,1744.0,1141.0,1141.0,4153.0,51349.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1300.0,2600.0,1788.0,3576.0,1169.0,2338.0,4257.0,55709.0,,,,,1237.0,2505.0,1702.0,3446.0,1113.0,2253.0,4052.0,55400.0,3.2,11.9
3,3.0,3.0,11576.0,34728.0,,,,,1300.0,3899.0,1788.0,5364.0,1169.0,3508.0,4257.0,59966.0,,,,,1207.0,3712.0,1660.0,5107.0,1086.0,3339.0,3953.0,59354.0,3.2,15.1
4,4.0,4.0,11576.0,46304.0,,,,,1300.0,5199.0,1788.0,7152.0,1169.0,4677.0,4257.0,64223.0,,,,,1178.0,4890.0,1620.0,6726.0,1059.0,4398.0,3857.0,63210.0,3.2,18.3
5,5.0,5.0,11576.0,57880.0,,,,,1300.0,6499.0,1788.0,8940.0,1169.0,5846.0,4257.0,68480.0,,,,,1149.0,6039.0,1580.0,8307.0,1033.0,5432.0,3763.0,66973.0,3.2,21.5
6,6.0,6.0,11576.0,69456.0,,,,,1300.0,7799.0,1788.0,10728.0,1169.0,7015.0,4257.0,72737.0,,,,,1121.0,7159.0,1542.0,9849.0,1008.0,6440.0,3671.0,70643.0,3.2,24.7
7,7.0,7.0,11576.0,81032.0,,,,,1300.0,9099.0,1788.0,12516.0,1169.0,8184.0,4257.0,76994.0,,,,,1093.0,8253.0,1504.0,11353.0,984.0,7424.0,3581.0,74225.0,3.2,27.9
8,8.0,8.0,11576.0,92608.0,,,,,1300.0,10398.0,1788.0,14304.0,1169.0,9353.0,4257.0,81251.0,,,,,1067.0,9320.0,1467.0,12820.0,960.0,8383.0,3494.0,77719.0,3.2,31.1
9,9.0,9.0,11576.0,104184.0,,,,,1300.0,11698.0,1788.0,16092.0,1169.0,10523.0,4257.0,85508.0,,,,,1041.0,10361.0,1432.0,14252.0,936.0,9319.0,3409.0,81127.0,3.2,34.3
10,10.0,10.0,11576.0,115760.0,,,,,1300.0,12998.0,1788.0,17880.0,1169.0,11692.0,4257.0,89765.0,,,,,1015.0,11376.0,1397.0,15649.0,913.0,10233.0,3326.0,84453.0,3.2,37.5
11,11.0,11.0,11576.0,127336.0,,,,,1300.0,14298.0,1788.0,19668.0,1169.0,12861.0,4257.0,94022.0,,,,,991.0,12367.0,1363.0,17011.0,891.0,11124.0,3244.0,87697.0,3.2,40.7
12,12.0,12.0,11576.0,138912.0,,,,,1300.0,15598.0,1788.0,21456.0,1169.0,14030.0,4257.0,98279.0,,,,,966.0,13333.0,1329.0,18341.0,869.0,11993.0,3165.0,90863.0,3.2,43.9
13,13.0,13.0,11576.0,150488.0,,,,,1300.0,16897.0,1788.0,23244.0,1169.0,15199.0,4257.0,102536.0,,,,,943.0,14276.0,1297.0,19638.0,848.0,12841.0,3088.0,93951.0,3.2,47.1
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,182.0,17079.0,250.0,23494.0,164.0,15363.0,596.0,103132.0,,,,,132.0,14408.0,181.0,19819.0,118.0,12960.0,431.0,94382.0,0.4,47.6
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,47196.0,0,0,0.0,17079.0,0.0,23494.0,0.0,15363.0,0.0,103132.0,0.0,47196.0,0,0,0.0,14408.0,0.0,19819.0,0.0,12960.0,0.0,94382.0,0.0,47.6
