period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1570.0,1570.0,1788.0,1788.0,1180.0,1180.0,4538.0,54644.0,,,,,1532.0,1532.0,1744.0,1744.0,1152.0,1152.0,4427.0,54533.0,3.9,9.4
2,2.0,2.0,11687.0,23374.0,,,,,1570.0,3140.0,1788.0,3576.0,1180.0,2361.0,4538.0,59182.0,,,,,1494.0,3026.0,1702.0,3446.0,1124.0,2275.0,4320.0,58853.0,3.9,13.3
3,3.0,3.0,11687.0,35061.0,,,,,1570.0,4709.0,1788.0,5364.0,1180.0,3541.0,4538.0,63721.0,,,,,1458.0,4483.0,1660.0,5107.0,1096.0,3371.0,4214.0,63067.0,3.9,17.3
4,4.0,4.0,11687.0,46748.0,,,,,1570.0,6279.0,1788.0,7152.0,1180.0,4722.0,4538.0,68259.0,,,,,1422.0,5906.0,1620.0,6726.0,1069.0,4441.0,4111.0,67179.0,3.9,21.2
5,5.0,5.0,11687.0,58435.0,,,,,1570.0,7849.0,1788.0,8940.0,1180.0,5902.0,4538.0,72797.0,,,,,1387.0,7293.0,1580.0,8307.0,1043.0,5484.0,4011.0,71190.0,3.9,25.1
6,6.0,6.0,11687.0,70122.0,,,,,1570.0,9419.0,1788.0,10728.0,1180.0,7082.0,4538.0,77335.0,,,,,1354.0,8647.0,1542.0,9849.0,1018.0,6502.0,3913.0,75103.0,3.9,29.0
7,7.0,7.0,11687.0,81809.0,,,,,1570.0,10989.0,1788.0,12516.0,1180.0,8263.0,4538.0,81873.0,,,,,1321.0,9967.0,1504.0,11353.0,993.0,7495.0,3818.0,78921.0,3.9,33.0
8,8.0,8.0,11687.0,93496.0,,,,,1570.0,12558.0,1788.0,14304.0,1180.0,9443.0,4538.0,86411.0,,,,,1288.0,11256.0,1467.0,12820.0,969.0,8464.0,3725.0,82645.0,3.9,36.9
9,9.0,9.0,11687.0,105183.0,,,,,1570.0,14128.0,1788.0,16092.0,1180.0,10623.0,4538.0,90950.0,,,,,1257.0,12513.0,1432.0,14252.0,945.0,9409.0,3634.0,86279.0,3.9,40.8
10,10.0,10.0,11687.0,116870.0,,,,,1570.0,15698.0,1788.0,17880.0,1180.0,11804.0,4538.0,95488.0,,,,,1226.0,13739.0,1397.0,15649.0,922.0,10331.0,3545.0,89824.0,3.9,44.8
11,11.0,11.0,11687.0,128557.0,,,,,1570.0,17268.0,1788.0,19668.0,1180.0,12984.0,4538.0,100026.0,,,,,1196.0,14935.0,1363.0,17011.0,900.0,11230.0,3459.0,93283.0,3.9,48.7
12,12.0,12.0,11687.0,140244.0,,,,,1570.0,18838.0,1788.0,21456.0,1180.0,14165.0,4538.0,104564.0,,,,,1167.0,16103.0,1329.0,18341.0,878.0,12108.0,3374.0,96658.0,3.9,52.6
13,13.0,13.0,11687.0,151931.0,,,,,1570.0,20407.0,1788.0,23244.0,1180.0,15345.0,4538.0,109102.0,,,,,1139.0,17241.0,1297.0,19638.0,856.0,12964.0,3292.0,99950.0,3.9,56.5
14,14.0,14.0,11687.0,163618.0,,,,,1570.0,21977.0,1788.0,25032.0,1180.0,16525.0,4538.0,113641.0,,,,,1111.0,18352.0,1265.0,20903.0,835.0,13800.0,3212.0,103161.0,3.9,60.5
15,15.0,15.0,11687.0,175305.0,,,,,1570.0,23547.0,1788.0,26820.0,1180.0,17706.0,4538.0,118179.0,,,,,1084.0,19436.0,1235.0,22138.0,815.0,14615.0,3133.0,106295.0,3.9,64.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,628.0,24175.0,715.0,27535.0,472.0,18178.0,1815.0,119994.0,,,,,429.0,19865.0,489.0,22627.0,323.0,14938.0,1241.0,107536.0,1.6,66.0
post-use,15.4,16.94,0.0,179979.80000000002,0,50106,0,0,0.0,24175.0,0.0,27535.0,0.0,18178.0,0.0,119994.0,0,50106,0,0,0.0,19865.0,0.0,22627.0,0.0,14938.0,0.0,107536.0,0.0,66.0
