period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1398.0,1398.0,1788.0,1788.0,1180.0,1180.0,4367.0,78287.0,,,,,1364.0,1364.0,1744.0,1744.0,1152.0,1152.0,4260.0,78180.0,4.3,9.8
2,2.0,2.0,11687.0,23374.0,,,,,1398.0,2796.0,1788.0,3576.0,1180.0,2361.0,4367.0,82653.0,,,,,1331.0,2695.0,1702.0,3446.0,1124.0,2275.0,4156.0,82336.0,4.3,14.1
3,3.0,3.0,11687.0,35061.0,,,,,1398.0,4195.0,1788.0,5364.0,1180.0,3541.0,4367.0,87020.0,,,,,1298.0,3993.0,1660.0,5107.0,1096.0,3371.0,4055.0,86391.0,4.3,18.4
4,4.0,4.0,11687.0,46748.0,,,,,1398.0,5593.0,1788.0,7152.0,1180.0,4722.0,4367.0,91386.0,,,,,1267.0,5260.0,1620.0,6726.0,1069.0,4441.0,3956.0,90347.0,4.3,22.7
5,5.0,5.0,11687.0,58435.0,,,,,1398.0,6991.0,1788.0,8940.0,1180.0,5902.0,4367.0,95753.0,,,,,1236.0,6496.0,1580.0,8307.0,1043.0,5484.0,3859.0,94207.0,4.3,27.1
6,6.0,6.0,11687.0,70122.0,,,,,1398.0,8389.0,1788.0,10728.0,1180.0,7082.0,4367.0,100120.0,,,,,1206.0,7702.0,1542.0,9849.0,1018.0,6502.0,3765.0,97972.0,4.3,31.4
7,7.0,7.0,11687.0,81809.0,,,,,1398.0,9788.0,1788.0,12516.0,1180.0,8263.0,4367.0,104486.0,,,,,1176.0,8878.0,1504.0,11353.0,993.0,7495.0,3673.0,101645.0,4.3,35.7
8,8.0,8.0,11687.0,93496.0,,,,,1398.0,11186.0,1788.0,14304.0,1180.0,9443.0,4367.0,108853.0,,,,,1148.0,10026.0,1467.0,12820.0,969.0,8464.0,3584.0,105229.0,4.3,40.0
9,9.0,9.0,11687.0,105183.0,,,,,1398.0,12584.0,1788.0,16092.0,1180.0,10623.0,4367.0,113220.0,,,,,1120.0,11145.0,1432.0,14252.0,945.0,9409.0,3496.0,108726.0,4.3,44.3
10,10.0,10.0,11687.0,116870.0,,,,,1398.0,13982.0,1788.0,17880.0,1180.0,11804.0,4367.0,117586.0,,,,,1092.0,12237.0,1397.0,15649.0,922.0,10331.0,3411.0,112137.0,4.3,48.7
11,11.0,11.0,11687.0,128557.0,,,,,1398.0,15381.0,1788.0,19668.0,1180.0,12984.0,4367.0,121953.0,,,,,1066.0,13303.0,1363.0,17011.0,900.0,11230.0,3328.0,115465.0,4.3,53.0
12,12.0,12.0,11687.0,140244.0,,,,,1398.0,16779.0,1788.0,21456.0,1180.0,14165.0,4367.0,126319.0,,,,,1040.0,14343.0,1329.0,18341.0,878.0,12108.0,3247.0,118712.0,4.3,57.3
13,13.0,13.0,11687.0,151931.0,,,,,1398.0,18177.0,1788.0,23244.0,1180.0,15345.0,4367.0,130686.0,,,,,1014.0,15357.0,1297.0,19638.0,856.0,12964.0,3168.0,121879.0,4.3,61.6
14,14.0,14.0,11687.0,163618.0,,,,,1398.0,19575.0,1788.0,25032.0,1180.0,16525.0,4367.0,135053.0,,,,,990.0,16347.0,1265.0,20903.0,835.0,13800.0,3090.0,124970.0,4.3,65.9
15,15.0,15.0,11687.0,175305.0,,,,,1398.0,20973.0,1788.0,26820.0,1180.0,17706.0,4367.0,139419.0,,,,,965.0,17312.0,1235.0,22138.0,815.0,14615.0,3015.0,127985.0,4.3,70.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,559.0,21533.0,715.0,27535.0,472.0,18178.0,1747.0,141166.0,,,,,382.0,17694.0,489.0,22627.0,323.0,14938.0,1194.0,129179.0,1.7,72.0
post-use,15.4,16.94,0.0,179979.80000000002,0,73920,0,0,0.0,21533.0,0.0,27535.0,0.0,18178.0,0.0,141166.0,0,73920,0,0,0.0,17694.0,0.0,22627.0,0.0,14938.0,0.0,129179.0,0.0,72.0
