period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1481.0,1481.0,1788.0,1788.0,1169.0,1169.0,4438.0,46893.0,,,,,1445.0,1445.0,1744.0,1744.0,1141.0,1141.0,4330.0,46784.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1481.0,2962.0,1788.0,3576.0,1169.0,2338.0,4438.0,51331.0,,,,,1410.0,2854.0,1702.0,3446.0,1113.0,2253.0,4224.0,51009.0,3.2,11.8
3,3.0,3.0,11576.0,34728.0,,,,,1481.0,4443.0,1788.0,5364.0,1169.0,3508.0,4438.0,55769.0,,,,,1375.0,4230.0,1660.0,5107.0,1086.0,3339.0,4121.0,55130.0,3.2,15.0
4,4.0,4.0,11576.0,46304.0,,,,,1481.0,5924.0,1788.0,7152.0,1169.0,4677.0,4438.0,60207.0,,,,,1342.0,5571.0,1620.0,6726.0,1059.0,4398.0,4021.0,59151.0,3.2,18.2
5,5.0,5.0,11576.0,57880.0,,,,,1481.0,7405.0,1788.0,8940.0,1169.0,5846.0,4438.0,64645.0,,,,,1309.0,6880.0,1580.0,8307.0,1033.0,5432.0,3923.0,63073.0,3.2,21.4
6,6.0,6.0,11576.0,69456.0,,,,,1481.0,8886.0,1788.0,10728.0,1169.0,7015.0,4438.0,69083.0,,,,,1277.0,8157.0,1542.0,9849.0,1008.0,6440.0,3827.0,66900.0,3.2,24.6
7,7.0,7.0,11576.0,81032.0,,,,,1481.0,10367.0,1788.0,12516.0,1169.0,8184.0,4438.0,73521.0,,,,,1246.0,9403.0,1504.0,11353.0,984.0,7424.0,3734.0,70634.0,3.2,27.7
8,8.0,8.0,11576.0,92608.0,,,,,1481.0,11847.0,1788.0,14304.0,1169.0,9353.0,4438.0,77959.0,,,,,1215.0,10619.0,1467.0,12820.0,960.0,8383.0,3643.0,74276.0,3.2,30.9
9,9.0,9.0,11576.0,104184.0,,,,,1481.0,13328.0,1788.0,16092.0,1169.0,10523.0,4438.0,82397.0,,,,,1186.0,11804.0,1432.0,14252.0,936.0,9319.0,3554.0,77830.0,3.2,34.1
10,10.0,10.0,11576.0,115760.0,,,,,1481.0,14809.0,1788.0,17880.0,1169.0,11692.0,4438.0,86836.0,,,,,1157.0,12961.0,1397.0,15649.0,913.0,10233.0,3467.0,81297.0,3.2,37.3
11,11.0,11.0,11576.0,127336.0,,,,,1481.0,16290.0,1788.0,19668.0,1169.0,12861.0,4438.0,91274.0,,,,,1129.0,14090.0,1363.0,17011.0,891.0,11124.0,3382.0,84680.0,3.2,40.5
12,12.0,12.0,11576.0,138912.0,,,,,1481.0,17771.0,1788.0,21456.0,1169.0,14030.0,4438.0,95712.0,,,,,1101.0,15191.0,1329.0,18341.0,869.0,11993.0,3300.0,87980.0,3.2,43.6
13,13.0,13.0,11576.0,150488.0,,,,,1481.0,19252.0,1788.0,23244.0,1169.0,15199.0,4438.0,100150.0,,,,,1074.0,16265.0,1297.0,19638.0,848.0,12841.0,3219.0,91199.0,3.2,46.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,207.0,19459.0,250.0,23494.0,164.0,15363.0,621.0,100771.0,,,,,150.0,16415.0,181.0,19819.0,118.0,12960.0,449.0,91648.0,0.4,47.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,42454.0,0,0,0.0,19459.0,0.0,23494.0,0.0,15363.0,0.0,100771.0,0.0,42454.0,0,0,0.0,16415.0,0.0,19819.0,0.0,12960.0,0.0,91648.0,0.0,47.3
