period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1499.0,1499.0,1788.0,1788.0,1169.0,1169.0,4456.0,51652.0,,,,,1462.0,1462.0,1744.0,1744.0,1141.0,1141.0,4347.0,51543.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1499.0,2998.0,1788.0,3576.0,1169.0,2338.0,4456.0,56108.0,,,,,1427.0,2889.0,1702.0,3446.0,1113.0,2253.0,4241.0,55784.0,3.2,11.9
3,3.0,3.0,11576.0,34728.0,,,,,1499.0,4496.0,1788.0,5364.0,1169.0,3508.0,4456.0,60564.0,,,,,1392.0,4281.0,1660.0,5107.0,1086.0,3339.0,4138.0,59922.0,3.2,15.1
4,4.0,4.0,11576.0,46304.0,,,,,1499.0,5995.0,1788.0,7152.0,1169.0,4677.0,4456.0,65020.0,,,,,1358.0,5639.0,1620.0,6726.0,1059.0,4398.0,4037.0,63959.0,3.2,18.3
5,5.0,5.0,11576.0,57880.0,,,,,1499.0,7494.0,1788.0,8940.0,1169.0,5846.0,4456.0,69476.0,,,,,1325.0,6963.0,1580.0,8307.0,1033.0,5432.0,3938.0,67897.0,3.2,21.5
6,6.0,6.0,11576.0,69456.0,,,,,1499.0,8993.0,1788.0,10728.0,1169.0,7015.0,4456.0,73932.0,,,,,1292.0,8256.0,1542.0,9849.0,1008.0,6440.0,3842.0,71740.0,3.2,24.7
7,7.0,7.0,11576.0,81032.0,,,,,1499.0,10492.0,1788.0,12516.0,1169.0,8184.0,4456.0,78388.0,,,,,1261.0,9517.0,1504.0,11353.0,984.0,7424.0,3749.0,75488.0,3.2,27.9
8,8.0,8.0,11576.0,92608.0,,,,,1499.0,11991.0,1788.0,14304.0,1169.0,9353.0,4456.0,82844.0,,,,,1230.0,10747.0,1467.0,12820.0,960.0,8383.0,3657.0,79146.0,3.2,31.1
9,9.0,9.0,11576.0,104184.0,,,,,1499.0,13489.0,1788.0,16092.0,1169.0,10523.0,4456.0,87300.0,,,,,1200.0,11947.0,1432.0,14252.0,936.0,9319.0,3568.0,82714.0,3.2,34.3
10,10.0,10.0,11576.0,115760.0,,,,,1499.0,14988.0,1788.0,17880.0,1169.0,11692.0,4456.0,91756.0,,,,,1171.0,13118.0,1397.0,15649.0,913.0,10233.0,3481.0,86195.0,3.2,37.5
11,11.0,11.0,11576.0,127336.0,,,,,1499.0,16487.0,1788.0,19668.0,1169.0,12861.0,4456.0,96212.0,,,,,1142.0,14260.0,1363.0,17011.0,891.0,11124.0,3396.0,89591.0,3.2,40.7
12,12.0,12.0,11576.0,138912.0,,,,,1499.0,17986.0,1788.0,21456.0,1169.0,14030.0,4456.0,100668.0,,,,,1114.0,15375.0,1329.0,18341.0,869.0,11993.0,3313.0,92904.0,3.2,43.9
13,13.0,13.0,11576.0,150488.0,,,,,1499.0,19485.0,1788.0,23244.0,1169.0,15199.0,4456.0,105124.0,,,,,1087.0,16462.0,1297.0,19638.0,848.0,12841.0,3232.0,96137.0,3.2,47.1
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,210.0,19695.0,250.0,23494.0,164.0,15363.0,624.0,105747.0,,,,,152.0,16614.0,181.0,19819.0,118.0,12960.0,451.0,96588.0,0.4,47.6
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,47196.0,0,0,0.0,19695.0,0.0,23494.0,0.0,15363.0,0.0,105747.0,0.0,47196.0,0,0,0.0,16614.0,0.0,19819.0,0.0,12960.0,0.0,96588.0,0.0,47.6
