period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,947.0,947.0,1884.0,1884.0,713.0,713.0,-3956.0,68044.0,,,-7317.0,-7317.0,924.0,924.0,1838.0,1838.0,696.0,696.0,-3860.0,68140.0,1.3,11.2
2,2.0,2.0,11687.0,23374.0,,,,,947.0,1894.0,1884.0,3768.0,713.0,1426.0,3544.0,71588.0,,,,,901.0,1825.0,1793.0,3631.0,679.0,1374.0,3373.0,71514.0,1.3,12.5
3,3.0,3.0,11687.0,35061.0,,,,,947.0,2841.0,1884.0,5652.0,713.0,2139.0,3544.0,75132.0,,,,,879.0,2705.0,1749.0,5381.0,662.0,2036.0,3291.0,74805.0,1.3,13.8
4,4.0,4.0,11687.0,46748.0,,,,,947.0,3788.0,1884.0,7536.0,713.0,2852.0,3544.0,78676.0,,,,,858.0,3563.0,1707.0,7088.0,646.0,2682.0,3211.0,78015.0,1.3,15.2
5,5.0,5.0,11687.0,58435.0,,,,,947.0,4735.0,1884.0,9420.0,713.0,3565.0,3544.0,82220.0,,,,,837.0,4400.0,1665.0,8753.0,630.0,3312.0,3132.0,81148.0,1.3,16.5
6,6.0,6.0,11687.0,70122.0,,,,,947.0,5683.0,1884.0,11304.0,713.0,4277.0,3544.0,85764.0,,,,,817.0,5217.0,1625.0,10377.0,615.0,3927.0,3056.0,84204.0,1.3,17.9
7,7.0,7.0,11687.0,81809.0,,,,,947.0,6630.0,1884.0,13188.0,713.0,4990.0,3544.0,89308.0,,,,,797.0,6013.0,1585.0,11962.0,600.0,4527.0,2981.0,87185.0,1.3,19.2
8,8.0,8.0,11687.0,93496.0,,,,,947.0,7577.0,1884.0,15072.0,713.0,5703.0,3544.0,92852.0,,,,,777.0,6791.0,1546.0,13509.0,585.0,5112.0,2909.0,90094.0,1.3,20.5
9,9.0,9.0,11687.0,105183.0,,,,,947.0,8524.0,1884.0,16956.0,713.0,6416.0,3544.0,96396.0,,,,,758.0,7549.0,1509.0,15017.0,571.0,5682.0,2838.0,92932.0,1.3,21.9
10,10.0,10.0,11687.0,116870.0,,,,,947.0,9471.0,1884.0,18840.0,713.0,7129.0,3544.0,99940.0,,,,,740.0,8289.0,1472.0,16489.0,557.0,6239.0,2769.0,95700.0,1.3,23.2
11,11.0,11.0,11687.0,128557.0,,,,,947.0,10418.0,1884.0,20724.0,713.0,7842.0,3544.0,103484.0,,,,,722.0,9011.0,1436.0,17925.0,543.0,6783.0,2701.0,98401.0,1.3,24.6
12,12.0,12.0,11687.0,140244.0,,,,,947.0,11365.0,1884.0,22608.0,713.0,8555.0,3544.0,107028.0,,,,,704.0,9715.0,1401.0,19326.0,530.0,7313.0,2635.0,101036.0,1.3,25.9
13,13.0,13.0,11687.0,151931.0,,,,,947.0,12312.0,1884.0,24492.0,713.0,9268.0,3544.0,110572.0,,,,,687.0,10402.0,1367.0,20692.0,517.0,7830.0,2571.0,103607.0,1.3,27.2
14,14.0,14.0,11687.0,163618.0,,,,,947.0,13259.0,1884.0,26376.0,713.0,9981.0,3544.0,114116.0,,,,,670.0,11072.0,1333.0,22026.0,505.0,8335.0,2508.0,106116.0,1.3,28.6
15,15.0,15.0,11687.0,175305.0,,,,,947.0,14206.0,1884.0,28260.0,713.0,10694.0,3544.0,117660.0,,,,,654.0,11726.0,1301.0,23327.0,492.0,8827.0,2447.0,108563.0,1.3,29.9
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,379.0,14585.0,754.0,29014.0,285.0,10979.0,1418.0,119078.0,,,,,259.0,11985.0,515.0,23842.0,195.0,9022.0,969.0,109532.0,0.5,30.5
post-use,15.4,16.94,0.0,179979.80000000002,0,72000,0,-7500,0.0,14585.0,0.0,29014.0,0.0,10979.0,0.0,119078.0,0,72000,0.0,-7317.0,0.0,11985.0,0.0,23842.0,0.0,9022.0,0.0,109532.0,0.0,30.5
