period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,437.0,437.0,1884.0,1884.0,706.0,706.0,-4473.0,24527.0,,,-7317.0,-7317.0,427.0,427.0,1838.0,1838.0,689.0,689.0,-4364.0,24636.0,1.4,11.2
2,2.0,2.0,11576.0,23152.0,,,,,437.0,874.0,1884.0,3768.0,706.0,1412.0,3027.0,27555.0,,,,,416.0,843.0,1793.0,3631.0,672.0,1361.0,2882.0,27518.0,1.4,12.6
3,3.0,3.0,11576.0,34728.0,,,,,437.0,1312.0,1884.0,5652.0,706.0,2118.0,3027.0,30582.0,,,,,406.0,1249.0,1749.0,5381.0,656.0,2017.0,2811.0,30329.0,1.4,13.9
4,4.0,4.0,11576.0,46304.0,,,,,437.0,1749.0,1884.0,7536.0,706.0,2825.0,3027.0,33610.0,,,,,396.0,1645.0,1707.0,7088.0,640.0,2656.0,2743.0,33072.0,1.4,15.3
5,5.0,5.0,11576.0,57880.0,,,,,437.0,2186.0,1884.0,9420.0,706.0,3531.0,3027.0,36637.0,,,,,386.0,2031.0,1665.0,8753.0,624.0,3281.0,2676.0,35748.0,1.4,16.7
6,6.0,6.0,11576.0,69456.0,,,,,437.0,2623.0,1884.0,11304.0,706.0,4237.0,3027.0,39664.0,,,,,377.0,2408.0,1625.0,10377.0,609.0,3889.0,2611.0,38358.0,1.4,18.1
7,7.0,7.0,11576.0,81032.0,,,,,437.0,3061.0,1884.0,13188.0,706.0,4943.0,3027.0,42692.0,,,,,368.0,2776.0,1585.0,11962.0,594.0,4484.0,2547.0,40905.0,1.4,19.4
8,8.0,8.0,11576.0,92608.0,,,,,437.0,3498.0,1884.0,15072.0,706.0,5649.0,3027.0,45719.0,,,,,359.0,3135.0,1546.0,13509.0,580.0,5063.0,2485.0,43390.0,1.4,20.8
9,9.0,9.0,11576.0,104184.0,,,,,437.0,3935.0,1884.0,16956.0,706.0,6355.0,3027.0,48746.0,,,,,350.0,3485.0,1509.0,15017.0,565.0,5629.0,2424.0,45814.0,1.4,22.2
10,10.0,10.0,11576.0,115760.0,,,,,437.0,4372.0,1884.0,18840.0,706.0,7061.0,3027.0,51774.0,,,,,342.0,3827.0,1472.0,16489.0,552.0,6180.0,2365.0,48179.0,1.4,23.5
11,11.0,11.0,11576.0,127336.0,,,,,437.0,4810.0,1884.0,20724.0,706.0,7767.0,3027.0,54801.0,,,,,333.0,4160.0,1436.0,17925.0,538.0,6718.0,2307.0,50486.0,1.4,24.9
12,12.0,12.0,11576.0,138912.0,,,,,437.0,5247.0,1884.0,22608.0,706.0,8474.0,3027.0,57829.0,,,,,325.0,4485.0,1401.0,19326.0,525.0,7243.0,2251.0,52737.0,1.4,26.3
13,13.0,13.0,11576.0,150488.0,,,,,437.0,5684.0,1884.0,24492.0,706.0,9180.0,3027.0,60856.0,,,,,317.0,4802.0,1367.0,20692.0,512.0,7756.0,2196.0,54933.0,1.4,27.7
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,61.0,5745.0,264.0,24756.0,99.0,9279.0,424.0,61280.0,,,,,44.0,4847.0,191.0,20883.0,71.0,7827.0,306.0,55240.0,0.2,27.8
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,5745.0,0.0,24756.0,0.0,9279.0,0.0,61280.0,0,29000,0.0,-7317.0,0.0,4847.0,0.0,20883.0,0.0,7827.0,0.0,55240.0,0.0,27.8
