period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1393.0,1393.0,1788.0,1788.0,1169.0,1169.0,4351.0,46805.0,,,,,1359.0,1359.0,1744.0,1744.0,1141.0,1141.0,4244.0,46699.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1393.0,2787.0,1788.0,3576.0,1169.0,2338.0,4351.0,51156.0,,,,,1326.0,2686.0,1702.0,3446.0,1113.0,2253.0,4141.0,50840.0,3.2,11.8
3,3.0,3.0,11576.0,34728.0,,,,,1393.0,4180.0,1788.0,5364.0,1169.0,3508.0,4351.0,55506.0,,,,,1294.0,3979.0,1660.0,5107.0,1086.0,3339.0,4040.0,54880.0,3.2,15.0
4,4.0,4.0,11576.0,46304.0,,,,,1393.0,5573.0,1788.0,7152.0,1169.0,4677.0,4351.0,59857.0,,,,,1262.0,5242.0,1620.0,6726.0,1059.0,4398.0,3941.0,58821.0,3.2,18.2
5,5.0,5.0,11576.0,57880.0,,,,,1393.0,6967.0,1788.0,8940.0,1169.0,5846.0,4351.0,64207.0,,,,,1232.0,6473.0,1580.0,8307.0,1033.0,5432.0,3845.0,62666.0,3.2,21.4
6,6.0,6.0,11576.0,69456.0,,,,,1393.0,8360.0,1788.0,10728.0,1169.0,7015.0,4351.0,68558.0,,,,,1201.0,7675.0,1542.0,9849.0,1008.0,6440.0,3751.0,66418.0,3.2,24.6
7,7.0,7.0,11576.0,81032.0,,,,,1393.0,9754.0,1788.0,12516.0,1169.0,8184.0,4351.0,72908.0,,,,,1172.0,8847.0,1504.0,11353.0,984.0,7424.0,3660.0,70078.0,3.2,27.7
8,8.0,8.0,11576.0,92608.0,,,,,1393.0,11147.0,1788.0,14304.0,1169.0,9353.0,4351.0,77259.0,,,,,1144.0,9991.0,1467.0,12820.0,960.0,8383.0,3571.0,73649.0,3.2,30.9
9,9.0,9.0,11576.0,104184.0,,,,,1393.0,12540.0,1788.0,16092.0,1169.0,10523.0,4351.0,81609.0,,,,,1116.0,11106.0,1432.0,14252.0,936.0,9319.0,3484.0,77132.0,3.2,34.1
10,10.0,10.0,11576.0,115760.0,,,,,1393.0,13934.0,1788.0,17880.0,1169.0,11692.0,4351.0,85960.0,,,,,1088.0,12195.0,1397.0,15649.0,913.0,10233.0,3399.0,80531.0,3.2,37.3
11,11.0,11.0,11576.0,127336.0,,,,,1393.0,15327.0,1788.0,19668.0,1169.0,12861.0,4351.0,90311.0,,,,,1062.0,13257.0,1363.0,17011.0,891.0,11124.0,3316.0,83847.0,3.2,40.5
12,12.0,12.0,11576.0,138912.0,,,,,1393.0,16720.0,1788.0,21456.0,1169.0,14030.0,4351.0,94661.0,,,,,1036.0,14293.0,1329.0,18341.0,869.0,11993.0,3235.0,87081.0,3.2,43.6
13,13.0,13.0,11576.0,150488.0,,,,,1393.0,18114.0,1788.0,23244.0,1169.0,15199.0,4351.0,99012.0,,,,,1011.0,15304.0,1297.0,19638.0,848.0,12841.0,3156.0,90237.0,3.2,46.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,195.0,18309.0,250.0,23494.0,164.0,15363.0,609.0,99621.0,,,,,141.0,15445.0,181.0,19819.0,118.0,12960.0,440.0,90678.0,0.4,47.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,42454.0,0,0,0.0,18309.0,0.0,23494.0,0.0,15363.0,0.0,99621.0,0.0,42454.0,0,0,0.0,15445.0,0.0,19819.0,0.0,12960.0,0.0,90678.0,0.0,47.3
