period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,1636.0,1636.0,1884.0,1884.0,713.0,713.0,-3267.0,56733.0,,,-7317.0,-7317.0,1596.0,1596.0,1838.0,1838.0,696.0,696.0,-3187.0,56813.0,2.0,11.8
2,2.0,2.0,11687.0,23374.0,,,,,1636.0,3272.0,1884.0,3768.0,713.0,1426.0,4233.0,60966.0,,,,,1557.0,3154.0,1793.0,3631.0,679.0,1374.0,4029.0,60842.0,2.0,13.8
3,3.0,3.0,11687.0,35061.0,,,,,1636.0,4909.0,1884.0,5652.0,713.0,2139.0,4233.0,65199.0,,,,,1519.0,4673.0,1749.0,5381.0,662.0,2036.0,3931.0,64773.0,2.0,15.8
4,4.0,4.0,11687.0,46748.0,,,,,1636.0,6545.0,1884.0,7536.0,713.0,2852.0,4233.0,69432.0,,,,,1482.0,6155.0,1707.0,7088.0,646.0,2682.0,3835.0,68608.0,2.0,17.7
5,5.0,5.0,11687.0,58435.0,,,,,1636.0,8181.0,1884.0,9420.0,713.0,3565.0,4233.0,73665.0,,,,,1446.0,7601.0,1665.0,8753.0,630.0,3312.0,3741.0,72349.0,2.0,19.7
6,6.0,6.0,11687.0,70122.0,,,,,1636.0,9817.0,1884.0,11304.0,713.0,4277.0,4233.0,77899.0,,,,,1411.0,9012.0,1625.0,10377.0,615.0,3927.0,3650.0,75999.0,2.0,21.7
7,7.0,7.0,11687.0,81809.0,,,,,1636.0,11453.0,1884.0,13188.0,713.0,4990.0,4233.0,82132.0,,,,,1376.0,10389.0,1585.0,11962.0,600.0,4527.0,3561.0,79560.0,2.0,23.7
8,8.0,8.0,11687.0,93496.0,,,,,1636.0,13089.0,1884.0,15072.0,713.0,5703.0,4233.0,86365.0,,,,,1343.0,11732.0,1546.0,13509.0,585.0,5112.0,3474.0,83035.0,2.0,25.7
9,9.0,9.0,11687.0,105183.0,,,,,1636.0,14726.0,1884.0,16956.0,713.0,6416.0,4233.0,90598.0,,,,,1310.0,13042.0,1509.0,15017.0,571.0,5682.0,3390.0,86424.0,2.0,27.6
10,10.0,10.0,11687.0,116870.0,,,,,1636.0,16362.0,1884.0,18840.0,713.0,7129.0,4233.0,94831.0,,,,,1278.0,14320.0,1472.0,16489.0,557.0,6239.0,3307.0,89731.0,2.0,29.6
11,11.0,11.0,11687.0,128557.0,,,,,1636.0,17998.0,1884.0,20724.0,713.0,7842.0,4233.0,99064.0,,,,,1247.0,15567.0,1436.0,17925.0,543.0,6783.0,3226.0,92957.0,2.0,31.6
12,12.0,12.0,11687.0,140244.0,,,,,1636.0,19634.0,1884.0,22608.0,713.0,8555.0,4233.0,103297.0,,,,,1217.0,16784.0,1401.0,19326.0,530.0,7313.0,3148.0,96105.0,2.0,33.6
13,13.0,13.0,11687.0,151931.0,,,,,1636.0,21270.0,1884.0,24492.0,713.0,9268.0,4233.0,107530.0,,,,,1187.0,17970.0,1367.0,20692.0,517.0,7830.0,3071.0,99176.0,2.0,35.5
14,14.0,14.0,11687.0,163618.0,,,,,1636.0,22907.0,1884.0,26376.0,713.0,9981.0,4233.0,111763.0,,,,,1158.0,19128.0,1333.0,22026.0,505.0,8335.0,2996.0,102172.0,2.0,37.5
15,15.0,15.0,11687.0,175305.0,,,,,1636.0,24543.0,1884.0,28260.0,713.0,10694.0,4233.0,115996.0,,,,,1130.0,20258.0,1301.0,23327.0,492.0,8827.0,2923.0,105094.0,2.0,39.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,654.0,25197.0,754.0,29014.0,285.0,10979.0,1693.0,117690.0,,,,,447.0,20706.0,515.0,23842.0,195.0,9022.0,1158.0,106252.0,0.8,40.3
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,25197.0,0.0,29014.0,0.0,10979.0,0.0,117690.0,0,60000,0.0,-7317.0,0.0,20706.0,0.0,23842.0,0.0,9022.0,0.0,106252.0,0.0,40.3
