period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,730.0,730.0,1884.0,1884.0,713.0,713.0,-4173.0,55827.0,,,-7317.0,-7317.0,712.0,712.0,1838.0,1838.0,696.0,696.0,-4071.0,55929.0,2.3,12.1
2,2.0,2.0,11687.0,23374.0,,,,,730.0,1460.0,1884.0,3768.0,713.0,1426.0,3327.0,59154.0,,,,,695.0,1407.0,1793.0,3631.0,679.0,1374.0,3167.0,59095.0,2.3,14.4
3,3.0,3.0,11687.0,35061.0,,,,,730.0,2190.0,1884.0,5652.0,713.0,2139.0,3327.0,62481.0,,,,,678.0,2085.0,1749.0,5381.0,662.0,2036.0,3089.0,62185.0,2.3,16.8
4,4.0,4.0,11687.0,46748.0,,,,,730.0,2920.0,1884.0,7536.0,713.0,2852.0,3327.0,65808.0,,,,,661.0,2746.0,1707.0,7088.0,646.0,2682.0,3014.0,65199.0,2.3,19.1
5,5.0,5.0,11687.0,58435.0,,,,,730.0,3650.0,1884.0,9420.0,713.0,3565.0,3327.0,69135.0,,,,,645.0,3391.0,1665.0,8753.0,630.0,3312.0,2940.0,68139.0,2.3,21.4
6,6.0,6.0,11687.0,70122.0,,,,,730.0,4380.0,1884.0,11304.0,713.0,4277.0,3327.0,72461.0,,,,,629.0,4021.0,1625.0,10377.0,615.0,3927.0,2869.0,71008.0,2.3,23.7
7,7.0,7.0,11687.0,81809.0,,,,,730.0,5110.0,1884.0,13188.0,713.0,4990.0,3327.0,75788.0,,,,,614.0,4635.0,1585.0,11962.0,600.0,4527.0,2799.0,73807.0,2.3,26.0
8,8.0,8.0,11687.0,93496.0,,,,,730.0,5840.0,1884.0,15072.0,713.0,5703.0,3327.0,79115.0,,,,,599.0,5234.0,1546.0,13509.0,585.0,5112.0,2731.0,76537.0,2.3,28.3
9,9.0,9.0,11687.0,105183.0,,,,,730.0,6570.0,1884.0,16956.0,713.0,6416.0,3327.0,82442.0,,,,,585.0,5819.0,1509.0,15017.0,571.0,5682.0,2664.0,79201.0,2.3,30.6
10,10.0,10.0,11687.0,116870.0,,,,,730.0,7300.0,1884.0,18840.0,713.0,7129.0,3327.0,85769.0,,,,,570.0,6389.0,1472.0,16489.0,557.0,6239.0,2599.0,81800.0,2.3,32.9
11,11.0,11.0,11687.0,128557.0,,,,,730.0,8030.0,1884.0,20724.0,713.0,7842.0,3327.0,89096.0,,,,,556.0,6945.0,1436.0,17925.0,543.0,6783.0,2536.0,84336.0,2.3,35.3
12,12.0,12.0,11687.0,140244.0,,,,,730.0,8760.0,1884.0,22608.0,713.0,8555.0,3327.0,92423.0,,,,,543.0,7488.0,1401.0,19326.0,530.0,7313.0,2474.0,86810.0,2.3,37.6
13,13.0,13.0,11687.0,151931.0,,,,,730.0,9490.0,1884.0,24492.0,713.0,9268.0,3327.0,95750.0,,,,,530.0,8018.0,1367.0,20692.0,517.0,7830.0,2413.0,89223.0,2.3,39.9
14,14.0,14.0,11687.0,163618.0,,,,,730.0,10220.0,1884.0,26376.0,713.0,9981.0,3327.0,99077.0,,,,,517.0,8534.0,1333.0,22026.0,505.0,8335.0,2355.0,91577.0,2.3,42.2
15,15.0,15.0,11687.0,175305.0,,,,,730.0,10950.0,1884.0,28260.0,713.0,10694.0,3327.0,102404.0,,,,,504.0,9038.0,1301.0,23327.0,492.0,8827.0,2297.0,93875.0,2.3,44.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,292.0,11242.0,754.0,29014.0,285.0,10979.0,1331.0,103734.0,,,,,200.0,9238.0,515.0,23842.0,195.0,9022.0,910.0,94784.0,0.9,45.4
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,11242.0,0.0,29014.0,0.0,10979.0,0.0,103734.0,0,60000,0.0,-7317.0,0.0,9238.0,0.0,23842.0,0.0,9022.0,0.0,94784.0,0.0,45.4
