period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,644.0,644.0,1884.0,1884.0,713.0,713.0,-4259.0,67741.0,,,-7317.0,-7317.0,628.0,628.0,1838.0,1838.0,696.0,696.0,-4155.0,67845.0,5.2,15.0
2,2.0,2.0,11687.0,23374.0,,,,,644.0,1288.0,1884.0,3768.0,713.0,1426.0,3241.0,70982.0,,,,,613.0,1242.0,1793.0,3631.0,679.0,1374.0,3085.0,70930.0,5.2,20.2
3,3.0,3.0,11687.0,35061.0,,,,,644.0,1933.0,1884.0,5652.0,713.0,2139.0,3241.0,74223.0,,,,,598.0,1840.0,1749.0,5381.0,662.0,2036.0,3010.0,73940.0,5.2,25.4
4,4.0,4.0,11687.0,46748.0,,,,,644.0,2577.0,1884.0,7536.0,713.0,2852.0,3241.0,77464.0,,,,,584.0,2423.0,1707.0,7088.0,646.0,2682.0,2936.0,76876.0,5.2,30.6
5,5.0,5.0,11687.0,58435.0,,,,,644.0,3221.0,1884.0,9420.0,713.0,3565.0,3241.0,80705.0,,,,,569.0,2993.0,1665.0,8753.0,630.0,3312.0,2865.0,79740.0,5.2,35.8
6,6.0,6.0,11687.0,70122.0,,,,,644.0,3865.0,1884.0,11304.0,713.0,4277.0,3241.0,83946.0,,,,,555.0,3548.0,1625.0,10377.0,615.0,3927.0,2795.0,82535.0,5.2,40.9
7,7.0,7.0,11687.0,81809.0,,,,,644.0,4509.0,1884.0,13188.0,713.0,4990.0,3241.0,87188.0,,,,,542.0,4090.0,1585.0,11962.0,600.0,4527.0,2727.0,85262.0,5.2,46.1
8,8.0,8.0,11687.0,93496.0,,,,,644.0,5153.0,1884.0,15072.0,713.0,5703.0,3241.0,90429.0,,,,,529.0,4619.0,1546.0,13509.0,585.0,5112.0,2660.0,87922.0,5.2,51.3
9,9.0,9.0,11687.0,105183.0,,,,,644.0,5798.0,1884.0,16956.0,713.0,6416.0,3241.0,93670.0,,,,,516.0,5135.0,1509.0,15017.0,571.0,5682.0,2595.0,90517.0,5.2,56.5
10,10.0,10.0,11687.0,116870.0,,,,,644.0,6442.0,1884.0,18840.0,713.0,7129.0,3241.0,96911.0,,,,,503.0,5638.0,1472.0,16489.0,557.0,6239.0,2532.0,93049.0,5.2,61.7
11,11.0,11.0,11687.0,128557.0,,,,,644.0,7086.0,1884.0,20724.0,713.0,7842.0,3241.0,100152.0,,,,,491.0,6129.0,1436.0,17925.0,543.0,6783.0,2470.0,95519.0,5.2,66.9
12,12.0,12.0,11687.0,140244.0,,,,,644.0,7730.0,1884.0,22608.0,713.0,8555.0,3241.0,103393.0,,,,,479.0,6608.0,1401.0,19326.0,530.0,7313.0,2410.0,97929.0,5.2,72.1
13,13.0,13.0,11687.0,151931.0,,,,,644.0,8374.0,1884.0,24492.0,713.0,9268.0,3241.0,106634.0,,,,,467.0,7075.0,1367.0,20692.0,517.0,7830.0,2351.0,100280.0,5.2,77.3
14,14.0,14.0,11687.0,163618.0,,,,,644.0,9018.0,1884.0,26376.0,713.0,9981.0,3241.0,109875.0,,,,,456.0,7531.0,1333.0,22026.0,505.0,8335.0,2294.0,102574.0,5.2,82.5
15,15.0,15.0,11687.0,175305.0,,,,,644.0,9663.0,1884.0,28260.0,713.0,10694.0,3241.0,113116.0,,,,,445.0,7976.0,1301.0,23327.0,492.0,8827.0,2238.0,104812.0,5.2,87.6
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,258.0,9920.0,754.0,29014.0,285.0,10979.0,1296.0,114413.0,,,,,176.0,8152.0,515.0,23842.0,195.0,9022.0,886.0,105698.0,2.1,89.7
post-use,15.4,16.94,0.0,179979.80000000002,0,72000,0,-7500,0.0,9920.0,0.0,29014.0,0.0,10979.0,0.0,114413.0,0,72000,0.0,-7317.0,0.0,8152.0,0.0,23842.0,0.0,9022.0,0.0,105698.0,0.0,89.7
