period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,996.0,996.0,1788.0,1788.0,1169.0,1169.0,3953.0,46407.0,,,,,971.0,971.0,1744.0,1744.0,1141.0,1141.0,3856.0,46311.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,996.0,1991.0,1788.0,3576.0,1169.0,2338.0,3953.0,50360.0,,,,,948.0,1919.0,1702.0,3446.0,1113.0,2253.0,3762.0,50073.0,3.2,11.8
3,3.0,3.0,11576.0,34728.0,,,,,996.0,2987.0,1788.0,5364.0,1169.0,3508.0,3953.0,54313.0,,,,,925.0,2844.0,1660.0,5107.0,1086.0,3339.0,3671.0,53744.0,3.2,15.0
4,4.0,4.0,11576.0,46304.0,,,,,996.0,3983.0,1788.0,7152.0,1169.0,4677.0,3953.0,58266.0,,,,,902.0,3746.0,1620.0,6726.0,1059.0,4398.0,3581.0,57325.0,3.2,18.2
5,5.0,5.0,11576.0,57880.0,,,,,996.0,4978.0,1788.0,8940.0,1169.0,5846.0,3953.0,62219.0,,,,,880.0,4626.0,1580.0,8307.0,1033.0,5432.0,3494.0,60819.0,3.2,21.4
6,6.0,6.0,11576.0,69456.0,,,,,996.0,5974.0,1788.0,10728.0,1169.0,7015.0,3953.0,66172.0,,,,,859.0,5484.0,1542.0,9849.0,1008.0,6440.0,3409.0,64227.0,3.2,24.6
7,7.0,7.0,11576.0,81032.0,,,,,996.0,6970.0,1788.0,12516.0,1169.0,8184.0,3953.0,70125.0,,,,,838.0,6322.0,1504.0,11353.0,984.0,7424.0,3325.0,67553.0,3.2,27.7
8,8.0,8.0,11576.0,92608.0,,,,,996.0,7965.0,1788.0,14304.0,1169.0,9353.0,3953.0,74077.0,,,,,817.0,7139.0,1467.0,12820.0,960.0,8383.0,3244.0,70797.0,3.2,30.9
9,9.0,9.0,11576.0,104184.0,,,,,996.0,8961.0,1788.0,16092.0,1169.0,10523.0,3953.0,78030.0,,,,,797.0,7936.0,1432.0,14252.0,936.0,9319.0,3165.0,73962.0,3.2,34.1
10,10.0,10.0,11576.0,115760.0,,,,,996.0,9957.0,1788.0,17880.0,1169.0,11692.0,3953.0,81983.0,,,,,778.0,8714.0,1397.0,15649.0,913.0,10233.0,3088.0,77050.0,3.2,37.3
11,11.0,11.0,11576.0,127336.0,,,,,996.0,10952.0,1788.0,19668.0,1169.0,12861.0,3953.0,85936.0,,,,,759.0,9473.0,1363.0,17011.0,891.0,11124.0,3013.0,80063.0,3.2,40.5
12,12.0,12.0,11576.0,138912.0,,,,,996.0,11948.0,1788.0,21456.0,1169.0,14030.0,3953.0,89889.0,,,,,740.0,10213.0,1329.0,18341.0,869.0,11993.0,2939.0,83002.0,3.2,43.6
13,13.0,13.0,11576.0,150488.0,,,,,996.0,12944.0,1788.0,23244.0,1169.0,15199.0,3953.0,93842.0,,,,,722.0,10936.0,1297.0,19638.0,848.0,12841.0,2867.0,85869.0,3.2,46.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,139.0,13083.0,250.0,23494.0,164.0,15363.0,553.0,94395.0,,,,,101.0,11037.0,181.0,19819.0,118.0,12960.0,400.0,86270.0,0.4,47.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,42454.0,0,0,0.0,13083.0,0.0,23494.0,0.0,15363.0,0.0,94395.0,0.0,42454.0,0,0,0.0,11037.0,0.0,19819.0,0.0,12960.0,0.0,86270.0,0.0,47.3
