period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,638.0,638.0,1884.0,1884.0,713.0,713.0,-4265.0,55735.0,,,-7317.0,-7317.0,623.0,623.0,1838.0,1838.0,696.0,696.0,-4161.0,55839.0,0.6,10.4
2,2.0,2.0,11687.0,23374.0,,,,,638.0,1276.0,1884.0,3768.0,713.0,1426.0,3235.0,58970.0,,,,,607.0,1230.0,1793.0,3631.0,679.0,1374.0,3079.0,58918.0,0.6,11.0
3,3.0,3.0,11687.0,35061.0,,,,,638.0,1914.0,1884.0,5652.0,713.0,2139.0,3235.0,62205.0,,,,,593.0,1822.0,1749.0,5381.0,662.0,2036.0,3004.0,61922.0,0.6,11.6
4,4.0,4.0,11687.0,46748.0,,,,,638.0,2552.0,1884.0,7536.0,713.0,2852.0,3235.0,65440.0,,,,,578.0,2401.0,1707.0,7088.0,646.0,2682.0,2931.0,64853.0,0.6,12.2
5,5.0,5.0,11687.0,58435.0,,,,,638.0,3191.0,1884.0,9420.0,713.0,3565.0,3235.0,68675.0,,,,,564.0,2965.0,1665.0,8753.0,630.0,3312.0,2859.0,67712.0,0.6,12.8
6,6.0,6.0,11687.0,70122.0,,,,,638.0,3829.0,1884.0,11304.0,713.0,4277.0,3235.0,71910.0,,,,,550.0,3515.0,1625.0,10377.0,615.0,3927.0,2790.0,70502.0,0.6,13.4
7,7.0,7.0,11687.0,81809.0,,,,,638.0,4467.0,1884.0,13188.0,713.0,4990.0,3235.0,75145.0,,,,,537.0,4052.0,1585.0,11962.0,600.0,4527.0,2722.0,73223.0,0.6,13.9
8,8.0,8.0,11687.0,93496.0,,,,,638.0,5105.0,1884.0,15072.0,713.0,5703.0,3235.0,78380.0,,,,,524.0,4575.0,1546.0,13509.0,585.0,5112.0,2655.0,75878.0,0.6,14.5
9,9.0,9.0,11687.0,105183.0,,,,,638.0,5743.0,1884.0,16956.0,713.0,6416.0,3235.0,81615.0,,,,,511.0,5086.0,1509.0,15017.0,571.0,5682.0,2590.0,78469.0,0.6,15.1
10,10.0,10.0,11687.0,116870.0,,,,,638.0,6381.0,1884.0,18840.0,713.0,7129.0,3235.0,84850.0,,,,,498.0,5585.0,1472.0,16489.0,557.0,6239.0,2527.0,80996.0,0.6,15.7
11,11.0,11.0,11687.0,128557.0,,,,,638.0,7019.0,1884.0,20724.0,713.0,7842.0,3235.0,88085.0,,,,,486.0,6071.0,1436.0,17925.0,543.0,6783.0,2466.0,83462.0,0.6,16.3
12,12.0,12.0,11687.0,140244.0,,,,,638.0,7657.0,1884.0,22608.0,713.0,8555.0,3235.0,91320.0,,,,,474.0,6546.0,1401.0,19326.0,530.0,7313.0,2405.0,85867.0,0.6,16.9
13,13.0,13.0,11687.0,151931.0,,,,,638.0,8295.0,1884.0,24492.0,713.0,9268.0,3235.0,94555.0,,,,,463.0,7008.0,1367.0,20692.0,517.0,7830.0,2347.0,88214.0,0.6,17.5
14,14.0,14.0,11687.0,163618.0,,,,,638.0,8934.0,1884.0,26376.0,713.0,9981.0,3235.0,97790.0,,,,,452.0,7460.0,1333.0,22026.0,505.0,8335.0,2290.0,90503.0,0.6,18.1
15,15.0,15.0,11687.0,175305.0,,,,,638.0,9572.0,1884.0,28260.0,713.0,10694.0,3235.0,101025.0,,,,,441.0,7901.0,1301.0,23327.0,492.0,8827.0,2234.0,92737.0,0.6,18.7
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,255.0,9827.0,754.0,29014.0,285.0,10979.0,1294.0,102319.0,,,,,175.0,8075.0,515.0,23842.0,195.0,9022.0,885.0,93622.0,0.2,18.9
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,9827.0,0.0,29014.0,0.0,10979.0,0.0,102319.0,0,60000,0.0,-7317.0,0.0,8075.0,0.0,23842.0,0.0,9022.0,0.0,93622.0,0.0,18.9
