period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1634.0,1634.0,1788.0,1788.0,1169.0,1169.0,4591.0,26291.0,,,,,1594.0,1594.0,1744.0,1744.0,1141.0,1141.0,4480.0,26180.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1634.0,3269.0,1788.0,3576.0,1169.0,2338.0,4591.0,30883.0,,,,,1556.0,3150.0,1702.0,3446.0,1113.0,2253.0,4370.0,30550.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1634.0,4903.0,1788.0,5364.0,1169.0,3508.0,4591.0,35474.0,,,,,1518.0,4668.0,1660.0,5107.0,1086.0,3339.0,4264.0,34813.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1634.0,6537.0,1788.0,7152.0,1169.0,4677.0,4591.0,40066.0,,,,,1481.0,6148.0,1620.0,6726.0,1059.0,4398.0,4160.0,38973.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1634.0,8172.0,1788.0,8940.0,1169.0,5846.0,4591.0,44657.0,,,,,1445.0,7593.0,1580.0,8307.0,1033.0,5432.0,4058.0,43031.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1634.0,9806.0,1788.0,10728.0,1169.0,7015.0,4591.0,49249.0,,,,,1409.0,9002.0,1542.0,9849.0,1008.0,6440.0,3959.0,46991.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1634.0,11440.0,1788.0,12516.0,1169.0,8184.0,4591.0,53840.0,,,,,1375.0,10377.0,1504.0,11353.0,984.0,7424.0,3863.0,50853.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1634.0,13075.0,1788.0,14304.0,1169.0,9353.0,4591.0,58432.0,,,,,1341.0,11718.0,1467.0,12820.0,960.0,8383.0,3768.0,54622.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1634.0,14709.0,1788.0,16092.0,1169.0,10523.0,4591.0,63023.0,,,,,1309.0,13027.0,1432.0,14252.0,936.0,9319.0,3677.0,58298.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1634.0,16343.0,1788.0,17880.0,1169.0,11692.0,4591.0,67615.0,,,,,1277.0,14304.0,1397.0,15649.0,913.0,10233.0,3587.0,61885.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1634.0,17978.0,1788.0,19668.0,1169.0,12861.0,4591.0,72206.0,,,,,1246.0,15549.0,1363.0,17011.0,891.0,11124.0,3499.0,65384.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1634.0,19612.0,1788.0,21456.0,1169.0,14030.0,4591.0,76798.0,,,,,1215.0,16764.0,1329.0,18341.0,869.0,11993.0,3414.0,68798.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1634.0,21246.0,1788.0,23244.0,1169.0,15199.0,4591.0,81389.0,,,,,1186.0,17950.0,1297.0,19638.0,848.0,12841.0,3331.0,72129.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,229.0,21475.0,250.0,23494.0,164.0,15363.0,643.0,82032.0,,,,,165.0,18115.0,181.0,19819.0,118.0,12960.0,465.0,72594.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,21475.0,0.0,23494.0,0.0,15363.0,0.0,82032.0,0,21700,0,0,0.0,18115.0,0.0,19819.0,0.0,12960.0,0.0,72594.0,0.0,45.9
