period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1246.0,1246.0,1788.0,1788.0,1169.0,1169.0,4204.0,25904.0,,,,,1216.0,1216.0,1744.0,1744.0,1141.0,1141.0,4101.0,25801.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1246.0,2493.0,1788.0,3576.0,1169.0,2338.0,4204.0,30107.0,,,,,1186.0,2402.0,1702.0,3446.0,1113.0,2253.0,4001.0,29802.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1246.0,3739.0,1788.0,5364.0,1169.0,3508.0,4204.0,34311.0,,,,,1157.0,3560.0,1660.0,5107.0,1086.0,3339.0,3903.0,33705.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1246.0,4985.0,1788.0,7152.0,1169.0,4677.0,4204.0,38514.0,,,,,1129.0,4689.0,1620.0,6726.0,1059.0,4398.0,3808.0,37514.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1246.0,6232.0,1788.0,8940.0,1169.0,5846.0,4204.0,42718.0,,,,,1102.0,5790.0,1580.0,8307.0,1033.0,5432.0,3715.0,41229.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1246.0,7478.0,1788.0,10728.0,1169.0,7015.0,4204.0,46921.0,,,,,1075.0,6865.0,1542.0,9849.0,1008.0,6440.0,3625.0,44854.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1246.0,8724.0,1788.0,12516.0,1169.0,8184.0,4204.0,51125.0,,,,,1049.0,7914.0,1504.0,11353.0,984.0,7424.0,3536.0,48390.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1246.0,9971.0,1788.0,14304.0,1169.0,9353.0,4204.0,55328.0,,,,,1023.0,8936.0,1467.0,12820.0,960.0,8383.0,3450.0,51840.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1246.0,11217.0,1788.0,16092.0,1169.0,10523.0,4204.0,59532.0,,,,,998.0,9934.0,1432.0,14252.0,936.0,9319.0,3366.0,55206.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1246.0,12463.0,1788.0,17880.0,1169.0,11692.0,4204.0,63735.0,,,,,974.0,10908.0,1397.0,15649.0,913.0,10233.0,3284.0,58490.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1246.0,13710.0,1788.0,19668.0,1169.0,12861.0,4204.0,67939.0,,,,,950.0,11858.0,1363.0,17011.0,891.0,11124.0,3204.0,61693.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1246.0,14956.0,1788.0,21456.0,1169.0,14030.0,4204.0,72142.0,,,,,927.0,12785.0,1329.0,18341.0,869.0,11993.0,3126.0,64819.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1246.0,16203.0,1788.0,23244.0,1169.0,15199.0,4204.0,76346.0,,,,,904.0,13689.0,1297.0,19638.0,848.0,12841.0,3049.0,67868.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,174.0,16377.0,250.0,23494.0,164.0,15363.0,588.0,76934.0,,,,,126.0,13815.0,181.0,19819.0,118.0,12960.0,425.0,68294.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,16377.0,0.0,23494.0,0.0,15363.0,0.0,76934.0,0,21700,0,0,0.0,13815.0,0.0,19819.0,0.0,12960.0,0.0,68294.0,0.0,45.9
