period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,1013.0,1013.0,1884.0,1884.0,713.0,713.0,-3890.0,65240.0,,,-7317.0,-7317.0,988.0,988.0,1838.0,1838.0,696.0,696.0,-3795.0,65335.0,1.2,11.1
2,2.0,2.0,11687.0,23374.0,,,,,1013.0,2026.0,1884.0,3768.0,713.0,1426.0,3610.0,68850.0,,,,,964.0,1953.0,1793.0,3631.0,679.0,1374.0,3436.0,68771.0,1.2,12.3
3,3.0,3.0,11687.0,35061.0,,,,,1013.0,3039.0,1884.0,5652.0,713.0,2139.0,3610.0,72460.0,,,,,941.0,2893.0,1749.0,5381.0,662.0,2036.0,3352.0,72123.0,1.2,13.5
4,4.0,4.0,11687.0,46748.0,,,,,1013.0,4052.0,1884.0,7536.0,713.0,2852.0,3610.0,76070.0,,,,,918.0,3811.0,1707.0,7088.0,646.0,2682.0,3270.0,75393.0,1.2,14.8
5,5.0,5.0,11687.0,58435.0,,,,,1013.0,5065.0,1884.0,9420.0,713.0,3565.0,3610.0,79680.0,,,,,895.0,4706.0,1665.0,8753.0,630.0,3312.0,3191.0,78584.0,1.2,16.0
6,6.0,6.0,11687.0,70122.0,,,,,1013.0,6078.0,1884.0,11304.0,713.0,4277.0,3610.0,83290.0,,,,,874.0,5580.0,1625.0,10377.0,615.0,3927.0,3113.0,81697.0,1.2,17.2
7,7.0,7.0,11687.0,81809.0,,,,,1013.0,7091.0,1884.0,13188.0,713.0,4990.0,3610.0,86900.0,,,,,852.0,6432.0,1585.0,11962.0,600.0,4527.0,3037.0,84734.0,1.2,18.5
8,8.0,8.0,11687.0,93496.0,,,,,1013.0,8104.0,1884.0,15072.0,713.0,5703.0,3610.0,90509.0,,,,,831.0,7264.0,1546.0,13509.0,585.0,5112.0,2963.0,87697.0,1.2,19.7
9,9.0,9.0,11687.0,105183.0,,,,,1013.0,9117.0,1884.0,16956.0,713.0,6416.0,3610.0,94119.0,,,,,811.0,8075.0,1509.0,15017.0,571.0,5682.0,2891.0,90587.0,1.2,21.0
10,10.0,10.0,11687.0,116870.0,,,,,1013.0,10130.0,1884.0,18840.0,713.0,7129.0,3610.0,97729.0,,,,,791.0,8866.0,1472.0,16489.0,557.0,6239.0,2820.0,93407.0,1.2,22.2
11,11.0,11.0,11687.0,128557.0,,,,,1013.0,11143.0,1884.0,20724.0,713.0,7842.0,3610.0,101339.0,,,,,772.0,9638.0,1436.0,17925.0,543.0,6783.0,2751.0,96159.0,1.2,23.4
12,12.0,12.0,11687.0,140244.0,,,,,1013.0,12156.0,1884.0,22608.0,713.0,8555.0,3610.0,104949.0,,,,,753.0,10391.0,1401.0,19326.0,530.0,7313.0,2684.0,98843.0,1.2,24.7
13,13.0,13.0,11687.0,151931.0,,,,,1013.0,13169.0,1884.0,24492.0,713.0,9268.0,3610.0,108559.0,,,,,735.0,11126.0,1367.0,20692.0,517.0,7830.0,2619.0,101462.0,1.2,25.9
14,14.0,14.0,11687.0,163618.0,,,,,1013.0,14182.0,1884.0,26376.0,713.0,9981.0,3610.0,112169.0,,,,,717.0,11843.0,1333.0,22026.0,505.0,8335.0,2555.0,104016.0,1.2,27.1
15,15.0,15.0,11687.0,175305.0,,,,,1013.0,15195.0,1884.0,28260.0,713.0,10694.0,3610.0,115779.0,,,,,699.0,12543.0,1301.0,23327.0,492.0,8827.0,2493.0,106509.0,1.2,28.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,405.0,15601.0,754.0,29014.0,285.0,10979.0,1444.0,117223.0,,,,,277.0,12820.0,515.0,23842.0,195.0,9022.0,987.0,107496.0,0.5,28.9
post-use,15.4,16.94,0.0,179979.80000000002,0,69130,0,-7500,0.0,15601.0,0.0,29014.0,0.0,10979.0,0.0,117223.0,0,69130,0.0,-7317.0,0.0,12820.0,0.0,23842.0,0.0,9022.0,0.0,107496.0,0.0,28.9
