period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,1188.0,1188.0,1884.0,1884.0,713.0,713.0,-3715.0,56285.0,,,-7317.0,-7317.0,1159.0,1159.0,1838.0,1838.0,696.0,696.0,-3624.0,56376.0,1.3,11.2
2,2.0,2.0,11687.0,23374.0,,,,,1188.0,2377.0,1884.0,3768.0,713.0,1426.0,3785.0,60071.0,,,,,1131.0,2291.0,1793.0,3631.0,679.0,1374.0,3603.0,59979.0,1.3,12.5
3,3.0,3.0,11687.0,35061.0,,,,,1188.0,3565.0,1884.0,5652.0,713.0,2139.0,3785.0,63856.0,,,,,1104.0,3394.0,1749.0,5381.0,662.0,2036.0,3515.0,63494.0,1.3,13.9
4,4.0,4.0,11687.0,46748.0,,,,,1188.0,4754.0,1884.0,7536.0,713.0,2852.0,3785.0,67641.0,,,,,1077.0,4471.0,1707.0,7088.0,646.0,2682.0,3429.0,66923.0,1.3,15.2
5,5.0,5.0,11687.0,58435.0,,,,,1188.0,5942.0,1884.0,9420.0,713.0,3565.0,3785.0,71427.0,,,,,1050.0,5521.0,1665.0,8753.0,630.0,3312.0,3346.0,70269.0,1.3,16.6
6,6.0,6.0,11687.0,70122.0,,,,,1188.0,7131.0,1884.0,11304.0,713.0,4277.0,3785.0,75212.0,,,,,1025.0,6546.0,1625.0,10377.0,615.0,3927.0,3264.0,73533.0,1.3,17.9
7,7.0,7.0,11687.0,81809.0,,,,,1188.0,8319.0,1884.0,13188.0,713.0,4990.0,3785.0,78997.0,,,,,1000.0,7546.0,1585.0,11962.0,600.0,4527.0,3184.0,76717.0,1.3,19.3
8,8.0,8.0,11687.0,93496.0,,,,,1188.0,9507.0,1884.0,15072.0,713.0,5703.0,3785.0,82783.0,,,,,975.0,8521.0,1546.0,13509.0,585.0,5112.0,3107.0,79824.0,1.3,20.6
9,9.0,9.0,11687.0,105183.0,,,,,1188.0,10696.0,1884.0,16956.0,713.0,6416.0,3785.0,86568.0,,,,,952.0,9473.0,1509.0,15017.0,571.0,5682.0,3031.0,82855.0,1.3,22.0
10,10.0,10.0,11687.0,116870.0,,,,,1188.0,11884.0,1884.0,18840.0,713.0,7129.0,3785.0,90353.0,,,,,928.0,10401.0,1472.0,16489.0,557.0,6239.0,2957.0,85812.0,1.3,23.3
11,11.0,11.0,11687.0,128557.0,,,,,1188.0,13073.0,1884.0,20724.0,713.0,7842.0,3785.0,94139.0,,,,,906.0,11307.0,1436.0,17925.0,543.0,6783.0,2885.0,88697.0,1.3,24.7
12,12.0,12.0,11687.0,140244.0,,,,,1188.0,14261.0,1884.0,22608.0,713.0,8555.0,3785.0,97924.0,,,,,884.0,12191.0,1401.0,19326.0,530.0,7313.0,2815.0,91512.0,1.3,26.0
13,13.0,13.0,11687.0,151931.0,,,,,1188.0,15450.0,1884.0,24492.0,713.0,9268.0,3785.0,101709.0,,,,,862.0,13053.0,1367.0,20692.0,517.0,7830.0,2746.0,94258.0,1.3,27.4
14,14.0,14.0,11687.0,163618.0,,,,,1188.0,16638.0,1884.0,26376.0,713.0,9981.0,3785.0,105495.0,,,,,841.0,13894.0,1333.0,22026.0,505.0,8335.0,2679.0,96937.0,1.3,28.7
15,15.0,15.0,11687.0,175305.0,,,,,1188.0,17826.0,1884.0,28260.0,713.0,10694.0,3785.0,109280.0,,,,,821.0,14714.0,1301.0,23327.0,492.0,8827.0,2614.0,99551.0,1.3,30.1
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,475.0,18302.0,754.0,29014.0,285.0,10979.0,1514.0,110794.0,,,,,325.0,15039.0,515.0,23842.0,195.0,9022.0,1035.0,100586.0,0.5,30.6
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,18302.0,0.0,29014.0,0.0,10979.0,0.0,110794.0,0,60000,0.0,-7317.0,0.0,15039.0,0.0,23842.0,0.0,9022.0,0.0,100586.0,0.0,30.6
