period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1385.0,1385.0,1788.0,1788.0,1180.0,1180.0,4353.0,54459.0,,,,,1351.0,1351.0,1744.0,1744.0,1152.0,1152.0,4247.0,54353.0,3.9,9.4
2,2.0,2.0,11687.0,23374.0,,,,,1385.0,2769.0,1788.0,3576.0,1180.0,2361.0,4353.0,58812.0,,,,,1318.0,2669.0,1702.0,3446.0,1124.0,2275.0,4143.0,58496.0,3.9,13.3
3,3.0,3.0,11687.0,35061.0,,,,,1385.0,4154.0,1788.0,5364.0,1180.0,3541.0,4353.0,63165.0,,,,,1286.0,3955.0,1660.0,5107.0,1096.0,3371.0,4042.0,62539.0,3.9,17.3
4,4.0,4.0,11687.0,46748.0,,,,,1385.0,5539.0,1788.0,7152.0,1180.0,4722.0,4353.0,67518.0,,,,,1254.0,5209.0,1620.0,6726.0,1069.0,4441.0,3944.0,66482.0,3.9,21.2
5,5.0,5.0,11687.0,58435.0,,,,,1385.0,6924.0,1788.0,8940.0,1180.0,5902.0,4353.0,71872.0,,,,,1224.0,6433.0,1580.0,8307.0,1043.0,5484.0,3848.0,70330.0,3.9,25.1
6,6.0,6.0,11687.0,70122.0,,,,,1385.0,8308.0,1788.0,10728.0,1180.0,7082.0,4353.0,76225.0,,,,,1194.0,7627.0,1542.0,9849.0,1018.0,6502.0,3754.0,74083.0,3.9,29.0
7,7.0,7.0,11687.0,81809.0,,,,,1385.0,9693.0,1788.0,12516.0,1180.0,8263.0,4353.0,80578.0,,,,,1165.0,8792.0,1504.0,11353.0,993.0,7495.0,3662.0,77746.0,3.9,33.0
8,8.0,8.0,11687.0,93496.0,,,,,1385.0,11078.0,1788.0,14304.0,1180.0,9443.0,4353.0,84931.0,,,,,1137.0,9929.0,1467.0,12820.0,969.0,8464.0,3573.0,81318.0,3.9,36.9
9,9.0,9.0,11687.0,105183.0,,,,,1385.0,12462.0,1788.0,16092.0,1180.0,10623.0,4353.0,89284.0,,,,,1109.0,11037.0,1432.0,14252.0,945.0,9409.0,3486.0,84804.0,3.9,40.8
10,10.0,10.0,11687.0,116870.0,,,,,1385.0,13847.0,1788.0,17880.0,1180.0,11804.0,4353.0,93637.0,,,,,1082.0,12119.0,1397.0,15649.0,922.0,10331.0,3401.0,88205.0,3.9,44.8
11,11.0,11.0,11687.0,128557.0,,,,,1385.0,15232.0,1788.0,19668.0,1180.0,12984.0,4353.0,97990.0,,,,,1055.0,13174.0,1363.0,17011.0,900.0,11230.0,3318.0,91522.0,3.9,48.7
12,12.0,12.0,11687.0,140244.0,,,,,1385.0,16617.0,1788.0,21456.0,1180.0,14165.0,4353.0,102343.0,,,,,1030.0,14204.0,1329.0,18341.0,878.0,12108.0,3237.0,94759.0,3.9,52.6
13,13.0,13.0,11687.0,151931.0,,,,,1385.0,18001.0,1788.0,23244.0,1180.0,15345.0,4353.0,106696.0,,,,,1005.0,15209.0,1297.0,19638.0,856.0,12964.0,3158.0,97917.0,3.9,56.5
14,14.0,14.0,11687.0,163618.0,,,,,1385.0,19386.0,1788.0,25032.0,1180.0,16525.0,4353.0,111049.0,,,,,980.0,16189.0,1265.0,20903.0,835.0,13800.0,3081.0,100998.0,3.9,60.5
15,15.0,15.0,11687.0,175305.0,,,,,1385.0,20771.0,1788.0,26820.0,1180.0,17706.0,4353.0,115403.0,,,,,956.0,17145.0,1235.0,22138.0,815.0,14615.0,3006.0,104003.0,3.9,64.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,554.0,21325.0,715.0,27535.0,472.0,18178.0,1741.0,117144.0,,,,,379.0,17523.0,489.0,22627.0,323.0,14938.0,1190.0,105194.0,1.6,66.0
post-use,15.4,16.94,0.0,179979.80000000002,0,50106,0,0,0.0,21325.0,0.0,27535.0,0.0,18178.0,0.0,117144.0,0,50106,0,0,0.0,17523.0,0.0,22627.0,0.0,14938.0,0.0,105194.0,0.0,66.0
