period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1896.0,1896.0,1788.0,1788.0,1169.0,1169.0,4854.0,26554.0,,,,,1850.0,1850.0,1744.0,1744.0,1141.0,1141.0,4735.0,26435.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1896.0,3793.0,1788.0,3576.0,1169.0,2338.0,4854.0,31407.0,,,,,1805.0,3655.0,1702.0,3446.0,1113.0,2253.0,4620.0,31055.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1896.0,5689.0,1788.0,5364.0,1169.0,3508.0,4854.0,36261.0,,,,,1761.0,5416.0,1660.0,5107.0,1086.0,3339.0,4507.0,35562.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1896.0,7585.0,1788.0,7152.0,1169.0,4677.0,4854.0,41114.0,,,,,1718.0,7134.0,1620.0,6726.0,1059.0,4398.0,4397.0,39959.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1896.0,9482.0,1788.0,8940.0,1169.0,5846.0,4854.0,45968.0,,,,,1676.0,8810.0,1580.0,8307.0,1033.0,5432.0,4290.0,44249.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1896.0,11378.0,1788.0,10728.0,1169.0,7015.0,4854.0,50821.0,,,,,1635.0,10445.0,1542.0,9849.0,1008.0,6440.0,4185.0,48434.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1896.0,13275.0,1788.0,12516.0,1169.0,8184.0,4854.0,55675.0,,,,,1595.0,12041.0,1504.0,11353.0,984.0,7424.0,4083.0,52517.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1896.0,15171.0,1788.0,14304.0,1169.0,9353.0,4854.0,60528.0,,,,,1556.0,13597.0,1467.0,12820.0,960.0,8383.0,3984.0,56501.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1896.0,17067.0,1788.0,16092.0,1169.0,10523.0,4854.0,65382.0,,,,,1518.0,15116.0,1432.0,14252.0,936.0,9319.0,3886.0,60387.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1896.0,18964.0,1788.0,17880.0,1169.0,11692.0,4854.0,70235.0,,,,,1481.0,16597.0,1397.0,15649.0,913.0,10233.0,3792.0,64178.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1896.0,20860.0,1788.0,19668.0,1169.0,12861.0,4854.0,75089.0,,,,,1445.0,18042.0,1363.0,17011.0,891.0,11124.0,3699.0,67878.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1896.0,22756.0,1788.0,21456.0,1169.0,14030.0,4854.0,79942.0,,,,,1410.0,19452.0,1329.0,18341.0,869.0,11993.0,3609.0,71486.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1896.0,24653.0,1788.0,23244.0,1169.0,15199.0,4854.0,84796.0,,,,,1376.0,20828.0,1297.0,19638.0,848.0,12841.0,3521.0,75007.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,265.0,24918.0,250.0,23494.0,164.0,15363.0,679.0,85475.0,,,,,192.0,21020.0,181.0,19819.0,118.0,12960.0,491.0,75498.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,24918.0,0.0,23494.0,0.0,15363.0,0.0,85475.0,0,21700,0,0,0.0,21020.0,0.0,19819.0,0.0,12960.0,0.0,75498.0,0.0,45.9
