period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1871.0,1871.0,1788.0,1788.0,1180.0,1180.0,4839.0,69046.0,,,,,1825.0,1825.0,1744.0,1744.0,1152.0,1152.0,4721.0,68928.0,5.4,10.9
2,2.0,2.0,11687.0,23374.0,,,,,1871.0,3741.0,1788.0,3576.0,1180.0,2361.0,4839.0,73885.0,,,,,1780.0,3605.0,1702.0,3446.0,1124.0,2275.0,4606.0,73534.0,5.4,16.2
3,3.0,3.0,11687.0,35061.0,,,,,1871.0,5612.0,1788.0,5364.0,1180.0,3541.0,4839.0,78724.0,,,,,1737.0,5342.0,1660.0,5107.0,1096.0,3371.0,4493.0,78027.0,5.4,21.6
4,4.0,4.0,11687.0,46748.0,,,,,1871.0,7482.0,1788.0,7152.0,1180.0,4722.0,4839.0,83563.0,,,,,1695.0,7037.0,1620.0,6726.0,1069.0,4441.0,4384.0,82411.0,5.4,27.0
5,5.0,5.0,11687.0,58435.0,,,,,1871.0,9353.0,1788.0,8940.0,1180.0,5902.0,4839.0,88402.0,,,,,1653.0,8690.0,1580.0,8307.0,1043.0,5484.0,4277.0,86688.0,5.4,32.4
6,6.0,6.0,11687.0,70122.0,,,,,1871.0,11223.0,1788.0,10728.0,1180.0,7082.0,4839.0,93241.0,,,,,1613.0,10303.0,1542.0,9849.0,1018.0,6502.0,4173.0,90861.0,5.4,37.8
7,7.0,7.0,11687.0,81809.0,,,,,1871.0,13094.0,1788.0,12516.0,1180.0,8263.0,4839.0,98080.0,,,,,1574.0,11877.0,1504.0,11353.0,993.0,7495.0,4071.0,94931.0,5.4,43.2
8,8.0,8.0,11687.0,93496.0,,,,,1871.0,14965.0,1788.0,14304.0,1180.0,9443.0,4839.0,102919.0,,,,,1535.0,13412.0,1467.0,12820.0,969.0,8464.0,3972.0,98903.0,5.4,48.6
9,9.0,9.0,11687.0,105183.0,,,,,1871.0,16835.0,1788.0,16092.0,1180.0,10623.0,4839.0,107758.0,,,,,1498.0,14910.0,1432.0,14252.0,945.0,9409.0,3875.0,102778.0,5.4,54.0
10,10.0,10.0,11687.0,116870.0,,,,,1871.0,18706.0,1788.0,17880.0,1180.0,11804.0,4839.0,112596.0,,,,,1461.0,16371.0,1397.0,15649.0,922.0,10331.0,3780.0,106558.0,5.4,59.4
11,11.0,11.0,11687.0,128557.0,,,,,1871.0,20576.0,1788.0,19668.0,1180.0,12984.0,4839.0,117435.0,,,,,1426.0,17797.0,1363.0,17011.0,900.0,11230.0,3688.0,110246.0,5.4,64.7
12,12.0,12.0,11687.0,140244.0,,,,,1871.0,22447.0,1788.0,21456.0,1180.0,14165.0,4839.0,122274.0,,,,,1391.0,19188.0,1329.0,18341.0,878.0,12108.0,3598.0,113844.0,5.4,70.1
13,13.0,13.0,11687.0,151931.0,,,,,1871.0,24317.0,1788.0,23244.0,1180.0,15345.0,4839.0,127113.0,,,,,1357.0,20545.0,1297.0,19638.0,856.0,12964.0,3510.0,117354.0,5.4,75.5
14,14.0,14.0,11687.0,163618.0,,,,,1871.0,26188.0,1788.0,25032.0,1180.0,16525.0,4839.0,131952.0,,,,,1324.0,21869.0,1265.0,20903.0,835.0,13800.0,3425.0,120779.0,5.4,80.9
15,15.0,15.0,11687.0,175305.0,,,,,1871.0,28058.0,1788.0,26820.0,1180.0,17706.0,4839.0,136791.0,,,,,1292.0,23160.0,1235.0,22138.0,815.0,14615.0,3341.0,124120.0,5.4,86.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,748.0,28807.0,715.0,27535.0,472.0,18178.0,1936.0,138727.0,,,,,512.0,23672.0,489.0,22627.0,323.0,14938.0,1323.0,125443.0,2.2,88.5
post-use,15.4,16.94,0.0,179979.80000000002,0,64207,0,0,0.0,28807.0,0.0,27535.0,0.0,18178.0,0.0,138727.0,0,64207,0,0,0.0,23672.0,0.0,22627.0,0.0,14938.0,0.0,125443.0,0.0,88.5
