period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,50106,50106,,,0.0,0.0,0.0,0.0,0.0,0.0,50106.0,50106.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1828.0,1828.0,1788.0,1788.0,1180.0,1180.0,4797.0,54903.0,,,,,1784.0,1784.0,1744.0,1744.0,1152.0,1152.0,4680.0,54786.0,3.9,9.4
2,2.0,2.0,11687.0,23374.0,,,,,1828.0,3657.0,1788.0,3576.0,1180.0,2361.0,4797.0,59700.0,,,,,1740.0,3524.0,1702.0,3446.0,1124.0,2275.0,4566.0,59352.0,3.9,13.3
3,3.0,3.0,11687.0,35061.0,,,,,1828.0,5485.0,1788.0,5364.0,1180.0,3541.0,4797.0,64497.0,,,,,1698.0,5222.0,1660.0,5107.0,1096.0,3371.0,4454.0,63806.0,3.9,17.3
4,4.0,4.0,11687.0,46748.0,,,,,1828.0,7314.0,1788.0,7152.0,1180.0,4722.0,4797.0,69293.0,,,,,1656.0,6879.0,1620.0,6726.0,1069.0,4441.0,4346.0,68152.0,3.9,21.2
5,5.0,5.0,11687.0,58435.0,,,,,1828.0,9142.0,1788.0,8940.0,1180.0,5902.0,4797.0,74090.0,,,,,1616.0,8495.0,1580.0,8307.0,1043.0,5484.0,4240.0,72391.0,3.9,25.1
6,6.0,6.0,11687.0,70122.0,,,,,1828.0,10971.0,1788.0,10728.0,1180.0,7082.0,4797.0,78887.0,,,,,1577.0,10071.0,1542.0,9849.0,1018.0,6502.0,4136.0,76528.0,3.9,29.0
7,7.0,7.0,11687.0,81809.0,,,,,1828.0,12799.0,1788.0,12516.0,1180.0,8263.0,4797.0,83684.0,,,,,1538.0,11610.0,1504.0,11353.0,993.0,7495.0,4035.0,80563.0,3.9,33.0
8,8.0,8.0,11687.0,93496.0,,,,,1828.0,14628.0,1788.0,14304.0,1180.0,9443.0,4797.0,88481.0,,,,,1501.0,13110.0,1467.0,12820.0,969.0,8464.0,3937.0,84500.0,3.9,36.9
9,9.0,9.0,11687.0,105183.0,,,,,1828.0,16456.0,1788.0,16092.0,1180.0,10623.0,4797.0,93278.0,,,,,1464.0,14574.0,1432.0,14252.0,945.0,9409.0,3841.0,88341.0,3.9,40.8
10,10.0,10.0,11687.0,116870.0,,,,,1828.0,18285.0,1788.0,17880.0,1180.0,11804.0,4797.0,98074.0,,,,,1428.0,16003.0,1397.0,15649.0,922.0,10331.0,3747.0,92088.0,3.9,44.8
11,11.0,11.0,11687.0,128557.0,,,,,1828.0,20113.0,1788.0,19668.0,1180.0,12984.0,4797.0,102871.0,,,,,1394.0,17396.0,1363.0,17011.0,900.0,11230.0,3656.0,95744.0,3.9,48.7
12,12.0,12.0,11687.0,140244.0,,,,,1828.0,21941.0,1788.0,21456.0,1180.0,14165.0,4797.0,107668.0,,,,,1360.0,18756.0,1329.0,18341.0,878.0,12108.0,3567.0,99311.0,3.9,52.6
13,13.0,13.0,11687.0,151931.0,,,,,1828.0,23770.0,1788.0,23244.0,1180.0,15345.0,4797.0,112465.0,,,,,1326.0,20082.0,1297.0,19638.0,856.0,12964.0,3480.0,102791.0,3.9,56.5
14,14.0,14.0,11687.0,163618.0,,,,,1828.0,25598.0,1788.0,25032.0,1180.0,16525.0,4797.0,117262.0,,,,,1294.0,21376.0,1265.0,20903.0,835.0,13800.0,3395.0,106185.0,3.9,60.5
15,15.0,15.0,11687.0,175305.0,,,,,1828.0,27427.0,1788.0,26820.0,1180.0,17706.0,4797.0,122059.0,,,,,1262.0,22639.0,1235.0,22138.0,815.0,14615.0,3312.0,109497.0,3.9,64.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,731.0,28158.0,715.0,27535.0,472.0,18178.0,1919.0,123977.0,,,,,500.0,23139.0,489.0,22627.0,323.0,14938.0,1312.0,110809.0,1.6,66.0
post-use,15.4,16.94,0.0,179979.80000000002,0,50106,0,0,0.0,28158.0,0.0,27535.0,0.0,18178.0,0.0,123977.0,0,50106,0,0,0.0,23139.0,0.0,22627.0,0.0,14938.0,0.0,110809.0,0.0,66.0
