period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1348.0,1348.0,1788.0,1788.0,1169.0,1169.0,4306.0,56242.0,,,,,1316.0,1316.0,1744.0,1744.0,1141.0,1141.0,4201.0,56137.0,3.3,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1348.0,2697.0,1788.0,3576.0,1169.0,2338.0,4306.0,60548.0,,,,,1283.0,2599.0,1702.0,3446.0,1113.0,2253.0,4098.0,60235.0,3.3,12.0
3,3.0,3.0,11576.0,34728.0,,,,,1348.0,4045.0,1788.0,5364.0,1169.0,3508.0,4306.0,64853.0,,,,,1252.0,3851.0,1660.0,5107.0,1086.0,3339.0,3998.0,64234.0,3.3,15.3
4,4.0,4.0,11576.0,46304.0,,,,,1348.0,5394.0,1788.0,7152.0,1169.0,4677.0,4306.0,69159.0,,,,,1222.0,5073.0,1620.0,6726.0,1059.0,4398.0,3901.0,68134.0,3.3,18.5
5,5.0,5.0,11576.0,57880.0,,,,,1348.0,6742.0,1788.0,8940.0,1169.0,5846.0,4306.0,73465.0,,,,,1192.0,6265.0,1580.0,8307.0,1033.0,5432.0,3806.0,71940.0,3.3,21.8
6,6.0,6.0,11576.0,69456.0,,,,,1348.0,8091.0,1788.0,10728.0,1169.0,7015.0,4306.0,77770.0,,,,,1163.0,7428.0,1542.0,9849.0,1008.0,6440.0,3713.0,75653.0,3.3,25.0
7,7.0,7.0,11576.0,81032.0,,,,,1348.0,9439.0,1788.0,12516.0,1169.0,8184.0,4306.0,82076.0,,,,,1134.0,8562.0,1504.0,11353.0,984.0,7424.0,3622.0,79275.0,3.3,28.3
8,8.0,8.0,11576.0,92608.0,,,,,1348.0,10788.0,1788.0,14304.0,1169.0,9353.0,4306.0,86382.0,,,,,1107.0,9669.0,1467.0,12820.0,960.0,8383.0,3534.0,82809.0,3.3,31.6
9,9.0,9.0,11576.0,104184.0,,,,,1348.0,12136.0,1788.0,16092.0,1169.0,10523.0,4306.0,90687.0,,,,,1080.0,10748.0,1432.0,14252.0,936.0,9319.0,3448.0,86256.0,3.3,34.8
10,10.0,10.0,11576.0,115760.0,,,,,1348.0,13485.0,1788.0,17880.0,1169.0,11692.0,4306.0,94993.0,,,,,1053.0,11802.0,1397.0,15649.0,913.0,10233.0,3364.0,89620.0,3.3,38.1
11,11.0,11.0,11576.0,127336.0,,,,,1348.0,14833.0,1788.0,19668.0,1169.0,12861.0,4306.0,99299.0,,,,,1028.0,12830.0,1363.0,17011.0,891.0,11124.0,3282.0,92901.0,3.3,41.3
12,12.0,12.0,11576.0,138912.0,,,,,1348.0,16182.0,1788.0,21456.0,1169.0,14030.0,4306.0,103604.0,,,,,1003.0,13832.0,1329.0,18341.0,869.0,11993.0,3201.0,96103.0,3.3,44.6
13,13.0,13.0,11576.0,150488.0,,,,,1348.0,17530.0,1788.0,23244.0,1169.0,15199.0,4306.0,107910.0,,,,,978.0,14810.0,1297.0,19638.0,848.0,12841.0,3123.0,99226.0,3.3,47.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,189.0,17719.0,250.0,23494.0,164.0,15363.0,603.0,108513.0,,,,,136.0,14947.0,181.0,19819.0,118.0,12960.0,436.0,99662.0,0.5,48.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,51936.0,0,0,0.0,17719.0,0.0,23494.0,0.0,15363.0,0.0,108513.0,0.0,51936.0,0,0,0.0,14947.0,0.0,19819.0,0.0,12960.0,0.0,99662.0,0.0,48.3
