period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,47196.0,47196.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47196.0,47196.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1996.0,1996.0,1788.0,1788.0,1169.0,1169.0,4953.0,52149.0,,,,,1948.0,1948.0,1744.0,1744.0,1141.0,1141.0,4833.0,52028.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1996.0,3992.0,1788.0,3576.0,1169.0,2338.0,4953.0,57102.0,,,,,1900.0,3848.0,1702.0,3446.0,1113.0,2253.0,4715.0,56743.0,3.2,11.9
3,3.0,3.0,11576.0,34728.0,,,,,1996.0,5989.0,1788.0,5364.0,1169.0,3508.0,4953.0,62056.0,,,,,1854.0,5701.0,1660.0,5107.0,1086.0,3339.0,4600.0,61343.0,3.2,15.1
4,4.0,4.0,11576.0,46304.0,,,,,1996.0,7985.0,1788.0,7152.0,1169.0,4677.0,4953.0,67009.0,,,,,1808.0,7510.0,1620.0,6726.0,1059.0,4398.0,4488.0,65830.0,3.2,18.3
5,5.0,5.0,11576.0,57880.0,,,,,1996.0,9981.0,1788.0,8940.0,1169.0,5846.0,4953.0,71963.0,,,,,1764.0,9274.0,1580.0,8307.0,1033.0,5432.0,4378.0,70208.0,3.2,21.5
6,6.0,6.0,11576.0,69456.0,,,,,1996.0,11977.0,1788.0,10728.0,1169.0,7015.0,4953.0,76916.0,,,,,1721.0,10995.0,1542.0,9849.0,1008.0,6440.0,4271.0,74479.0,3.2,24.7
7,7.0,7.0,11576.0,81032.0,,,,,1996.0,13974.0,1788.0,12516.0,1169.0,8184.0,4953.0,81869.0,,,,,1679.0,12675.0,1504.0,11353.0,984.0,7424.0,4167.0,78647.0,3.2,27.9
8,8.0,8.0,11576.0,92608.0,,,,,1996.0,15970.0,1788.0,14304.0,1169.0,9353.0,4953.0,86823.0,,,,,1638.0,14313.0,1467.0,12820.0,960.0,8383.0,4065.0,82712.0,3.2,31.1
9,9.0,9.0,11576.0,104184.0,,,,,1996.0,17966.0,1788.0,16092.0,1169.0,10523.0,4953.0,91776.0,,,,,1598.0,15912.0,1432.0,14252.0,936.0,9319.0,3966.0,86678.0,3.2,34.3
10,10.0,10.0,11576.0,115760.0,,,,,1996.0,19962.0,1788.0,17880.0,1169.0,11692.0,4953.0,96730.0,,,,,1559.0,17471.0,1397.0,15649.0,913.0,10233.0,3870.0,90548.0,3.2,37.5
11,11.0,11.0,11576.0,127336.0,,,,,1996.0,21959.0,1788.0,19668.0,1169.0,12861.0,4953.0,101683.0,,,,,1521.0,18993.0,1363.0,17011.0,891.0,11124.0,3775.0,94323.0,3.2,40.7
12,12.0,12.0,11576.0,138912.0,,,,,1996.0,23955.0,1788.0,21456.0,1169.0,14030.0,4953.0,106636.0,,,,,1484.0,20477.0,1329.0,18341.0,869.0,11993.0,3683.0,98006.0,3.2,43.9
13,13.0,13.0,11576.0,150488.0,,,,,1996.0,25951.0,1788.0,23244.0,1169.0,15199.0,4953.0,111590.0,,,,,1448.0,21925.0,1297.0,19638.0,848.0,12841.0,3593.0,101600.0,3.2,47.1
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,279.0,26230.0,250.0,23494.0,164.0,15363.0,693.0,112283.0,,,,,202.0,22127.0,181.0,19819.0,118.0,12960.0,501.0,102101.0,0.4,47.6
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,47196.0,0,0,0.0,26230.0,0.0,23494.0,0.0,15363.0,0.0,112283.0,0.0,47196.0,0,0,0.0,22127.0,0.0,19819.0,0.0,12960.0,0.0,102101.0,0.0,47.6
