period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1822.0,1822.0,1788.0,1788.0,1180.0,1180.0,4790.0,67535.0,,,,,1777.0,1777.0,1744.0,1744.0,1152.0,1152.0,4673.0,67418.0,4.6,10.1
2,2.0,2.0,11687.0,23374.0,,,,,1822.0,3644.0,1788.0,3576.0,1180.0,2361.0,4790.0,72325.0,,,,,1734.0,3511.0,1702.0,3446.0,1124.0,2275.0,4559.0,71977.0,4.6,14.7
3,3.0,3.0,11687.0,35061.0,,,,,1822.0,5465.0,1788.0,5364.0,1180.0,3541.0,4790.0,77115.0,,,,,1692.0,5203.0,1660.0,5107.0,1096.0,3371.0,4448.0,76425.0,4.6,19.3
4,4.0,4.0,11687.0,46748.0,,,,,1822.0,7287.0,1788.0,7152.0,1180.0,4722.0,4790.0,81905.0,,,,,1650.0,6854.0,1620.0,6726.0,1069.0,4441.0,4340.0,80765.0,4.6,23.9
5,5.0,5.0,11687.0,58435.0,,,,,1822.0,9109.0,1788.0,8940.0,1180.0,5902.0,4790.0,86695.0,,,,,1610.0,8464.0,1580.0,8307.0,1043.0,5484.0,4234.0,84999.0,4.6,28.5
6,6.0,6.0,11687.0,70122.0,,,,,1822.0,10931.0,1788.0,10728.0,1180.0,7082.0,4790.0,91485.0,,,,,1571.0,10035.0,1542.0,9849.0,1018.0,6502.0,4131.0,89129.0,4.6,33.1
7,7.0,7.0,11687.0,81809.0,,,,,1822.0,12752.0,1788.0,12516.0,1180.0,8263.0,4790.0,96276.0,,,,,1533.0,11567.0,1504.0,11353.0,993.0,7495.0,4030.0,93159.0,4.6,37.7
8,8.0,8.0,11687.0,93496.0,,,,,1822.0,14574.0,1788.0,14304.0,1180.0,9443.0,4790.0,101066.0,,,,,1495.0,13062.0,1467.0,12820.0,969.0,8464.0,3932.0,97091.0,4.6,42.3
9,9.0,9.0,11687.0,105183.0,,,,,1822.0,16396.0,1788.0,16092.0,1180.0,10623.0,4790.0,105856.0,,,,,1459.0,14521.0,1432.0,14252.0,945.0,9409.0,3836.0,100926.0,4.6,46.9
10,10.0,10.0,11687.0,116870.0,,,,,1822.0,18218.0,1788.0,17880.0,1180.0,11804.0,4790.0,110646.0,,,,,1423.0,15944.0,1397.0,15649.0,922.0,10331.0,3742.0,104668.0,4.6,51.5
11,11.0,11.0,11687.0,128557.0,,,,,1822.0,20040.0,1788.0,19668.0,1180.0,12984.0,4790.0,115436.0,,,,,1388.0,17333.0,1363.0,17011.0,900.0,11230.0,3651.0,108319.0,4.6,56.1
12,12.0,12.0,11687.0,140244.0,,,,,1822.0,21861.0,1788.0,21456.0,1180.0,14165.0,4790.0,120226.0,,,,,1355.0,18687.0,1329.0,18341.0,878.0,12108.0,3562.0,111881.0,4.6,60.7
13,13.0,13.0,11687.0,151931.0,,,,,1822.0,23683.0,1788.0,23244.0,1180.0,15345.0,4790.0,125017.0,,,,,1322.0,20009.0,1297.0,19638.0,856.0,12964.0,3475.0,115356.0,4.6,65.3
14,14.0,14.0,11687.0,163618.0,,,,,1822.0,25505.0,1788.0,25032.0,1180.0,16525.0,4790.0,129807.0,,,,,1289.0,21298.0,1265.0,20903.0,835.0,13800.0,3390.0,118746.0,4.6,69.9
15,15.0,15.0,11687.0,175305.0,,,,,1822.0,27327.0,1788.0,26820.0,1180.0,17706.0,4790.0,134597.0,,,,,1258.0,22556.0,1235.0,22138.0,815.0,14615.0,3307.0,122053.0,4.6,74.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,729.0,28055.0,715.0,27535.0,472.0,18178.0,1916.0,136513.0,,,,,498.0,23054.0,489.0,22627.0,323.0,14938.0,1310.0,123363.0,1.8,76.3
post-use,15.4,16.94,0.0,179979.80000000002,0.0,62744.0,0,0,0.0,28055.0,0.0,27535.0,0.0,18178.0,0.0,136513.0,0.0,62744.0,0,0,0.0,23054.0,0.0,22627.0,0.0,14938.0,0.0,123363.0,0.0,76.3
