period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,688.0,688.0,1884.0,1884.0,706.0,706.0,-4222.0,55778.0,,,-7317.0,-7317.0,671.0,671.0,1838.0,1838.0,689.0,689.0,-4119.0,55881.0,0.9,10.7
2,2.0,2.0,11576.0,23152.0,,,,,688.0,1375.0,1884.0,3768.0,706.0,1412.0,3278.0,59055.0,,,,,654.0,1325.0,1793.0,3631.0,672.0,1361.0,3120.0,59000.0,0.9,11.6
3,3.0,3.0,11576.0,34728.0,,,,,688.0,2063.0,1884.0,5652.0,706.0,2118.0,3278.0,62333.0,,,,,638.0,1964.0,1749.0,5381.0,656.0,2017.0,3044.0,62044.0,0.9,12.6
4,4.0,4.0,11576.0,46304.0,,,,,688.0,2750.0,1884.0,7536.0,706.0,2825.0,3278.0,65611.0,,,,,623.0,2587.0,1707.0,7088.0,640.0,2656.0,2969.0,65014.0,0.9,13.5
5,5.0,5.0,11576.0,57880.0,,,,,688.0,3438.0,1884.0,9420.0,706.0,3531.0,3278.0,68889.0,,,,,608.0,3194.0,1665.0,8753.0,624.0,3281.0,2897.0,67911.0,0.9,14.4
6,6.0,6.0,11576.0,69456.0,,,,,688.0,4125.0,1884.0,11304.0,706.0,4237.0,3278.0,72166.0,,,,,593.0,3787.0,1625.0,10377.0,609.0,3889.0,2826.0,70737.0,0.9,15.3
7,7.0,7.0,11576.0,81032.0,,,,,688.0,4813.0,1884.0,13188.0,706.0,4943.0,3278.0,75444.0,,,,,578.0,4366.0,1585.0,11962.0,594.0,4484.0,2757.0,73494.0,0.9,16.2
8,8.0,8.0,11576.0,92608.0,,,,,688.0,5501.0,1884.0,15072.0,706.0,5649.0,3278.0,78722.0,,,,,564.0,4930.0,1546.0,13509.0,580.0,5063.0,2690.0,76185.0,0.9,17.1
9,9.0,9.0,11576.0,104184.0,,,,,688.0,6188.0,1884.0,16956.0,706.0,6355.0,3278.0,81999.0,,,,,551.0,5481.0,1509.0,15017.0,565.0,5629.0,2625.0,78809.0,0.9,18.0
10,10.0,10.0,11576.0,115760.0,,,,,688.0,6876.0,1884.0,18840.0,706.0,7061.0,3278.0,85277.0,,,,,537.0,6018.0,1472.0,16489.0,552.0,6180.0,2561.0,81370.0,0.9,18.9
11,11.0,11.0,11576.0,127336.0,,,,,688.0,7563.0,1884.0,20724.0,706.0,7767.0,3278.0,88555.0,,,,,524.0,6542.0,1436.0,17925.0,538.0,6718.0,2498.0,83868.0,0.9,19.9
12,12.0,12.0,11576.0,138912.0,,,,,688.0,8251.0,1884.0,22608.0,706.0,8474.0,3278.0,91833.0,,,,,511.0,7053.0,1401.0,19326.0,525.0,7243.0,2437.0,86305.0,0.9,20.8
13,13.0,13.0,11576.0,150488.0,,,,,688.0,8938.0,1884.0,24492.0,706.0,9180.0,3278.0,95110.0,,,,,499.0,7552.0,1367.0,20692.0,512.0,7756.0,2378.0,88683.0,0.9,21.7
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,96.0,9035.0,264.0,24756.0,99.0,9279.0,459.0,95569.0,,,,,70.0,7621.0,191.0,20883.0,71.0,7827.0,332.0,89014.0,0.1,21.8
post-use,13.14,14.454000000000002,0.0,152108.64,0,60000,0,-7500,0.0,9035.0,0.0,24756.0,0.0,9279.0,0.0,95569.0,0,60000,0.0,-7317.0,0.0,7621.0,0.0,20883.0,0.0,7827.0,0.0,89014.0,0.0,21.8
