period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2125.0,2125.0,1788.0,1788.0,1180.0,1180.0,5093.0,67837.0,,,,,2073.0,2073.0,1744.0,1744.0,1152.0,1152.0,4969.0,67713.0,4.6,10.1
2,2.0,2.0,11687.0,23374.0,,,,,2125.0,4249.0,1788.0,3576.0,1180.0,2361.0,5093.0,72930.0,,,,,2022.0,4095.0,1702.0,3446.0,1124.0,2275.0,4848.0,72561.0,4.6,14.7
3,3.0,3.0,11687.0,35061.0,,,,,2125.0,6374.0,1788.0,5364.0,1180.0,3541.0,5093.0,78023.0,,,,,1973.0,6068.0,1660.0,5107.0,1096.0,3371.0,4729.0,77290.0,4.6,19.3
4,4.0,4.0,11687.0,46748.0,,,,,2125.0,8498.0,1788.0,7152.0,1180.0,4722.0,5093.0,83116.0,,,,,1925.0,7993.0,1620.0,6726.0,1069.0,4441.0,4614.0,81904.0,4.6,23.9
5,5.0,5.0,11687.0,58435.0,,,,,2125.0,10623.0,1788.0,8940.0,1180.0,5902.0,5093.0,88209.0,,,,,1878.0,9870.0,1580.0,8307.0,1043.0,5484.0,4501.0,86405.0,4.6,28.5
6,6.0,6.0,11687.0,70122.0,,,,,2125.0,12747.0,1788.0,10728.0,1180.0,7082.0,5093.0,93302.0,,,,,1832.0,11702.0,1542.0,9849.0,1018.0,6502.0,4392.0,90797.0,4.6,33.1
7,7.0,7.0,11687.0,81809.0,,,,,2125.0,14872.0,1788.0,12516.0,1180.0,8263.0,5093.0,98395.0,,,,,1787.0,13490.0,1504.0,11353.0,993.0,7495.0,4285.0,95081.0,4.6,37.7
8,8.0,8.0,11687.0,93496.0,,,,,2125.0,16996.0,1788.0,14304.0,1180.0,9443.0,5093.0,103488.0,,,,,1744.0,15233.0,1467.0,12820.0,969.0,8464.0,4180.0,99261.0,4.6,42.3
9,9.0,9.0,11687.0,105183.0,,,,,2125.0,19121.0,1788.0,16092.0,1180.0,10623.0,5093.0,108581.0,,,,,1701.0,16935.0,1432.0,14252.0,945.0,9409.0,4078.0,103339.0,4.6,46.9
10,10.0,10.0,11687.0,116870.0,,,,,2125.0,21246.0,1788.0,17880.0,1180.0,11804.0,5093.0,113674.0,,,,,1660.0,18594.0,1397.0,15649.0,922.0,10331.0,3979.0,107318.0,4.6,51.5
11,11.0,11.0,11687.0,128557.0,,,,,2125.0,23370.0,1788.0,19668.0,1180.0,12984.0,5093.0,118767.0,,,,,1619.0,20213.0,1363.0,17011.0,900.0,11230.0,3882.0,111200.0,4.6,56.1
12,12.0,12.0,11687.0,140244.0,,,,,2125.0,25495.0,1788.0,21456.0,1180.0,14165.0,5093.0,123860.0,,,,,1580.0,21793.0,1329.0,18341.0,878.0,12108.0,3787.0,114987.0,4.6,60.7
13,13.0,13.0,11687.0,151931.0,,,,,2125.0,27619.0,1788.0,23244.0,1180.0,15345.0,5093.0,128953.0,,,,,1541.0,23334.0,1297.0,19638.0,856.0,12964.0,3695.0,118681.0,4.6,65.3
14,14.0,14.0,11687.0,163618.0,,,,,2125.0,29744.0,1788.0,25032.0,1180.0,16525.0,5093.0,134045.0,,,,,1504.0,24838.0,1265.0,20903.0,835.0,13800.0,3604.0,122285.0,4.6,69.9
15,15.0,15.0,11687.0,175305.0,,,,,2125.0,31868.0,1788.0,26820.0,1180.0,17706.0,5093.0,139138.0,,,,,1467.0,26305.0,1235.0,22138.0,815.0,14615.0,3516.0,125802.0,4.6,74.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,850.0,32718.0,715.0,27535.0,472.0,18178.0,2037.0,141176.0,,,,,581.0,26886.0,489.0,22627.0,323.0,14938.0,1393.0,127195.0,1.8,76.3
post-use,15.4,16.94,0.0,179979.80000000002,0.0,62744.0,0,0,0.0,32718.0,0.0,27535.0,0.0,18178.0,0.0,141176.0,0.0,62744.0,0,0,0.0,26886.0,0.0,22627.0,0.0,14938.0,0.0,127195.0,0.0,76.3
