period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,789.0,789.0,1884.0,1884.0,713.0,713.0,-4114.0,55886.0,,,-7317.0,-7317.0,770.0,770.0,1838.0,1838.0,696.0,696.0,-4014.0,55986.0,1.1,10.9
2,2.0,2.0,11687.0,23374.0,,,,,789.0,1578.0,1884.0,3768.0,713.0,1426.0,3386.0,59272.0,,,,,751.0,1521.0,1793.0,3631.0,679.0,1374.0,3223.0,59209.0,1.1,12.1
3,3.0,3.0,11687.0,35061.0,,,,,789.0,2368.0,1884.0,5652.0,713.0,2139.0,3386.0,62658.0,,,,,733.0,2254.0,1749.0,5381.0,662.0,2036.0,3144.0,62354.0,1.1,13.2
4,4.0,4.0,11687.0,46748.0,,,,,789.0,3157.0,1884.0,7536.0,713.0,2852.0,3386.0,66045.0,,,,,715.0,2969.0,1707.0,7088.0,646.0,2682.0,3068.0,65422.0,1.1,14.3
5,5.0,5.0,11687.0,58435.0,,,,,789.0,3946.0,1884.0,9420.0,713.0,3565.0,3386.0,69431.0,,,,,698.0,3667.0,1665.0,8753.0,630.0,3312.0,2993.0,68414.0,1.1,15.4
6,6.0,6.0,11687.0,70122.0,,,,,789.0,4735.0,1884.0,11304.0,713.0,4277.0,3386.0,72817.0,,,,,681.0,4347.0,1625.0,10377.0,615.0,3927.0,2920.0,71334.0,1.1,16.5
7,7.0,7.0,11687.0,81809.0,,,,,789.0,5525.0,1884.0,13188.0,713.0,4990.0,3386.0,76203.0,,,,,664.0,5011.0,1585.0,11962.0,600.0,4527.0,2849.0,74183.0,1.1,17.6
8,8.0,8.0,11687.0,93496.0,,,,,789.0,6314.0,1884.0,15072.0,713.0,5703.0,3386.0,79589.0,,,,,648.0,5659.0,1546.0,13509.0,585.0,5112.0,2779.0,76962.0,1.1,18.8
9,9.0,9.0,11687.0,105183.0,,,,,789.0,7103.0,1884.0,16956.0,713.0,6416.0,3386.0,82975.0,,,,,632.0,6291.0,1509.0,15017.0,571.0,5682.0,2711.0,79674.0,1.1,19.9
10,10.0,10.0,11687.0,116870.0,,,,,789.0,7892.0,1884.0,18840.0,713.0,7129.0,3386.0,86362.0,,,,,617.0,6908.0,1472.0,16489.0,557.0,6239.0,2645.0,82319.0,1.1,21.0
11,11.0,11.0,11687.0,128557.0,,,,,789.0,8682.0,1884.0,20724.0,713.0,7842.0,3386.0,89748.0,,,,,602.0,7509.0,1436.0,17925.0,543.0,6783.0,2581.0,84899.0,1.1,22.1
12,12.0,12.0,11687.0,140244.0,,,,,789.0,9471.0,1884.0,22608.0,713.0,8555.0,3386.0,93134.0,,,,,587.0,8096.0,1401.0,19326.0,530.0,7313.0,2518.0,87417.0,1.1,23.2
13,13.0,13.0,11687.0,151931.0,,,,,789.0,10260.0,1884.0,24492.0,713.0,9268.0,3386.0,96520.0,,,,,573.0,8668.0,1367.0,20692.0,517.0,7830.0,2456.0,89874.0,1.1,24.3
14,14.0,14.0,11687.0,163618.0,,,,,789.0,11049.0,1884.0,26376.0,713.0,9981.0,3386.0,99906.0,,,,,559.0,9227.0,1333.0,22026.0,505.0,8335.0,2396.0,92270.0,1.1,25.5
15,15.0,15.0,11687.0,175305.0,,,,,789.0,11839.0,1884.0,28260.0,713.0,10694.0,3386.0,103292.0,,,,,545.0,9772.0,1301.0,23327.0,492.0,8827.0,2338.0,94608.0,1.1,26.6
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,316.0,12154.0,754.0,29014.0,285.0,10979.0,1354.0,104647.0,,,,,216.0,9988.0,515.0,23842.0,195.0,9022.0,926.0,95534.0,0.4,27.0
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,12154.0,0.0,29014.0,0.0,10979.0,0.0,104647.0,0,60000,0.0,-7317.0,0.0,9988.0,0.0,23842.0,0.0,9022.0,0.0,95534.0,0.0,27.0
