period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,1800.0,1800.0,1884.0,1884.0,713.0,713.0,-3103.0,66027.0,,,-7317.0,-7317.0,1756.0,1756.0,1838.0,1838.0,696.0,696.0,-3028.0,66102.0,2.2,12.0
2,2.0,2.0,11687.0,23374.0,,,,,1800.0,3600.0,1884.0,3768.0,713.0,1426.0,4397.0,70423.0,,,,,1713.0,3469.0,1793.0,3631.0,679.0,1374.0,4185.0,70287.0,2.2,14.2
3,3.0,3.0,11687.0,35061.0,,,,,1800.0,5399.0,1884.0,5652.0,713.0,2139.0,4397.0,74820.0,,,,,1671.0,5140.0,1749.0,5381.0,662.0,2036.0,4083.0,74370.0,2.2,16.4
4,4.0,4.0,11687.0,46748.0,,,,,1800.0,7199.0,1884.0,7536.0,713.0,2852.0,4397.0,79217.0,,,,,1631.0,6771.0,1707.0,7088.0,646.0,2682.0,3983.0,78353.0,2.2,18.5
5,5.0,5.0,11687.0,58435.0,,,,,1800.0,8999.0,1884.0,9420.0,713.0,3565.0,4397.0,83614.0,,,,,1591.0,8362.0,1665.0,8753.0,630.0,3312.0,3886.0,82239.0,2.2,20.7
6,6.0,6.0,11687.0,70122.0,,,,,1800.0,10799.0,1884.0,11304.0,713.0,4277.0,4397.0,88010.0,,,,,1552.0,9914.0,1625.0,10377.0,615.0,3927.0,3791.0,86031.0,2.2,22.9
7,7.0,7.0,11687.0,81809.0,,,,,1800.0,12599.0,1884.0,13188.0,713.0,4990.0,4397.0,92407.0,,,,,1514.0,11428.0,1585.0,11962.0,600.0,4527.0,3699.0,89729.0,2.2,25.1
8,8.0,8.0,11687.0,93496.0,,,,,1800.0,14398.0,1884.0,15072.0,713.0,5703.0,4397.0,96804.0,,,,,1477.0,12905.0,1546.0,13509.0,585.0,5112.0,3609.0,93338.0,2.2,27.2
9,9.0,9.0,11687.0,105183.0,,,,,1800.0,16198.0,1884.0,16956.0,713.0,6416.0,4397.0,101200.0,,,,,1441.0,14346.0,1509.0,15017.0,571.0,5682.0,3521.0,96858.0,2.2,29.4
10,10.0,10.0,11687.0,116870.0,,,,,1800.0,17998.0,1884.0,18840.0,713.0,7129.0,4397.0,105597.0,,,,,1406.0,15752.0,1472.0,16489.0,557.0,6239.0,3435.0,100293.0,2.2,31.6
11,11.0,11.0,11687.0,128557.0,,,,,1800.0,19798.0,1884.0,20724.0,713.0,7842.0,4397.0,109994.0,,,,,1372.0,17124.0,1436.0,17925.0,543.0,6783.0,3351.0,103644.0,2.2,33.8
12,12.0,12.0,11687.0,140244.0,,,,,1800.0,21598.0,1884.0,22608.0,713.0,8555.0,4397.0,114390.0,,,,,1338.0,18462.0,1401.0,19326.0,530.0,7313.0,3269.0,106913.0,2.2,35.9
13,13.0,13.0,11687.0,151931.0,,,,,1800.0,23397.0,1884.0,24492.0,713.0,9268.0,4397.0,118787.0,,,,,1306.0,19768.0,1367.0,20692.0,517.0,7830.0,3189.0,110103.0,2.2,38.1
14,14.0,14.0,11687.0,163618.0,,,,,1800.0,25197.0,1884.0,26376.0,713.0,9981.0,4397.0,123184.0,,,,,1274.0,21041.0,1333.0,22026.0,505.0,8335.0,3112.0,113214.0,2.2,40.3
15,15.0,15.0,11687.0,175305.0,,,,,1800.0,26997.0,1884.0,28260.0,713.0,10694.0,4397.0,127581.0,,,,,1243.0,22284.0,1301.0,23327.0,492.0,8827.0,3036.0,116250.0,2.2,42.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,720.0,27717.0,754.0,29014.0,285.0,10979.0,1759.0,129339.0,,,,,492.0,22776.0,515.0,23842.0,195.0,9022.0,1202.0,117453.0,0.9,43.3
post-use,15.4,16.94,0.0,179979.80000000002,0,69130,0,-7500,0.0,27717.0,0.0,29014.0,0.0,10979.0,0.0,129339.0,0,69130,0.0,-7317.0,0.0,22776.0,0.0,23842.0,0.0,9022.0,0.0,117453.0,0.0,43.3
