period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,639.0,639.0,1884.0,1884.0,706.0,706.0,-4271.0,24729.0,,,-7317.0,-7317.0,623.0,623.0,1838.0,1838.0,689.0,689.0,-4167.0,24833.0,0.8,10.6
2,2.0,2.0,11576.0,23152.0,,,,,639.0,1277.0,1884.0,3768.0,706.0,1412.0,3229.0,27957.0,,,,,608.0,1231.0,1793.0,3631.0,672.0,1361.0,3073.0,27906.0,0.8,11.4
3,3.0,3.0,11576.0,34728.0,,,,,639.0,1916.0,1884.0,5652.0,706.0,2118.0,3229.0,31186.0,,,,,593.0,1824.0,1749.0,5381.0,656.0,2017.0,2998.0,30904.0,0.8,12.2
4,4.0,4.0,11576.0,46304.0,,,,,639.0,2554.0,1884.0,7536.0,706.0,2825.0,3229.0,34415.0,,,,,578.0,2402.0,1707.0,7088.0,640.0,2656.0,2925.0,33829.0,0.8,12.9
5,5.0,5.0,11576.0,57880.0,,,,,639.0,3193.0,1884.0,9420.0,706.0,3531.0,3229.0,37643.0,,,,,564.0,2967.0,1665.0,8753.0,624.0,3281.0,2854.0,36683.0,0.8,13.7
6,6.0,6.0,11576.0,69456.0,,,,,639.0,3831.0,1884.0,11304.0,706.0,4237.0,3229.0,40872.0,,,,,551.0,3517.0,1625.0,10377.0,609.0,3889.0,2784.0,39467.0,0.8,14.5
7,7.0,7.0,11576.0,81032.0,,,,,639.0,4470.0,1884.0,13188.0,706.0,4943.0,3229.0,44101.0,,,,,537.0,4054.0,1585.0,11962.0,594.0,4484.0,2716.0,42183.0,0.8,15.3
8,8.0,8.0,11576.0,92608.0,,,,,639.0,5108.0,1884.0,15072.0,706.0,5649.0,3229.0,47329.0,,,,,524.0,4578.0,1546.0,13509.0,580.0,5063.0,2650.0,44833.0,0.8,16.1
9,9.0,9.0,11576.0,104184.0,,,,,639.0,5747.0,1884.0,16956.0,706.0,6355.0,3229.0,50558.0,,,,,511.0,5090.0,1509.0,15017.0,565.0,5629.0,2585.0,47418.0,0.8,16.8
10,10.0,10.0,11576.0,115760.0,,,,,639.0,6385.0,1884.0,18840.0,706.0,7061.0,3229.0,53787.0,,,,,499.0,5588.0,1472.0,16489.0,552.0,6180.0,2522.0,49940.0,0.8,17.6
11,11.0,11.0,11576.0,127336.0,,,,,639.0,7024.0,1884.0,20724.0,706.0,7767.0,3229.0,57015.0,,,,,487.0,6075.0,1436.0,17925.0,538.0,6718.0,2461.0,52401.0,0.8,18.4
12,12.0,12.0,11576.0,138912.0,,,,,639.0,7662.0,1884.0,22608.0,706.0,8474.0,3229.0,60244.0,,,,,475.0,6550.0,1401.0,19326.0,525.0,7243.0,2401.0,54802.0,0.8,19.2
13,13.0,13.0,11576.0,150488.0,,,,,639.0,8301.0,1884.0,24492.0,706.0,9180.0,3229.0,63473.0,,,,,463.0,7013.0,1367.0,20692.0,512.0,7756.0,2342.0,57144.0,0.8,20.0
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,89.0,8390.0,264.0,24756.0,99.0,9279.0,452.0,63925.0,,,,,65.0,7078.0,191.0,20883.0,71.0,7827.0,327.0,57471.0,0.1,20.1
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,8390.0,0.0,24756.0,0.0,9279.0,0.0,63925.0,0,29000,0.0,-7317.0,0.0,7078.0,0.0,20883.0,0.0,7827.0,0.0,57471.0,0.0,20.1
