period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,3257.0,3257.0,1788.0,1788.0,1180.0,1180.0,6225.0,70432.0,,,,,3177.0,3177.0,1744.0,1744.0,1152.0,1152.0,6073.0,70280.0,5.4,10.9
2,2.0,2.0,11687.0,23374.0,,,,,3257.0,6514.0,1788.0,3576.0,1180.0,2361.0,6225.0,76657.0,,,,,3100.0,6277.0,1702.0,3446.0,1124.0,2275.0,5925.0,76206.0,5.4,16.2
3,3.0,3.0,11687.0,35061.0,,,,,3257.0,9770.0,1788.0,5364.0,1180.0,3541.0,6225.0,82882.0,,,,,3024.0,9301.0,1660.0,5107.0,1096.0,3371.0,5781.0,81986.0,5.4,21.6
4,4.0,4.0,11687.0,46748.0,,,,,3257.0,13027.0,1788.0,7152.0,1180.0,4722.0,6225.0,89108.0,,,,,2950.0,12252.0,1620.0,6726.0,1069.0,4441.0,5640.0,87626.0,5.4,27.0
5,5.0,5.0,11687.0,58435.0,,,,,3257.0,16284.0,1788.0,8940.0,1180.0,5902.0,6225.0,95333.0,,,,,2879.0,15130.0,1580.0,8307.0,1043.0,5484.0,5502.0,93128.0,5.4,32.4
6,6.0,6.0,11687.0,70122.0,,,,,3257.0,19541.0,1788.0,10728.0,1180.0,7082.0,6225.0,101558.0,,,,,2808.0,17939.0,1542.0,9849.0,1018.0,6502.0,5368.0,98496.0,5.4,37.8
7,7.0,7.0,11687.0,81809.0,,,,,3257.0,22797.0,1788.0,12516.0,1180.0,8263.0,6225.0,107783.0,,,,,2740.0,20678.0,1504.0,11353.0,993.0,7495.0,5237.0,103733.0,5.4,43.2
8,8.0,8.0,11687.0,93496.0,,,,,3257.0,26054.0,1788.0,14304.0,1180.0,9443.0,6225.0,114008.0,,,,,2673.0,23351.0,1467.0,12820.0,969.0,8464.0,5109.0,108842.0,5.4,48.6
9,9.0,9.0,11687.0,105183.0,,,,,3257.0,29311.0,1788.0,16092.0,1180.0,10623.0,6225.0,120233.0,,,,,2608.0,25959.0,1432.0,14252.0,945.0,9409.0,4985.0,113827.0,5.4,54.0
10,10.0,10.0,11687.0,116870.0,,,,,3257.0,32568.0,1788.0,17880.0,1180.0,11804.0,6225.0,126459.0,,,,,2544.0,28503.0,1397.0,15649.0,922.0,10331.0,4863.0,118690.0,5.4,59.4
11,11.0,11.0,11687.0,128557.0,,,,,3257.0,35824.0,1788.0,19668.0,1180.0,12984.0,6225.0,132684.0,,,,,2482.0,30986.0,1363.0,17011.0,900.0,11230.0,4744.0,123434.0,5.4,64.7
12,12.0,12.0,11687.0,140244.0,,,,,3257.0,39081.0,1788.0,21456.0,1180.0,14165.0,6225.0,138909.0,,,,,2422.0,33407.0,1329.0,18341.0,878.0,12108.0,4629.0,128063.0,5.4,70.1
13,13.0,13.0,11687.0,151931.0,,,,,3257.0,42338.0,1788.0,23244.0,1180.0,15345.0,6225.0,145134.0,,,,,2363.0,35770.0,1297.0,19638.0,856.0,12964.0,4516.0,132579.0,5.4,75.5
14,14.0,14.0,11687.0,163618.0,,,,,3257.0,45595.0,1788.0,25032.0,1180.0,16525.0,6225.0,151359.0,,,,,2305.0,38075.0,1265.0,20903.0,835.0,13800.0,4406.0,136985.0,5.4,80.9
15,15.0,15.0,11687.0,175305.0,,,,,3257.0,48852.0,1788.0,26820.0,1180.0,17706.0,6225.0,157584.0,,,,,2249.0,40323.0,1235.0,22138.0,815.0,14615.0,4298.0,141283.0,5.4,86.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,1303.0,50154.0,715.0,27535.0,472.0,18178.0,2490.0,160074.0,,,,,891.0,41214.0,489.0,22627.0,323.0,14938.0,1702.0,142985.0,2.2,88.5
post-use,15.4,16.94,0.0,179979.80000000002,0,64207,0,0,0.0,50154.0,0.0,27535.0,0.0,18178.0,0.0,160074.0,0,64207,0,0,0.0,41214.0,0.0,22627.0,0.0,14938.0,0.0,142985.0,0.0,88.5
