period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1412.0,1412.0,1788.0,1788.0,1180.0,1180.0,4381.0,67125.0,,,,,1378.0,1378.0,1744.0,1744.0,1152.0,1152.0,4274.0,67018.0,4.6,10.1
2,2.0,2.0,11687.0,23374.0,,,,,1412.0,2825.0,1788.0,3576.0,1180.0,2361.0,4381.0,71506.0,,,,,1344.0,2722.0,1702.0,3446.0,1124.0,2275.0,4170.0,71188.0,4.6,14.7
3,3.0,3.0,11687.0,35061.0,,,,,1412.0,4237.0,1788.0,5364.0,1180.0,3541.0,4381.0,75887.0,,,,,1312.0,4034.0,1660.0,5107.0,1096.0,3371.0,4068.0,75256.0,4.6,19.3
4,4.0,4.0,11687.0,46748.0,,,,,1412.0,5650.0,1788.0,7152.0,1180.0,4722.0,4381.0,80267.0,,,,,1280.0,5313.0,1620.0,6726.0,1069.0,4441.0,3969.0,79225.0,4.6,23.9
5,5.0,5.0,11687.0,58435.0,,,,,1412.0,7062.0,1788.0,8940.0,1180.0,5902.0,4381.0,84648.0,,,,,1248.0,6562.0,1580.0,8307.0,1043.0,5484.0,3872.0,83097.0,4.6,28.5
6,6.0,6.0,11687.0,70122.0,,,,,1412.0,8474.0,1788.0,10728.0,1180.0,7082.0,4381.0,89029.0,,,,,1218.0,7780.0,1542.0,9849.0,1018.0,6502.0,3778.0,86874.0,4.6,33.1
7,7.0,7.0,11687.0,81809.0,,,,,1412.0,9887.0,1788.0,12516.0,1180.0,8263.0,4381.0,93410.0,,,,,1188.0,8968.0,1504.0,11353.0,993.0,7495.0,3685.0,90560.0,4.6,37.7
8,8.0,8.0,11687.0,93496.0,,,,,1412.0,11299.0,1788.0,14304.0,1180.0,9443.0,4381.0,97791.0,,,,,1159.0,10127.0,1467.0,12820.0,969.0,8464.0,3596.0,94155.0,4.6,42.3
9,9.0,9.0,11687.0,105183.0,,,,,1412.0,12712.0,1788.0,16092.0,1180.0,10623.0,4381.0,102171.0,,,,,1131.0,11258.0,1432.0,14252.0,945.0,9409.0,3508.0,97663.0,4.6,46.9
10,10.0,10.0,11687.0,116870.0,,,,,1412.0,14124.0,1788.0,17880.0,1180.0,11804.0,4381.0,106552.0,,,,,1103.0,12361.0,1397.0,15649.0,922.0,10331.0,3422.0,101085.0,4.6,51.5
11,11.0,11.0,11687.0,128557.0,,,,,1412.0,15536.0,1788.0,19668.0,1180.0,12984.0,4381.0,110933.0,,,,,1076.0,13438.0,1363.0,17011.0,900.0,11230.0,3339.0,104424.0,4.6,56.1
12,12.0,12.0,11687.0,140244.0,,,,,1412.0,16949.0,1788.0,21456.0,1180.0,14165.0,4381.0,115314.0,,,,,1050.0,14488.0,1329.0,18341.0,878.0,12108.0,3257.0,107681.0,4.6,60.7
13,13.0,13.0,11687.0,151931.0,,,,,1412.0,18361.0,1788.0,23244.0,1180.0,15345.0,4381.0,119695.0,,,,,1025.0,15513.0,1297.0,19638.0,856.0,12964.0,3178.0,110859.0,4.6,65.3
14,14.0,14.0,11687.0,163618.0,,,,,1412.0,19774.0,1788.0,25032.0,1180.0,16525.0,4381.0,124075.0,,,,,1000.0,16512.0,1265.0,20903.0,835.0,13800.0,3100.0,113960.0,4.6,69.9
15,15.0,15.0,11687.0,175305.0,,,,,1412.0,21186.0,1788.0,26820.0,1180.0,17706.0,4381.0,128456.0,,,,,975.0,17487.0,1235.0,22138.0,815.0,14615.0,3025.0,116985.0,4.6,74.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,565.0,21751.0,715.0,27535.0,472.0,18178.0,1752.0,130208.0,,,,,386.0,17874.0,489.0,22627.0,323.0,14938.0,1198.0,118183.0,1.8,76.3
post-use,15.4,16.94,0.0,179979.80000000002,0.0,62744.0,0,0,0.0,21751.0,0.0,27535.0,0.0,18178.0,0.0,130208.0,0.0,62744.0,0,0,0.0,17874.0,0.0,22627.0,0.0,14938.0,0.0,118183.0,0.0,76.3
