period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],future costs [$],total future costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],present value future costs [$],total present value future costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.07,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,0.0,0.0,9.8,9.8
1,1.0,1.0,13821.181558,13821.181558,,,-7500,-7500,698.0,698.0,1884.0,1884.0,843.0,843.0,-4075.0,65055.0,-4075.0,-4075.0,,,-7143.0,-7143.0,665.0,665.0,1794.0,1794.0,803.0,803.0,-3881.0,65249.0,-3881.0,-3881.0,5.6,15.4
2,2.0,2.0,13821.181558,27642.363116,,,,,698.0,1397.0,1884.0,3768.0,843.0,1686.0,3425.0,68481.0,3425.0,-649.0,,,,,633.0,1298.0,1709.0,3503.0,765.0,1568.0,3107.0,68356.0,3107.0,-774.0,5.6,21.1
3,3.0,3.0,13821.181558,41463.544674000004,,,,,698.0,2095.0,1884.0,5652.0,843.0,2529.0,3425.0,71906.0,3425.0,2776.0,,,,,603.0,1902.0,1627.0,5131.0,728.0,2296.0,2959.0,71315.0,2959.0,2185.0,5.6,26.7
4,4.0,4.0,13821.181558,55284.726232,,,,,698.0,2793.0,1884.0,7536.0,843.0,3372.0,3425.0,75332.0,3425.0,6202.0,,,,,575.0,2476.0,1550.0,6681.0,694.0,2990.0,2818.0,74133.0,2818.0,5003.0,5.6,32.3
5,5.0,5.0,13821.181558,69105.90779,,,,,698.0,3492.0,1884.0,9420.0,843.0,4215.0,3425.0,78757.0,3425.0,9627.0,,,,,547.0,3023.0,1476.0,8157.0,661.0,3650.0,2684.0,76817.0,2684.0,7687.0,5.6,37.9
6,6.0,6.0,13821.181558,82927.089348,,,,,698.0,4190.0,1884.0,11304.0,843.0,5059.0,3425.0,82182.0,3425.0,13052.0,,,,,521.0,3544.0,1406.0,9563.0,629.0,4279.0,2556.0,79373.0,2556.0,10243.0,5.6,43.6
7,7.0,7.0,13821.181558,96748.27090599999,,,,,698.0,4888.0,1884.0,13188.0,843.0,5902.0,3425.0,85608.0,3425.0,16478.0,,,,,496.0,4041.0,1339.0,10902.0,599.0,4878.0,2434.0,81808.0,2434.0,12678.0,5.6,49.2
8,8.0,8.0,13821.181558,110569.45246399999,,,,,698.0,5587.0,1884.0,15072.0,843.0,6745.0,3425.0,89033.0,3425.0,19903.0,,,,,473.0,4513.0,1275.0,12177.0,571.0,5449.0,2318.0,84126.0,2318.0,14996.0,5.6,54.8
9,9.0,9.0,13821.181558,124390.63402199998,,,,,698.0,6285.0,1884.0,16956.0,843.0,7588.0,3425.0,92459.0,3425.0,23329.0,,,,,450.0,4964.0,1214.0,13391.0,543.0,5993.0,2208.0,86334.0,2208.0,17204.0,5.6,60.4
10,10.0,10.0,13821.181558,138211.81558,,,,,698.0,6983.0,1884.0,18840.0,843.0,8431.0,3425.0,95884.0,3425.0,26754.0,,,,,429.0,5392.0,1157.0,14548.0,518.0,6510.0,2103.0,88437.0,2103.0,19307.0,5.6,66.1
10.7,10.7,10.7,9674.82709059999,147886.64267059998,,,,,489.0,7472.0,1319.0,20159.0,590.0,9021.0,2398.0,98282.0,2398.0,29152.0,,,,,290.0,5682.0,782.0,15330.0,350.0,6860.0,1423.0,89860.0,1423.0,20730.0,3.9,70.0
post-use,10.7,11.77,0.0,147886.64267059998,0,69130,0,-7500,0.0,7472.0,0.0,20159.0,0.0,9021.0,0.0,98282.0,0.0,29152.0,0,69130,0.0,-7143.0,0.0,5682.0,0.0,15330.0,0.0,6860.0,0.0,89860.0,0.0,20730.0,0.0,70.0
