period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,547.0,547.0,1884.0,1884.0,706.0,706.0,-4363.0,24637.0,,,-7317.0,-7317.0,534.0,534.0,1838.0,1838.0,689.0,689.0,-4256.0,24744.0,0.8,10.6
2,2.0,2.0,11576.0,23152.0,,,,,547.0,1094.0,1884.0,3768.0,706.0,1412.0,3137.0,27775.0,,,,,521.0,1055.0,1793.0,3631.0,672.0,1361.0,2986.0,27730.0,0.8,11.4
3,3.0,3.0,11576.0,34728.0,,,,,547.0,1642.0,1884.0,5652.0,706.0,2118.0,3137.0,30912.0,,,,,508.0,1563.0,1749.0,5381.0,656.0,2017.0,2913.0,30643.0,0.8,12.1
4,4.0,4.0,11576.0,46304.0,,,,,547.0,2189.0,1884.0,7536.0,706.0,2825.0,3137.0,34049.0,,,,,496.0,2059.0,1707.0,7088.0,640.0,2656.0,2842.0,33486.0,0.8,12.9
5,5.0,5.0,11576.0,57880.0,,,,,547.0,2736.0,1884.0,9420.0,706.0,3531.0,3137.0,37187.0,,,,,484.0,2542.0,1665.0,8753.0,624.0,3281.0,2773.0,36259.0,0.8,13.7
6,6.0,6.0,11576.0,69456.0,,,,,547.0,3283.0,1884.0,11304.0,706.0,4237.0,3137.0,40324.0,,,,,472.0,3014.0,1625.0,10377.0,609.0,3889.0,2705.0,38964.0,0.8,14.5
7,7.0,7.0,11576.0,81032.0,,,,,547.0,3831.0,1884.0,13188.0,706.0,4943.0,3137.0,43462.0,,,,,460.0,3475.0,1585.0,11962.0,594.0,4484.0,2639.0,41603.0,0.8,15.2
8,8.0,8.0,11576.0,92608.0,,,,,547.0,4378.0,1884.0,15072.0,706.0,5649.0,3137.0,46599.0,,,,,449.0,3924.0,1546.0,13509.0,580.0,5063.0,2575.0,44178.0,0.8,16.0
9,9.0,9.0,11576.0,104184.0,,,,,547.0,4925.0,1884.0,16956.0,706.0,6355.0,3137.0,49736.0,,,,,438.0,4362.0,1509.0,15017.0,565.0,5629.0,2512.0,46690.0,0.8,16.8
10,10.0,10.0,11576.0,115760.0,,,,,547.0,5472.0,1884.0,18840.0,706.0,7061.0,3137.0,52874.0,,,,,427.0,4789.0,1472.0,16489.0,552.0,6180.0,2451.0,49141.0,0.8,17.6
11,11.0,11.0,11576.0,127336.0,,,,,547.0,6019.0,1884.0,20724.0,706.0,7767.0,3137.0,56011.0,,,,,417.0,5206.0,1436.0,17925.0,538.0,6718.0,2391.0,51532.0,0.8,18.3
12,12.0,12.0,11576.0,138912.0,,,,,547.0,6567.0,1884.0,22608.0,706.0,8474.0,3137.0,59148.0,,,,,407.0,5613.0,1401.0,19326.0,525.0,7243.0,2333.0,53865.0,0.8,19.1
13,13.0,13.0,11576.0,150488.0,,,,,547.0,7114.0,1884.0,24492.0,706.0,9180.0,3137.0,62286.0,,,,,397.0,6010.0,1367.0,20692.0,512.0,7756.0,2276.0,56141.0,0.8,19.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,77.0,7191.0,264.0,24756.0,99.0,9279.0,439.0,62725.0,,,,,55.0,6066.0,191.0,20883.0,71.0,7827.0,318.0,56459.0,0.1,20.0
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,7191.0,0.0,24756.0,0.0,9279.0,0.0,62725.0,0,29000,0.0,-7317.0,0.0,6066.0,0.0,20883.0,0.0,7827.0,0.0,56459.0,0.0,20.0
