period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,990.0,990.0,1884.0,1884.0,713.0,713.0,-3913.0,56087.0,,,-7317.0,-7317.0,966.0,966.0,1838.0,1838.0,696.0,696.0,-3817.0,56183.0,1.1,10.9
2,2.0,2.0,11687.0,23374.0,,,,,990.0,1981.0,1884.0,3768.0,713.0,1426.0,3587.0,59675.0,,,,,943.0,1909.0,1793.0,3631.0,679.0,1374.0,3414.0,59597.0,1.1,12.1
3,3.0,3.0,11687.0,35061.0,,,,,990.0,2971.0,1884.0,5652.0,713.0,2139.0,3587.0,63262.0,,,,,920.0,2828.0,1749.0,5381.0,662.0,2036.0,3331.0,62928.0,1.1,13.2
4,4.0,4.0,11687.0,46748.0,,,,,990.0,3961.0,1884.0,7536.0,713.0,2852.0,3587.0,66849.0,,,,,897.0,3726.0,1707.0,7088.0,646.0,2682.0,3250.0,66178.0,1.1,14.3
5,5.0,5.0,11687.0,58435.0,,,,,990.0,4952.0,1884.0,9420.0,713.0,3565.0,3587.0,70436.0,,,,,875.0,4601.0,1665.0,8753.0,630.0,3312.0,3171.0,69349.0,1.1,15.4
6,6.0,6.0,11687.0,70122.0,,,,,990.0,5942.0,1884.0,11304.0,713.0,4277.0,3587.0,74024.0,,,,,854.0,5455.0,1625.0,10377.0,615.0,3927.0,3093.0,72442.0,1.1,16.6
7,7.0,7.0,11687.0,81809.0,,,,,990.0,6932.0,1884.0,13188.0,713.0,4990.0,3587.0,77611.0,,,,,833.0,6288.0,1585.0,11962.0,600.0,4527.0,3018.0,75460.0,1.1,17.7
8,8.0,8.0,11687.0,93496.0,,,,,990.0,7923.0,1884.0,15072.0,713.0,5703.0,3587.0,81198.0,,,,,813.0,7101.0,1546.0,13509.0,585.0,5112.0,2944.0,78404.0,1.1,18.8
9,9.0,9.0,11687.0,105183.0,,,,,990.0,8913.0,1884.0,16956.0,713.0,6416.0,3587.0,84785.0,,,,,793.0,7894.0,1509.0,15017.0,571.0,5682.0,2872.0,81277.0,1.1,19.9
10,10.0,10.0,11687.0,116870.0,,,,,990.0,9904.0,1884.0,18840.0,713.0,7129.0,3587.0,88373.0,,,,,774.0,8668.0,1472.0,16489.0,557.0,6239.0,2802.0,84079.0,1.1,21.1
11,11.0,11.0,11687.0,128557.0,,,,,990.0,10894.0,1884.0,20724.0,713.0,7842.0,3587.0,91960.0,,,,,755.0,9422.0,1436.0,17925.0,543.0,6783.0,2734.0,86813.0,1.1,22.2
12,12.0,12.0,11687.0,140244.0,,,,,990.0,11884.0,1884.0,22608.0,713.0,8555.0,3587.0,95547.0,,,,,736.0,10159.0,1401.0,19326.0,530.0,7313.0,2667.0,89480.0,1.1,23.3
13,13.0,13.0,11687.0,151931.0,,,,,990.0,12875.0,1884.0,24492.0,713.0,9268.0,3587.0,99134.0,,,,,718.0,10877.0,1367.0,20692.0,517.0,7830.0,2602.0,92083.0,1.1,24.4
14,14.0,14.0,11687.0,163618.0,,,,,990.0,13865.0,1884.0,26376.0,713.0,9981.0,3587.0,102722.0,,,,,701.0,11578.0,1333.0,22026.0,505.0,8335.0,2539.0,94621.0,1.1,25.6
15,15.0,15.0,11687.0,175305.0,,,,,990.0,14855.0,1884.0,28260.0,713.0,10694.0,3587.0,106309.0,,,,,684.0,12262.0,1301.0,23327.0,492.0,8827.0,2477.0,97098.0,1.1,26.7
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,396.0,15251.0,754.0,29014.0,285.0,10979.0,1435.0,107744.0,,,,,271.0,12533.0,515.0,23842.0,195.0,9022.0,981.0,98079.0,0.4,27.1
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,15251.0,0.0,29014.0,0.0,10979.0,0.0,107744.0,0,60000,0.0,-7317.0,0.0,12533.0,0.0,23842.0,0.0,9022.0,0.0,98079.0,0.0,27.1
