period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,72000,72000,,,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,72000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,1963.0,1963.0,1884.0,1884.0,713.0,713.0,-2940.0,69060.0,,,-7317.0,-7317.0,1916.0,1916.0,1838.0,1838.0,696.0,696.0,-2868.0,69132.0,2.4,12.2
2,2.0,2.0,11687.0,23374.0,,,,,1963.0,3927.0,1884.0,3768.0,713.0,1426.0,4560.0,73621.0,,,,,1869.0,3784.0,1793.0,3631.0,679.0,1374.0,4341.0,73473.0,2.4,14.6
3,3.0,3.0,11687.0,35061.0,,,,,1963.0,5890.0,1884.0,5652.0,713.0,2139.0,4560.0,78181.0,,,,,1823.0,5608.0,1749.0,5381.0,662.0,2036.0,4235.0,77707.0,2.4,16.9
4,4.0,4.0,11687.0,46748.0,,,,,1963.0,7854.0,1884.0,7536.0,713.0,2852.0,4560.0,82741.0,,,,,1779.0,7386.0,1707.0,7088.0,646.0,2682.0,4131.0,81839.0,2.4,19.3
5,5.0,5.0,11687.0,58435.0,,,,,1963.0,9817.0,1884.0,9420.0,713.0,3565.0,4560.0,87302.0,,,,,1735.0,9122.0,1665.0,8753.0,630.0,3312.0,4031.0,85869.0,2.4,21.7
6,6.0,6.0,11687.0,70122.0,,,,,1963.0,11780.0,1884.0,11304.0,713.0,4277.0,4560.0,91862.0,,,,,1693.0,10815.0,1625.0,10377.0,615.0,3927.0,3932.0,89802.0,2.4,24.1
7,7.0,7.0,11687.0,81809.0,,,,,1963.0,13744.0,1884.0,13188.0,713.0,4990.0,4560.0,96422.0,,,,,1652.0,12466.0,1585.0,11962.0,600.0,4527.0,3836.0,93638.0,2.4,26.4
8,8.0,8.0,11687.0,93496.0,,,,,1963.0,15707.0,1884.0,15072.0,713.0,5703.0,4560.0,100983.0,,,,,1611.0,14078.0,1546.0,13509.0,585.0,5112.0,3743.0,97381.0,2.4,28.8
9,9.0,9.0,11687.0,105183.0,,,,,1963.0,17671.0,1884.0,16956.0,713.0,6416.0,4560.0,105543.0,,,,,1572.0,15650.0,1509.0,15017.0,571.0,5682.0,3652.0,101033.0,2.4,31.2
10,10.0,10.0,11687.0,116870.0,,,,,1963.0,19634.0,1884.0,18840.0,713.0,7129.0,4560.0,110103.0,,,,,1534.0,17184.0,1472.0,16489.0,557.0,6239.0,3563.0,104595.0,2.4,33.6
11,11.0,11.0,11687.0,128557.0,,,,,1963.0,21598.0,1884.0,20724.0,713.0,7842.0,4560.0,114664.0,,,,,1496.0,18680.0,1436.0,17925.0,543.0,6783.0,3476.0,108071.0,2.4,35.9
12,12.0,12.0,11687.0,140244.0,,,,,1963.0,23561.0,1884.0,22608.0,713.0,8555.0,4560.0,119224.0,,,,,1460.0,20140.0,1401.0,19326.0,530.0,7313.0,3391.0,111462.0,2.4,38.3
13,13.0,13.0,11687.0,151931.0,,,,,1963.0,25524.0,1884.0,24492.0,713.0,9268.0,4560.0,123784.0,,,,,1424.0,21565.0,1367.0,20692.0,517.0,7830.0,3308.0,114770.0,2.4,40.7
14,14.0,14.0,11687.0,163618.0,,,,,1963.0,27488.0,1884.0,26376.0,713.0,9981.0,4560.0,128345.0,,,,,1390.0,22954.0,1333.0,22026.0,505.0,8335.0,3227.0,117997.0,2.4,43.1
15,15.0,15.0,11687.0,175305.0,,,,,1963.0,29451.0,1884.0,28260.0,713.0,10694.0,4560.0,132905.0,,,,,1356.0,24310.0,1301.0,23327.0,492.0,8827.0,3149.0,121146.0,2.4,45.4
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,785.0,30237.0,754.0,29014.0,285.0,10979.0,1824.0,134729.0,,,,,537.0,24847.0,515.0,23842.0,195.0,9022.0,1247.0,122393.0,0.9,46.4
post-use,15.4,16.94,0.0,179979.80000000002,0,72000,0,-7500,0.0,30237.0,0.0,29014.0,0.0,10979.0,0.0,134729.0,0,72000,0.0,-7317.0,0.0,24847.0,0.0,23842.0,0.0,9022.0,0.0,122393.0,0.0,46.4
