period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,69130,69130,,,0.0,0.0,0.0,0.0,0.0,0.0,69130.0,69130.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,585.0,585.0,1884.0,1884.0,713.0,713.0,-4318.0,64812.0,,,-7317.0,-7317.0,571.0,571.0,1838.0,1838.0,696.0,696.0,-4213.0,64917.0,0.5,10.4
2,2.0,2.0,11687.0,23374.0,,,,,585.0,1170.0,1884.0,3768.0,713.0,1426.0,3182.0,67994.0,,,,,557.0,1127.0,1793.0,3631.0,679.0,1374.0,3029.0,67946.0,0.5,10.9
3,3.0,3.0,11687.0,35061.0,,,,,585.0,1755.0,1884.0,5652.0,713.0,2139.0,3182.0,71176.0,,,,,543.0,1671.0,1749.0,5381.0,662.0,2036.0,2955.0,70900.0,0.5,11.4
4,4.0,4.0,11687.0,46748.0,,,,,585.0,2340.0,1884.0,7536.0,713.0,2852.0,3182.0,74357.0,,,,,530.0,2201.0,1707.0,7088.0,646.0,2682.0,2883.0,73783.0,0.5,12.0
5,5.0,5.0,11687.0,58435.0,,,,,585.0,2925.0,1884.0,9420.0,713.0,3565.0,3182.0,77539.0,,,,,517.0,2718.0,1665.0,8753.0,630.0,3312.0,2812.0,76595.0,0.5,12.5
6,6.0,6.0,11687.0,70122.0,,,,,585.0,3510.0,1884.0,11304.0,713.0,4277.0,3182.0,80721.0,,,,,504.0,3222.0,1625.0,10377.0,615.0,3927.0,2744.0,79339.0,0.5,13.1
7,7.0,7.0,11687.0,81809.0,,,,,585.0,4095.0,1884.0,13188.0,713.0,4990.0,3182.0,83903.0,,,,,492.0,3714.0,1585.0,11962.0,600.0,4527.0,2677.0,82016.0,0.5,13.6
8,8.0,8.0,11687.0,93496.0,,,,,585.0,4679.0,1884.0,15072.0,713.0,5703.0,3182.0,87085.0,,,,,480.0,4194.0,1546.0,13509.0,585.0,5112.0,2611.0,84627.0,0.5,14.1
9,9.0,9.0,11687.0,105183.0,,,,,585.0,5264.0,1884.0,16956.0,713.0,6416.0,3182.0,90267.0,,,,,468.0,4662.0,1509.0,15017.0,571.0,5682.0,2548.0,87175.0,0.5,14.7
10,10.0,10.0,11687.0,116870.0,,,,,585.0,5849.0,1884.0,18840.0,713.0,7129.0,3182.0,93448.0,,,,,457.0,5119.0,1472.0,16489.0,557.0,6239.0,2486.0,89661.0,0.5,15.2
11,11.0,11.0,11687.0,128557.0,,,,,585.0,6434.0,1884.0,20724.0,713.0,7842.0,3182.0,96630.0,,,,,446.0,5565.0,1436.0,17925.0,543.0,6783.0,2425.0,92086.0,0.5,15.8
12,12.0,12.0,11687.0,140244.0,,,,,585.0,7019.0,1884.0,22608.0,713.0,8555.0,3182.0,99812.0,,,,,435.0,6000.0,1401.0,19326.0,530.0,7313.0,2366.0,94452.0,0.5,16.3
13,13.0,13.0,11687.0,151931.0,,,,,585.0,7604.0,1884.0,24492.0,713.0,9268.0,3182.0,102994.0,,,,,424.0,6424.0,1367.0,20692.0,517.0,7830.0,2308.0,96760.0,0.5,16.8
14,14.0,14.0,11687.0,163618.0,,,,,585.0,8189.0,1884.0,26376.0,713.0,9981.0,3182.0,106176.0,,,,,414.0,6838.0,1333.0,22026.0,505.0,8335.0,2252.0,99012.0,0.5,17.4
15,15.0,15.0,11687.0,175305.0,,,,,585.0,8774.0,1884.0,28260.0,713.0,10694.0,3182.0,109358.0,,,,,404.0,7242.0,1301.0,23327.0,492.0,8827.0,2197.0,101209.0,0.5,17.9
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,234.0,9008.0,754.0,29014.0,285.0,10979.0,1273.0,110630.0,,,,,160.0,7402.0,515.0,23842.0,195.0,9022.0,870.0,102079.0,0.2,18.1
post-use,15.4,16.94,0.0,179979.80000000002,0,69130,0,-7500,0.0,9008.0,0.0,29014.0,0.0,10979.0,0.0,110630.0,0,69130,0.0,-7317.0,0.0,7402.0,0.0,23842.0,0.0,9022.0,0.0,102079.0,0.0,18.1
