period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1178.0,1178.0,1788.0,1788.0,1169.0,1169.0,4136.0,56072.0,,,,,1150.0,1150.0,1744.0,1744.0,1141.0,1141.0,4035.0,55971.0,3.3,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1178.0,2357.0,1788.0,3576.0,1169.0,2338.0,4136.0,60208.0,,,,,1122.0,2271.0,1702.0,3446.0,1113.0,2253.0,3936.0,59908.0,3.3,12.0
3,3.0,3.0,11576.0,34728.0,,,,,1178.0,3535.0,1788.0,5364.0,1169.0,3508.0,4136.0,64343.0,,,,,1094.0,3366.0,1660.0,5107.0,1086.0,3339.0,3840.0,63748.0,3.3,15.3
4,4.0,4.0,11576.0,46304.0,,,,,1178.0,4714.0,1788.0,7152.0,1169.0,4677.0,4136.0,68479.0,,,,,1068.0,4433.0,1620.0,6726.0,1059.0,4398.0,3747.0,67495.0,3.3,18.5
5,5.0,5.0,11576.0,57880.0,,,,,1178.0,5892.0,1788.0,8940.0,1169.0,5846.0,4136.0,72615.0,,,,,1042.0,5475.0,1580.0,8307.0,1033.0,5432.0,3655.0,71150.0,3.3,21.8
6,6.0,6.0,11576.0,69456.0,,,,,1178.0,7071.0,1788.0,10728.0,1169.0,7015.0,4136.0,76750.0,,,,,1016.0,6491.0,1542.0,9849.0,1008.0,6440.0,3566.0,74716.0,3.3,25.0
7,7.0,7.0,11576.0,81032.0,,,,,1178.0,8249.0,1788.0,12516.0,1169.0,8184.0,4136.0,80886.0,,,,,991.0,7482.0,1504.0,11353.0,984.0,7424.0,3479.0,78195.0,3.3,28.3
8,8.0,8.0,11576.0,92608.0,,,,,1178.0,9428.0,1788.0,14304.0,1169.0,9353.0,4136.0,85021.0,,,,,967.0,8450.0,1467.0,12820.0,960.0,8383.0,3394.0,81589.0,3.3,31.6
9,9.0,9.0,11576.0,104184.0,,,,,1178.0,10606.0,1788.0,16092.0,1169.0,10523.0,4136.0,89157.0,,,,,944.0,9393.0,1432.0,14252.0,936.0,9319.0,3312.0,84901.0,3.3,34.8
10,10.0,10.0,11576.0,115760.0,,,,,1178.0,11784.0,1788.0,17880.0,1169.0,11692.0,4136.0,93293.0,,,,,921.0,10314.0,1397.0,15649.0,913.0,10233.0,3231.0,88132.0,3.3,38.1
11,11.0,11.0,11576.0,127336.0,,,,,1178.0,12963.0,1788.0,19668.0,1169.0,12861.0,4136.0,97428.0,,,,,898.0,11212.0,1363.0,17011.0,891.0,11124.0,3152.0,91284.0,3.3,41.3
12,12.0,12.0,11576.0,138912.0,,,,,1178.0,14141.0,1788.0,21456.0,1169.0,14030.0,4136.0,101564.0,,,,,876.0,12088.0,1329.0,18341.0,869.0,11993.0,3075.0,94359.0,3.3,44.6
13,13.0,13.0,11576.0,150488.0,,,,,1178.0,15320.0,1788.0,23244.0,1169.0,15199.0,4136.0,105699.0,,,,,855.0,12943.0,1297.0,19638.0,848.0,12841.0,3000.0,97359.0,3.3,47.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,165.0,15485.0,250.0,23494.0,164.0,15363.0,579.0,106278.0,,,,,119.0,13062.0,181.0,19819.0,118.0,12960.0,419.0,97777.0,0.5,48.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,51936.0,0,0,0.0,15485.0,0.0,23494.0,0.0,15363.0,0.0,106278.0,0.0,51936.0,0,0,0.0,13062.0,0.0,19819.0,0.0,12960.0,0.0,97777.0,0.0,48.3
