period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,532.0,532.0,1884.0,1884.0,713.0,713.0,-4371.0,55629.0,,,-7317.0,-7317.0,519.0,519.0,1838.0,1838.0,696.0,696.0,-4265.0,55735.0,4.3,14.1
2,2.0,2.0,11687.0,23374.0,,,,,532.0,1064.0,1884.0,3768.0,713.0,1426.0,3129.0,58757.0,,,,,506.0,1025.0,1793.0,3631.0,679.0,1374.0,2978.0,58713.0,4.3,18.5
3,3.0,3.0,11687.0,35061.0,,,,,532.0,1595.0,1884.0,5652.0,713.0,2139.0,3129.0,61886.0,,,,,494.0,1519.0,1749.0,5381.0,662.0,2036.0,2905.0,61618.0,4.3,22.8
4,4.0,4.0,11687.0,46748.0,,,,,532.0,2127.0,1884.0,7536.0,713.0,2852.0,3129.0,65015.0,,,,,482.0,2000.0,1707.0,7088.0,646.0,2682.0,2834.0,64453.0,4.3,27.1
5,5.0,5.0,11687.0,58435.0,,,,,532.0,2659.0,1884.0,9420.0,713.0,3565.0,3129.0,68143.0,,,,,470.0,2470.0,1665.0,8753.0,630.0,3312.0,2765.0,67218.0,4.3,31.4
6,6.0,6.0,11687.0,70122.0,,,,,532.0,3191.0,1884.0,11304.0,713.0,4277.0,3129.0,71272.0,,,,,459.0,2929.0,1625.0,10377.0,615.0,3927.0,2698.0,69916.0,4.3,35.8
7,7.0,7.0,11687.0,81809.0,,,,,532.0,3722.0,1884.0,13188.0,713.0,4990.0,3129.0,74401.0,,,,,447.0,3376.0,1585.0,11962.0,600.0,4527.0,2632.0,72548.0,4.3,40.1
8,8.0,8.0,11687.0,93496.0,,,,,532.0,4254.0,1884.0,15072.0,713.0,5703.0,3129.0,77529.0,,,,,436.0,3813.0,1546.0,13509.0,585.0,5112.0,2568.0,75116.0,4.3,44.4
9,9.0,9.0,11687.0,105183.0,,,,,532.0,4786.0,1884.0,16956.0,713.0,6416.0,3129.0,80658.0,,,,,426.0,4239.0,1509.0,15017.0,571.0,5682.0,2505.0,77621.0,4.3,48.7
10,10.0,10.0,11687.0,116870.0,,,,,532.0,5318.0,1884.0,18840.0,713.0,7129.0,3129.0,83787.0,,,,,415.0,4654.0,1472.0,16489.0,557.0,6239.0,2444.0,80065.0,4.3,53.1
11,11.0,11.0,11687.0,128557.0,,,,,532.0,5849.0,1884.0,20724.0,713.0,7842.0,3129.0,86915.0,,,,,405.0,5059.0,1436.0,17925.0,543.0,6783.0,2384.0,82450.0,4.3,57.4
12,12.0,12.0,11687.0,140244.0,,,,,532.0,6381.0,1884.0,22608.0,713.0,8555.0,3129.0,90044.0,,,,,395.0,5455.0,1401.0,19326.0,530.0,7313.0,2326.0,84776.0,4.3,61.7
13,13.0,13.0,11687.0,151931.0,,,,,532.0,6913.0,1884.0,24492.0,713.0,9268.0,3129.0,93173.0,,,,,386.0,5840.0,1367.0,20692.0,517.0,7830.0,2270.0,87046.0,4.3,66.0
14,14.0,14.0,11687.0,163618.0,,,,,532.0,7445.0,1884.0,26376.0,713.0,9981.0,3129.0,96301.0,,,,,376.0,6217.0,1333.0,22026.0,505.0,8335.0,2214.0,89260.0,4.3,70.3
15,15.0,15.0,11687.0,175305.0,,,,,532.0,7976.0,1884.0,28260.0,713.0,10694.0,3129.0,99430.0,,,,,367.0,6584.0,1301.0,23327.0,492.0,8827.0,2160.0,91420.0,4.3,74.7
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,213.0,8189.0,754.0,29014.0,285.0,10979.0,1251.0,100681.0,,,,,145.0,6729.0,515.0,23842.0,195.0,9022.0,856.0,92276.0,1.7,76.4
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,8189.0,0.0,29014.0,0.0,10979.0,0.0,100681.0,0,60000,0.0,-7317.0,0.0,6729.0,0.0,23842.0,0.0,9022.0,0.0,92276.0,0.0,76.4
