period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,448.0,448.0,1884.0,1884.0,706.0,706.0,-4462.0,55538.0,,,-7317.0,-7317.0,437.0,437.0,1838.0,1838.0,689.0,689.0,-4353.0,55647.0,1.7,11.5
2,2.0,2.0,11576.0,23152.0,,,,,448.0,896.0,1884.0,3768.0,706.0,1412.0,3038.0,58576.0,,,,,426.0,863.0,1793.0,3631.0,672.0,1361.0,2892.0,58539.0,1.7,13.3
3,3.0,3.0,11576.0,34728.0,,,,,448.0,1344.0,1884.0,5652.0,706.0,2118.0,3038.0,61614.0,,,,,416.0,1279.0,1749.0,5381.0,656.0,2017.0,2821.0,61360.0,1.7,15.0
4,4.0,4.0,11576.0,46304.0,,,,,448.0,1792.0,1884.0,7536.0,706.0,2825.0,3038.0,64652.0,,,,,406.0,1685.0,1707.0,7088.0,640.0,2656.0,2752.0,64112.0,1.7,16.7
5,5.0,5.0,11576.0,57880.0,,,,,448.0,2240.0,1884.0,9420.0,706.0,3531.0,3038.0,67690.0,,,,,396.0,2081.0,1665.0,8753.0,624.0,3281.0,2685.0,66797.0,1.7,18.4
6,6.0,6.0,11576.0,69456.0,,,,,448.0,2688.0,1884.0,11304.0,706.0,4237.0,3038.0,70728.0,,,,,386.0,2467.0,1625.0,10377.0,609.0,3889.0,2620.0,69417.0,1.7,20.1
7,7.0,7.0,11576.0,81032.0,,,,,448.0,3136.0,1884.0,13188.0,706.0,4943.0,3038.0,73767.0,,,,,377.0,2844.0,1585.0,11962.0,594.0,4484.0,2556.0,71973.0,1.7,21.9
8,8.0,8.0,11576.0,92608.0,,,,,448.0,3584.0,1884.0,15072.0,706.0,5649.0,3038.0,76805.0,,,,,368.0,3212.0,1546.0,13509.0,580.0,5063.0,2493.0,74466.0,1.7,23.6
9,9.0,9.0,11576.0,104184.0,,,,,448.0,4031.0,1884.0,16956.0,706.0,6355.0,3038.0,79843.0,,,,,359.0,3570.0,1509.0,15017.0,565.0,5629.0,2433.0,76899.0,1.7,25.3
10,10.0,10.0,11576.0,115760.0,,,,,448.0,4479.0,1884.0,18840.0,706.0,7061.0,3038.0,82881.0,,,,,350.0,3920.0,1472.0,16489.0,552.0,6180.0,2373.0,79272.0,1.7,27.0
11,11.0,11.0,11576.0,127336.0,,,,,448.0,4927.0,1884.0,20724.0,706.0,7767.0,3038.0,85919.0,,,,,341.0,4262.0,1436.0,17925.0,538.0,6718.0,2315.0,81588.0,1.7,28.7
12,12.0,12.0,11576.0,138912.0,,,,,448.0,5375.0,1884.0,22608.0,706.0,8474.0,3038.0,88957.0,,,,,333.0,4595.0,1401.0,19326.0,525.0,7243.0,2259.0,83847.0,1.7,30.5
13,13.0,13.0,11576.0,150488.0,,,,,448.0,5823.0,1884.0,24492.0,706.0,9180.0,3038.0,91995.0,,,,,325.0,4920.0,1367.0,20692.0,512.0,7756.0,2204.0,86051.0,1.7,32.2
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,63.0,5886.0,264.0,24756.0,99.0,9279.0,425.0,92420.0,,,,,45.0,4965.0,191.0,20883.0,71.0,7827.0,307.0,86358.0,0.2,32.4
post-use,13.14,14.454000000000002,0.0,152108.64,0,60000,0,-7500,0.0,5886.0,0.0,24756.0,0.0,9279.0,0.0,92420.0,0,60000,0.0,-7317.0,0.0,4965.0,0.0,20883.0,0.0,7827.0,0.0,86358.0,0.0,32.4
