period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,62744.0,62744.0,,,0.0,0.0,0.0,0.0,0.0,0.0,62744.0,62744.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2101.0,2101.0,1788.0,1788.0,1180.0,1180.0,5069.0,67813.0,,,,,2050.0,2050.0,1744.0,1744.0,1152.0,1152.0,4945.0,67690.0,4.6,10.1
2,2.0,2.0,11687.0,23374.0,,,,,2101.0,4201.0,1788.0,3576.0,1180.0,2361.0,5069.0,72883.0,,,,,2000.0,4049.0,1702.0,3446.0,1124.0,2275.0,4825.0,72515.0,4.6,14.7
3,3.0,3.0,11687.0,35061.0,,,,,2101.0,6302.0,1788.0,5364.0,1180.0,3541.0,5069.0,77952.0,,,,,1951.0,6000.0,1660.0,5107.0,1096.0,3371.0,4707.0,77222.0,4.6,19.3
4,4.0,4.0,11687.0,46748.0,,,,,2101.0,8403.0,1788.0,7152.0,1180.0,4722.0,5069.0,83021.0,,,,,1903.0,7903.0,1620.0,6726.0,1069.0,4441.0,4592.0,81814.0,4.6,23.9
5,5.0,5.0,11687.0,58435.0,,,,,2101.0,10504.0,1788.0,8940.0,1180.0,5902.0,5069.0,88090.0,,,,,1857.0,9760.0,1580.0,8307.0,1043.0,5484.0,4480.0,86295.0,4.6,28.5
6,6.0,6.0,11687.0,70122.0,,,,,2101.0,12604.0,1788.0,10728.0,1180.0,7082.0,5069.0,93159.0,,,,,1811.0,11571.0,1542.0,9849.0,1018.0,6502.0,4371.0,90666.0,4.6,33.1
7,7.0,7.0,11687.0,81809.0,,,,,2101.0,14705.0,1788.0,12516.0,1180.0,8263.0,5069.0,98228.0,,,,,1767.0,13338.0,1504.0,11353.0,993.0,7495.0,4264.0,94930.0,4.6,37.7
8,8.0,8.0,11687.0,93496.0,,,,,2101.0,16806.0,1788.0,14304.0,1180.0,9443.0,5069.0,103297.0,,,,,1724.0,15063.0,1467.0,12820.0,969.0,8464.0,4160.0,99091.0,4.6,42.3
9,9.0,9.0,11687.0,105183.0,,,,,2101.0,18907.0,1788.0,16092.0,1180.0,10623.0,5069.0,108367.0,,,,,1682.0,16745.0,1432.0,14252.0,945.0,9409.0,4059.0,103150.0,4.6,46.9
10,10.0,10.0,11687.0,116870.0,,,,,2101.0,21007.0,1788.0,17880.0,1180.0,11804.0,5069.0,113436.0,,,,,1641.0,18386.0,1397.0,15649.0,922.0,10331.0,3960.0,107110.0,4.6,51.5
11,11.0,11.0,11687.0,128557.0,,,,,2101.0,23108.0,1788.0,19668.0,1180.0,12984.0,5069.0,118505.0,,,,,1601.0,19987.0,1363.0,17011.0,900.0,11230.0,3863.0,110973.0,4.6,56.1
12,12.0,12.0,11687.0,140244.0,,,,,2101.0,25209.0,1788.0,21456.0,1180.0,14165.0,5069.0,123574.0,,,,,1562.0,21549.0,1329.0,18341.0,878.0,12108.0,3769.0,114742.0,4.6,60.7
13,13.0,13.0,11687.0,151931.0,,,,,2101.0,27310.0,1788.0,23244.0,1180.0,15345.0,5069.0,128643.0,,,,,1524.0,23073.0,1297.0,19638.0,856.0,12964.0,3677.0,118420.0,4.6,65.3
14,14.0,14.0,11687.0,163618.0,,,,,2101.0,29410.0,1788.0,25032.0,1180.0,16525.0,5069.0,133712.0,,,,,1487.0,24560.0,1265.0,20903.0,835.0,13800.0,3588.0,122007.0,4.6,69.9
15,15.0,15.0,11687.0,175305.0,,,,,2101.0,31511.0,1788.0,26820.0,1180.0,17706.0,5069.0,138781.0,,,,,1450.0,26010.0,1235.0,22138.0,815.0,14615.0,3500.0,125507.0,4.6,74.5
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,840.0,32351.0,715.0,27535.0,472.0,18178.0,2028.0,140809.0,,,,,574.0,26585.0,489.0,22627.0,323.0,14938.0,1386.0,126893.0,1.8,76.3
post-use,15.4,16.94,0.0,179979.80000000002,0.0,62744.0,0,0,0.0,32351.0,0.0,27535.0,0.0,18178.0,0.0,140809.0,0.0,62744.0,0,0,0.0,26585.0,0.0,22627.0,0.0,14938.0,0.0,126893.0,0.0,76.3
