period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1541.0,1541.0,1788.0,1788.0,1169.0,1169.0,4498.0,56434.0,,,,,1503.0,1503.0,1744.0,1744.0,1141.0,1141.0,4388.0,56324.0,3.3,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1541.0,3081.0,1788.0,3576.0,1169.0,2338.0,4498.0,60932.0,,,,,1466.0,2969.0,1702.0,3446.0,1113.0,2253.0,4281.0,60605.0,3.3,12.0
3,3.0,3.0,11576.0,34728.0,,,,,1541.0,4622.0,1788.0,5364.0,1169.0,3508.0,4498.0,65430.0,,,,,1431.0,4400.0,1660.0,5107.0,1086.0,3339.0,4177.0,64782.0,3.3,15.3
4,4.0,4.0,11576.0,46304.0,,,,,1541.0,6162.0,1788.0,7152.0,1169.0,4677.0,4498.0,69927.0,,,,,1396.0,5795.0,1620.0,6726.0,1059.0,4398.0,4075.0,68857.0,3.3,18.5
5,5.0,5.0,11576.0,57880.0,,,,,1541.0,7703.0,1788.0,8940.0,1169.0,5846.0,4498.0,74425.0,,,,,1362.0,7157.0,1580.0,8307.0,1033.0,5432.0,3975.0,72832.0,3.3,21.8
6,6.0,6.0,11576.0,69456.0,,,,,1541.0,9243.0,1788.0,10728.0,1169.0,7015.0,4498.0,78923.0,,,,,1328.0,8485.0,1542.0,9849.0,1008.0,6440.0,3878.0,76710.0,3.3,25.0
7,7.0,7.0,11576.0,81032.0,,,,,1541.0,10784.0,1788.0,12516.0,1169.0,8184.0,4498.0,83420.0,,,,,1296.0,9781.0,1504.0,11353.0,984.0,7424.0,3784.0,80494.0,3.3,28.3
8,8.0,8.0,11576.0,92608.0,,,,,1541.0,12324.0,1788.0,14304.0,1169.0,9353.0,4498.0,87918.0,,,,,1264.0,11046.0,1467.0,12820.0,960.0,8383.0,3691.0,84186.0,3.3,31.6
9,9.0,9.0,11576.0,104184.0,,,,,1541.0,13865.0,1788.0,16092.0,1169.0,10523.0,4498.0,92416.0,,,,,1234.0,12279.0,1432.0,14252.0,936.0,9319.0,3601.0,87787.0,3.3,34.8
10,10.0,10.0,11576.0,115760.0,,,,,1541.0,15405.0,1788.0,17880.0,1169.0,11692.0,4498.0,96913.0,,,,,1203.0,13483.0,1397.0,15649.0,913.0,10233.0,3514.0,91301.0,3.3,38.1
11,11.0,11.0,11576.0,127336.0,,,,,1541.0,16946.0,1788.0,19668.0,1169.0,12861.0,4498.0,101411.0,,,,,1174.0,14657.0,1363.0,17011.0,891.0,11124.0,3428.0,94728.0,3.3,41.3
12,12.0,12.0,11576.0,138912.0,,,,,1541.0,18486.0,1788.0,21456.0,1169.0,14030.0,4498.0,105909.0,,,,,1145.0,15802.0,1329.0,18341.0,869.0,11993.0,3344.0,98073.0,3.3,44.6
13,13.0,13.0,11576.0,150488.0,,,,,1541.0,20027.0,1788.0,23244.0,1169.0,15199.0,4498.0,110406.0,,,,,1118.0,16920.0,1297.0,19638.0,848.0,12841.0,3263.0,101335.0,3.3,47.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,216.0,20242.0,250.0,23494.0,164.0,15363.0,630.0,111036.0,,,,,156.0,17076.0,181.0,19819.0,118.0,12960.0,455.0,101791.0,0.5,48.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,51936.0,0,0,0.0,20242.0,0.0,23494.0,0.0,15363.0,0.0,111036.0,0.0,51936.0,0,0,0.0,17076.0,0.0,19819.0,0.0,12960.0,0.0,101791.0,0.0,48.3
