period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,42454.0,42454.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,42454.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1296.0,1296.0,1788.0,1788.0,1169.0,1169.0,4253.0,46708.0,,,,,1265.0,1265.0,1744.0,1744.0,1141.0,1141.0,4150.0,46604.0,3.2,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1296.0,2593.0,1788.0,3576.0,1169.0,2338.0,4253.0,50961.0,,,,,1234.0,2499.0,1702.0,3446.0,1113.0,2253.0,4049.0,50653.0,3.2,11.8
3,3.0,3.0,11576.0,34728.0,,,,,1296.0,3889.0,1788.0,5364.0,1169.0,3508.0,4253.0,55215.0,,,,,1204.0,3702.0,1660.0,5107.0,1086.0,3339.0,3950.0,54603.0,3.2,15.0
4,4.0,4.0,11576.0,46304.0,,,,,1296.0,5185.0,1788.0,7152.0,1169.0,4677.0,4253.0,59468.0,,,,,1174.0,4877.0,1620.0,6726.0,1059.0,4398.0,3853.0,58456.0,3.2,18.2
5,5.0,5.0,11576.0,57880.0,,,,,1296.0,6482.0,1788.0,8940.0,1169.0,5846.0,4253.0,63722.0,,,,,1146.0,6022.0,1580.0,8307.0,1033.0,5432.0,3759.0,62216.0,3.2,21.4
6,6.0,6.0,11576.0,69456.0,,,,,1296.0,7778.0,1788.0,10728.0,1169.0,7015.0,4253.0,67975.0,,,,,1118.0,7140.0,1542.0,9849.0,1008.0,6440.0,3668.0,65883.0,3.2,24.6
7,7.0,7.0,11576.0,81032.0,,,,,1296.0,9074.0,1788.0,12516.0,1169.0,8184.0,4253.0,72229.0,,,,,1091.0,8231.0,1504.0,11353.0,984.0,7424.0,3578.0,69462.0,3.2,27.7
8,8.0,8.0,11576.0,92608.0,,,,,1296.0,10371.0,1788.0,14304.0,1169.0,9353.0,4253.0,76482.0,,,,,1064.0,9295.0,1467.0,12820.0,960.0,8383.0,3491.0,72953.0,3.2,30.9
9,9.0,9.0,11576.0,104184.0,,,,,1296.0,11667.0,1788.0,16092.0,1169.0,10523.0,4253.0,80736.0,,,,,1038.0,10333.0,1432.0,14252.0,936.0,9319.0,3406.0,76359.0,3.2,34.1
10,10.0,10.0,11576.0,115760.0,,,,,1296.0,12963.0,1788.0,17880.0,1169.0,11692.0,4253.0,84989.0,,,,,1013.0,11345.0,1397.0,15649.0,913.0,10233.0,3323.0,79681.0,3.2,37.3
11,11.0,11.0,11576.0,127336.0,,,,,1296.0,14260.0,1788.0,19668.0,1169.0,12861.0,4253.0,89243.0,,,,,988.0,12333.0,1363.0,17011.0,891.0,11124.0,3242.0,82923.0,3.2,40.5
12,12.0,12.0,11576.0,138912.0,,,,,1296.0,15556.0,1788.0,21456.0,1169.0,14030.0,4253.0,93496.0,,,,,964.0,13297.0,1329.0,18341.0,869.0,11993.0,3163.0,86086.0,3.2,43.6
13,13.0,13.0,11576.0,150488.0,,,,,1296.0,16852.0,1788.0,23244.0,1169.0,15199.0,4253.0,97750.0,,,,,940.0,14238.0,1297.0,19638.0,848.0,12841.0,3086.0,89171.0,3.2,46.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,181.0,17034.0,250.0,23494.0,164.0,15363.0,595.0,98345.0,,,,,131.0,14369.0,181.0,19819.0,118.0,12960.0,430.0,89602.0,0.4,47.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,42454.0,0,0,0.0,17034.0,0.0,23494.0,0.0,15363.0,0.0,98345.0,0.0,42454.0,0,0,0.0,14369.0,0.0,19819.0,0.0,12960.0,0.0,89602.0,0.0,47.3
