period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,29000,29000,,,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,29000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,583.0,583.0,1884.0,1884.0,706.0,706.0,-4326.0,24674.0,,,-7317.0,-7317.0,569.0,569.0,1838.0,1838.0,689.0,689.0,-4221.0,24779.0,0.8,10.6
2,2.0,2.0,11576.0,23152.0,,,,,583.0,1167.0,1884.0,3768.0,706.0,1412.0,3174.0,27847.0,,,,,555.0,1124.0,1793.0,3631.0,672.0,1361.0,3021.0,27800.0,0.8,11.4
3,3.0,3.0,11576.0,34728.0,,,,,583.0,1750.0,1884.0,5652.0,706.0,2118.0,3174.0,31021.0,,,,,542.0,1666.0,1749.0,5381.0,656.0,2017.0,2947.0,30747.0,0.8,12.1
4,4.0,4.0,11576.0,46304.0,,,,,583.0,2334.0,1884.0,7536.0,706.0,2825.0,3174.0,34194.0,,,,,529.0,2195.0,1707.0,7088.0,640.0,2656.0,2875.0,33622.0,0.8,12.9
5,5.0,5.0,11576.0,57880.0,,,,,583.0,2917.0,1884.0,9420.0,706.0,3531.0,3174.0,37368.0,,,,,516.0,2710.0,1665.0,8753.0,624.0,3281.0,2805.0,36427.0,0.8,13.7
6,6.0,6.0,11576.0,69456.0,,,,,583.0,3500.0,1884.0,11304.0,706.0,4237.0,3174.0,40541.0,,,,,503.0,3213.0,1625.0,10377.0,609.0,3889.0,2737.0,39163.0,0.8,14.5
7,7.0,7.0,11576.0,81032.0,,,,,583.0,4084.0,1884.0,13188.0,706.0,4943.0,3174.0,43715.0,,,,,491.0,3704.0,1585.0,11962.0,594.0,4484.0,2670.0,41833.0,0.8,15.2
8,8.0,8.0,11576.0,92608.0,,,,,583.0,4667.0,1884.0,15072.0,706.0,5649.0,3174.0,46888.0,,,,,479.0,4183.0,1546.0,13509.0,580.0,5063.0,2605.0,44438.0,0.8,16.0
9,9.0,9.0,11576.0,104184.0,,,,,583.0,5251.0,1884.0,16956.0,706.0,6355.0,3174.0,50062.0,,,,,467.0,4650.0,1509.0,15017.0,565.0,5629.0,2541.0,46979.0,0.8,16.8
10,10.0,10.0,11576.0,115760.0,,,,,583.0,5834.0,1884.0,18840.0,706.0,7061.0,3174.0,53235.0,,,,,456.0,5106.0,1472.0,16489.0,552.0,6180.0,2479.0,49458.0,0.8,17.6
11,11.0,11.0,11576.0,127336.0,,,,,583.0,6417.0,1884.0,20724.0,706.0,7767.0,3174.0,56409.0,,,,,445.0,5551.0,1436.0,17925.0,538.0,6718.0,2419.0,51877.0,0.8,18.3
12,12.0,12.0,11576.0,138912.0,,,,,583.0,7001.0,1884.0,22608.0,706.0,8474.0,3174.0,59582.0,,,,,434.0,5984.0,1401.0,19326.0,525.0,7243.0,2360.0,54236.0,0.8,19.1
13,13.0,13.0,11576.0,150488.0,,,,,583.0,7584.0,1884.0,24492.0,706.0,9180.0,3174.0,62756.0,,,,,423.0,6408.0,1367.0,20692.0,512.0,7756.0,2302.0,56538.0,0.8,19.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,82.0,7666.0,264.0,24756.0,99.0,9279.0,444.0,63200.0,,,,,59.0,6467.0,191.0,20883.0,71.0,7827.0,321.0,56860.0,0.1,20.0
post-use,13.14,14.454000000000002,0.0,152108.64,0,29000,0,-7500,0.0,7666.0,0.0,24756.0,0.0,9279.0,0.0,63200.0,0,29000,0.0,-7317.0,0.0,6467.0,0.0,20883.0,0.0,7827.0,0.0,56860.0,0.0,20.0
