period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,64207,64207,,,0.0,0.0,0.0,0.0,0.0,0.0,64207.0,64207.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,1644.0,1644.0,1788.0,1788.0,1180.0,1180.0,4612.0,68819.0,,,,,1604.0,1604.0,1744.0,1744.0,1152.0,1152.0,4500.0,68707.0,5.4,10.9
2,2.0,2.0,11687.0,23374.0,,,,,1644.0,3288.0,1788.0,3576.0,1180.0,2361.0,4612.0,73432.0,,,,,1565.0,3169.0,1702.0,3446.0,1124.0,2275.0,4390.0,73097.0,5.4,16.2
3,3.0,3.0,11687.0,35061.0,,,,,1644.0,4932.0,1788.0,5364.0,1180.0,3541.0,4612.0,78044.0,,,,,1527.0,4695.0,1660.0,5107.0,1096.0,3371.0,4283.0,77380.0,5.4,21.6
4,4.0,4.0,11687.0,46748.0,,,,,1644.0,6576.0,1788.0,7152.0,1180.0,4722.0,4612.0,82657.0,,,,,1489.0,6185.0,1620.0,6726.0,1069.0,4441.0,4179.0,81559.0,5.4,27.0
5,5.0,5.0,11687.0,58435.0,,,,,1644.0,8220.0,1788.0,8940.0,1180.0,5902.0,4612.0,87269.0,,,,,1453.0,7638.0,1580.0,8307.0,1043.0,5484.0,4077.0,85636.0,5.4,32.4
6,6.0,6.0,11687.0,70122.0,,,,,1644.0,9864.0,1788.0,10728.0,1180.0,7082.0,4612.0,91882.0,,,,,1418.0,9056.0,1542.0,9849.0,1018.0,6502.0,3977.0,89613.0,5.4,37.8
7,7.0,7.0,11687.0,81809.0,,,,,1644.0,11508.0,1788.0,12516.0,1180.0,8263.0,4612.0,96494.0,,,,,1383.0,10439.0,1504.0,11353.0,993.0,7495.0,3880.0,93493.0,5.4,43.2
8,8.0,8.0,11687.0,93496.0,,,,,1644.0,13152.0,1788.0,14304.0,1180.0,9443.0,4612.0,101106.0,,,,,1349.0,11788.0,1467.0,12820.0,969.0,8464.0,3786.0,97279.0,5.4,48.6
9,9.0,9.0,11687.0,105183.0,,,,,1644.0,14796.0,1788.0,16092.0,1180.0,10623.0,4612.0,105719.0,,,,,1316.0,13104.0,1432.0,14252.0,945.0,9409.0,3693.0,100972.0,5.4,54.0
10,10.0,10.0,11687.0,116870.0,,,,,1644.0,16440.0,1788.0,17880.0,1180.0,11804.0,4612.0,110331.0,,,,,1284.0,14389.0,1397.0,15649.0,922.0,10331.0,3603.0,104575.0,5.4,59.4
11,11.0,11.0,11687.0,128557.0,,,,,1644.0,18085.0,1788.0,19668.0,1180.0,12984.0,4612.0,114944.0,,,,,1253.0,15642.0,1363.0,17011.0,900.0,11230.0,3515.0,108091.0,5.4,64.7
12,12.0,12.0,11687.0,140244.0,,,,,1644.0,19729.0,1788.0,21456.0,1180.0,14165.0,4612.0,119556.0,,,,,1222.0,16864.0,1329.0,18341.0,878.0,12108.0,3430.0,111520.0,5.4,70.1
13,13.0,13.0,11687.0,151931.0,,,,,1644.0,21373.0,1788.0,23244.0,1180.0,15345.0,4612.0,124169.0,,,,,1193.0,18057.0,1297.0,19638.0,856.0,12964.0,3346.0,114866.0,5.4,75.5
14,14.0,14.0,11687.0,163618.0,,,,,1644.0,23017.0,1788.0,25032.0,1180.0,16525.0,4612.0,128781.0,,,,,1164.0,19220.0,1265.0,20903.0,835.0,13800.0,3264.0,118131.0,5.4,80.9
15,15.0,15.0,11687.0,175305.0,,,,,1644.0,24661.0,1788.0,26820.0,1180.0,17706.0,4612.0,133394.0,,,,,1135.0,20356.0,1235.0,22138.0,815.0,14615.0,3185.0,121315.0,5.4,86.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,658.0,25318.0,715.0,27535.0,472.0,18178.0,1845.0,135238.0,,,,,450.0,20805.0,489.0,22627.0,323.0,14938.0,1261.0,122577.0,2.2,88.5
post-use,15.4,16.94,0.0,179979.80000000002,0,64207,0,0,0.0,25318.0,0.0,27535.0,0.0,18178.0,0.0,135238.0,0,64207,0,0,0.0,20805.0,0.0,22627.0,0.0,14938.0,0.0,122577.0,0.0,88.5
