period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,21700,21700,,,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,21700.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1440.0,1440.0,1788.0,1788.0,1169.0,1169.0,4397.0,26097.0,,,,,1405.0,1405.0,1744.0,1744.0,1141.0,1141.0,4290.0,25990.0,3.1,8.6
2,2.0,2.0,11576.0,23152.0,,,,,1440.0,2880.0,1788.0,3576.0,1169.0,2338.0,4397.0,30494.0,,,,,1371.0,2775.0,1702.0,3446.0,1113.0,2253.0,4185.0,30175.0,3.1,11.6
3,3.0,3.0,11576.0,34728.0,,,,,1440.0,4320.0,1788.0,5364.0,1169.0,3508.0,4397.0,34891.0,,,,,1337.0,4113.0,1660.0,5107.0,1086.0,3339.0,4083.0,34258.0,3.1,14.7
4,4.0,4.0,11576.0,46304.0,,,,,1440.0,5760.0,1788.0,7152.0,1169.0,4677.0,4397.0,39289.0,,,,,1305.0,5417.0,1620.0,6726.0,1059.0,4398.0,3984.0,38242.0,3.1,17.8
5,5.0,5.0,11576.0,57880.0,,,,,1440.0,7200.0,1788.0,8940.0,1169.0,5846.0,4397.0,43686.0,,,,,1273.0,6690.0,1580.0,8307.0,1033.0,5432.0,3886.0,42128.0,3.1,20.9
6,6.0,6.0,11576.0,69456.0,,,,,1440.0,8640.0,1788.0,10728.0,1169.0,7015.0,4397.0,48083.0,,,,,1242.0,7932.0,1542.0,9849.0,1008.0,6440.0,3792.0,45920.0,3.1,24.0
7,7.0,7.0,11576.0,81032.0,,,,,1440.0,10080.0,1788.0,12516.0,1169.0,8184.0,4397.0,52480.0,,,,,1211.0,9143.0,1504.0,11353.0,984.0,7424.0,3699.0,49619.0,3.1,27.0
8,8.0,8.0,11576.0,92608.0,,,,,1440.0,11520.0,1788.0,14304.0,1169.0,9353.0,4397.0,56877.0,,,,,1182.0,10325.0,1467.0,12820.0,960.0,8383.0,3609.0,53228.0,3.1,30.1
9,9.0,9.0,11576.0,104184.0,,,,,1440.0,12960.0,1788.0,16092.0,1169.0,10523.0,4397.0,61274.0,,,,,1153.0,11478.0,1432.0,14252.0,936.0,9319.0,3521.0,56749.0,3.1,33.2
10,10.0,10.0,11576.0,115760.0,,,,,1440.0,14400.0,1788.0,17880.0,1169.0,11692.0,4397.0,65672.0,,,,,1125.0,12603.0,1397.0,15649.0,913.0,10233.0,3435.0,60184.0,3.1,36.3
11,11.0,11.0,11576.0,127336.0,,,,,1440.0,15840.0,1788.0,19668.0,1169.0,12861.0,4397.0,70069.0,,,,,1097.0,13700.0,1363.0,17011.0,891.0,11124.0,3351.0,63536.0,3.1,39.4
12,12.0,12.0,11576.0,138912.0,,,,,1440.0,17280.0,1788.0,21456.0,1169.0,14030.0,4397.0,74466.0,,,,,1071.0,14771.0,1329.0,18341.0,869.0,11993.0,3270.0,66805.0,3.1,42.4
13,13.0,13.0,11576.0,150488.0,,,,,1440.0,18720.0,1788.0,23244.0,1169.0,15199.0,4397.0,78863.0,,,,,1045.0,15816.0,1297.0,19638.0,848.0,12841.0,3190.0,69995.0,3.1,45.5
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,202.0,18921.0,250.0,23494.0,164.0,15363.0,616.0,79479.0,,,,,146.0,15961.0,181.0,19819.0,118.0,12960.0,445.0,70440.0,0.4,45.9
post-use,13.14,14.454000000000002,0.0,152108.64,0,21700,0,0,0.0,18921.0,0.0,23494.0,0.0,15363.0,0.0,79479.0,0,21700,0,0,0.0,15961.0,0.0,19819.0,0.0,12960.0,0.0,70440.0,0.0,45.9
