period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,73920,73920,,,0.0,0.0,0.0,0.0,0.0,0.0,73920.0,73920.0,5.5,5.5
1,1.0,1.0,11687.0,11687.0,,,,,2269.0,2269.0,1788.0,1788.0,1180.0,1180.0,5237.0,79157.0,,,,,2214.0,2214.0,1744.0,1744.0,1152.0,1152.0,5110.0,79030.0,4.3,9.8
2,2.0,2.0,11687.0,23374.0,,,,,2269.0,4538.0,1788.0,3576.0,1180.0,2361.0,5237.0,84395.0,,,,,2160.0,4373.0,1702.0,3446.0,1124.0,2275.0,4985.0,84015.0,4.3,14.1
3,3.0,3.0,11687.0,35061.0,,,,,2269.0,6807.0,1788.0,5364.0,1180.0,3541.0,5237.0,89632.0,,,,,2107.0,6480.0,1660.0,5107.0,1096.0,3371.0,4863.0,88878.0,4.3,18.4
4,4.0,4.0,11687.0,46748.0,,,,,2269.0,9076.0,1788.0,7152.0,1180.0,4722.0,5237.0,94870.0,,,,,2056.0,8536.0,1620.0,6726.0,1069.0,4441.0,4745.0,93623.0,4.3,22.7
5,5.0,5.0,11687.0,58435.0,,,,,2269.0,11345.0,1788.0,8940.0,1180.0,5902.0,5237.0,100107.0,,,,,2005.0,10541.0,1580.0,8307.0,1043.0,5484.0,4629.0,98252.0,4.3,27.1
6,6.0,6.0,11687.0,70122.0,,,,,2269.0,13614.0,1788.0,10728.0,1180.0,7082.0,5237.0,105344.0,,,,,1957.0,12498.0,1542.0,9849.0,1018.0,6502.0,4516.0,102768.0,4.3,31.4
7,7.0,7.0,11687.0,81809.0,,,,,2269.0,15883.0,1788.0,12516.0,1180.0,8263.0,5237.0,110582.0,,,,,1909.0,14407.0,1504.0,11353.0,993.0,7495.0,4406.0,107174.0,4.3,35.7
8,8.0,8.0,11687.0,93496.0,,,,,2269.0,18152.0,1788.0,14304.0,1180.0,9443.0,5237.0,115819.0,,,,,1862.0,16269.0,1467.0,12820.0,969.0,8464.0,4299.0,111473.0,4.3,40.0
9,9.0,9.0,11687.0,105183.0,,,,,2269.0,20421.0,1788.0,16092.0,1180.0,10623.0,5237.0,121057.0,,,,,1817.0,18086.0,1432.0,14252.0,945.0,9409.0,4194.0,115667.0,4.3,44.3
10,10.0,10.0,11687.0,116870.0,,,,,2269.0,22690.0,1788.0,17880.0,1180.0,11804.0,5237.0,126294.0,,,,,1773.0,19859.0,1397.0,15649.0,922.0,10331.0,4091.0,119758.0,4.3,48.7
11,11.0,11.0,11687.0,128557.0,,,,,2269.0,24959.0,1788.0,19668.0,1180.0,12984.0,5237.0,131531.0,,,,,1729.0,21588.0,1363.0,17011.0,900.0,11230.0,3992.0,123750.0,4.3,53.0
12,12.0,12.0,11687.0,140244.0,,,,,2269.0,27228.0,1788.0,21456.0,1180.0,14165.0,5237.0,136769.0,,,,,1687.0,23275.0,1329.0,18341.0,878.0,12108.0,3894.0,127644.0,4.3,57.3
13,13.0,13.0,11687.0,151931.0,,,,,2269.0,29497.0,1788.0,23244.0,1180.0,15345.0,5237.0,142006.0,,,,,1646.0,24921.0,1297.0,19638.0,856.0,12964.0,3799.0,131443.0,4.3,61.6
14,14.0,14.0,11687.0,163618.0,,,,,2269.0,31766.0,1788.0,25032.0,1180.0,16525.0,5237.0,147244.0,,,,,1606.0,26527.0,1265.0,20903.0,835.0,13800.0,3707.0,135150.0,4.3,65.9
15,15.0,15.0,11687.0,175305.0,,,,,2269.0,34035.0,1788.0,26820.0,1180.0,17706.0,5237.0,152481.0,,,,,1567.0,28094.0,1235.0,22138.0,815.0,14615.0,3616.0,138766.0,4.3,70.3
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,908.0,34943.0,715.0,27535.0,472.0,18178.0,2095.0,154576.0,,,,,621.0,28714.0,489.0,22627.0,323.0,14938.0,1432.0,140199.0,1.7,72.0
post-use,15.4,16.94,0.0,179979.80000000002,0,73920,0,0,0.0,34943.0,0.0,27535.0,0.0,18178.0,0.0,154576.0,0,73920,0,0,0.0,28714.0,0.0,22627.0,0.0,14938.0,0.0,140199.0,0.0,72.0
