period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,51936.0,51936.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51936.0,51936.0,5.5,5.5
1,1.0,1.0,11576.0,11576.0,,,,,1106.0,1106.0,1788.0,1788.0,1169.0,1169.0,4064.0,56000.0,,,,,1079.0,1079.0,1744.0,1744.0,1141.0,1141.0,3964.0,55901.0,3.3,8.7
2,2.0,2.0,11576.0,23152.0,,,,,1106.0,2213.0,1788.0,3576.0,1169.0,2338.0,4064.0,60064.0,,,,,1053.0,2132.0,1702.0,3446.0,1113.0,2253.0,3868.0,59769.0,3.3,12.0
3,3.0,3.0,11576.0,34728.0,,,,,1106.0,3319.0,1788.0,5364.0,1169.0,3508.0,4064.0,64127.0,,,,,1027.0,3160.0,1660.0,5107.0,1086.0,3339.0,3773.0,63542.0,3.3,15.3
4,4.0,4.0,11576.0,46304.0,,,,,1106.0,4425.0,1788.0,7152.0,1169.0,4677.0,4064.0,68191.0,,,,,1002.0,4162.0,1620.0,6726.0,1059.0,4398.0,3681.0,67223.0,3.3,18.5
5,5.0,5.0,11576.0,57880.0,,,,,1106.0,5532.0,1788.0,8940.0,1169.0,5846.0,4064.0,72254.0,,,,,978.0,5140.0,1580.0,8307.0,1033.0,5432.0,3592.0,70815.0,3.3,21.8
6,6.0,6.0,11576.0,69456.0,,,,,1106.0,6638.0,1788.0,10728.0,1169.0,7015.0,4064.0,76318.0,,,,,954.0,6094.0,1542.0,9849.0,1008.0,6440.0,3504.0,74319.0,3.3,25.0
7,7.0,7.0,11576.0,81032.0,,,,,1106.0,7744.0,1788.0,12516.0,1169.0,8184.0,4064.0,80381.0,,,,,931.0,7025.0,1504.0,11353.0,984.0,7424.0,3418.0,77737.0,3.3,28.3
8,8.0,8.0,11576.0,92608.0,,,,,1106.0,8851.0,1788.0,14304.0,1169.0,9353.0,4064.0,84445.0,,,,,908.0,7933.0,1467.0,12820.0,960.0,8383.0,3335.0,81072.0,3.3,31.6
9,9.0,9.0,11576.0,104184.0,,,,,1106.0,9957.0,1788.0,16092.0,1169.0,10523.0,4064.0,88508.0,,,,,886.0,8818.0,1432.0,14252.0,936.0,9319.0,3254.0,84326.0,3.3,34.8
10,10.0,10.0,11576.0,115760.0,,,,,1106.0,11063.0,1788.0,17880.0,1169.0,11692.0,4064.0,92572.0,,,,,864.0,9683.0,1397.0,15649.0,913.0,10233.0,3174.0,87501.0,3.3,38.1
11,11.0,11.0,11576.0,127336.0,,,,,1106.0,12170.0,1788.0,19668.0,1169.0,12861.0,4064.0,96635.0,,,,,843.0,10526.0,1363.0,17011.0,891.0,11124.0,3097.0,90598.0,3.3,41.3
12,12.0,12.0,11576.0,138912.0,,,,,1106.0,13276.0,1788.0,21456.0,1169.0,14030.0,4064.0,100699.0,,,,,823.0,11348.0,1329.0,18341.0,869.0,11993.0,3021.0,93619.0,3.3,44.6
13,13.0,13.0,11576.0,150488.0,,,,,1106.0,14382.0,1788.0,23244.0,1169.0,15199.0,4064.0,104762.0,,,,,803.0,12151.0,1297.0,19638.0,848.0,12841.0,2948.0,96567.0,3.3,47.9
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,155.0,14537.0,250.0,23494.0,164.0,15363.0,569.0,105331.0,,,,,112.0,12263.0,181.0,19819.0,118.0,12960.0,411.0,96978.0,0.5,48.3
post-use,13.14,14.454000000000002,0.0,152108.64,0.0,51936.0,0,0,0.0,14537.0,0.0,23494.0,0.0,15363.0,0.0,105331.0,0.0,51936.0,0,0,0.0,12263.0,0.0,19819.0,0.0,12960.0,0.0,96978.0,0.0,48.3
